distance_km,load_kg,vehicle_type,fuel_type,avg_speed,stop_events,co2_kg
42.27,815.3,van,petrol,72.46,2,12.97
225.73,519.01,van,petrol,83.38,4,76.37
76.8,1382.58,van,petrol,53.06,1,24.87
49.57,640.46,van,petrol,63.05,1,16.11
71.96,337.38,van,petrol,38.08,2,25.54
135.55,2219.53,van,petrol,65.48,4,59.86
128.99,1124.64,van,petrol,72.46,3,46.44
20.03,393.36,van,petrol,35.97,0,6.51
167.29,1053.32,van,petrol,85.05,6,99.84
84.67,1189.45,van,petrol,74.2,1,31.22
119.03,472.69,van,petrol,65.96,1,39.89
17.14,800.42,van,diesel,53.17,1,5.9
11.4,279.48,van,petrol,60.21,0,4.37
39.48,1128.31,van,petrol,54.52,1,18.57
180.69,2234.72,van,petrol,65.07,2,106.58
215.88,666.94,van,petrol,55.8,6,73.44
56.12,459.35,van,petrol,58.78,3,19.51
93.63,717.04,van,petrol,50.02,1,29.21
70.17,972.66,van,petrol,60.14,0,22.2
289.22,1024.76,van,petrol,77.53,6,187.61
111.58,1002.29,van,petrol,66.36,0,39.38
219.84,3167.95,van,petrol,41.49,9,192.11
93.4,829.89,van,petrol,56.47,2,31.75
27.64,425.58,van,petrol,30.0,0,9.02
20.64,1374.26,van,petrol,68.49,1,6.68
101.16,873.06,van,petrol,80.62,2,31.29
55.73,288.57,van,petrol,71.41,4,17.34
89.29,297.31,van,petrol,68.66,3,30.33
158.48,619.46,van,petrol,33.71,6,59.51
216.27,1656.03,van,petrol,74.37,3,83.18
182.87,92.17,van,petrol,58.65,4,58.19
27.23,1395.86,van,diesel,53.85,0,13.02
67.18,875.41,van,petrol,61.79,1,23.78
56.11,309.83,van,petrol,51.3,0,19.07
75.4,1488.39,van,petrol,49.7,1,21.65
13.41,1475.51,van,petrol,99.5,0,4.52
77.86,638.75,van,petrol,60.43,2,18.85
90.45,486.03,van,petrol,43.09,1,18.85
95.54,435.21,van,petrol,49.11,2,27.83
47.66,455.6,van,petrol,58.01,3,13.55
165.83,1160.92,van,petrol,76.51,3,49.55
47.2,495.38,van,petrol,47.98,3,12.37
14.9,1227.36,van,petrol,46.82,1,5.23
63.74,444.28,van,petrol,62.61,1,14.73
10.35,1792.46,van,petrol,66.78,0,2.5
71.61,419.45,van,petrol,50.99,1,16.49
113.17,743.49,van,petrol,49.67,4,31.26
105.86,508.03,van,petrol,46.9,3,26.68
34.42,1400.82,van,petrol,69.46,0,8.21
39.83,384.56,van,petrol,37.6,0,10.11
79.05,141.34,van,petrol,65.5,3,19.69
86.85,324.95,van,petrol,64.17,1,23.32
7.85,490.9,van,petrol,48.69,0,2.02
91.84,1783.5,van,petrol,31.56,1,32.78
64.57,916.65,van,petrol,57.72,2,19.17
163.57,929.92,van,petrol,55.72,7,51.02
61.64,3320.83,van,petrol,33.62,1,24.77
73.99,942.31,van,petrol,46.73,0,22.2
270.13,1083.11,van,petrol,72.82,4,104.04
21.65,805.45,van,petrol,86.83,1,5.47
15.95,920.89,van,petrol,32.17,0,3.85
132.42,119.4,van,petrol,73.05,2,35.19
121.57,197.53,van,petrol,78.99,5,38.02
7.33,1441.89,van,petrol,30.0,0,2.14
42.25,1971.67,van,petrol,48.41,0,14.4
116.63,299.09,van,petrol,55.18,1,29.84
23.33,699.96,van,petrol,34.55,0,7.12
50.15,942.89,van,petrol,65.92,0,17.56
66.12,536.28,van,petrol,45.23,1,18.29
95.07,456.67,van,petrol,73.0,3,29.73
181.66,826.69,van,petrol,38.74,3,56.91
180.76,1802.98,van,petrol,64.03,6,71.01
86.11,1714.07,van,petrol,57.52,1,29.03
15.21,614.31,van,petrol,68.68,1,4.68
22.19,2421.84,van,petrol,62.24,0,9.28
304.33,1105.27,van,petrol,55.9,8,126.26
54.4,880.05,van,petrol,49.38,1,17.34
91.39,1055.76,van,petrol,59.41,0,32.48
52.75,1921.7,van,petrol,81.73,4,18.42
38.46,779.25,van,petrol,69.95,0,11.86
52.84,1325.38,van,petrol,62.59,0,15.21
119.04,902.94,van,petrol,64.67,4,35.05
139.17,575.19,van,petrol,39.93,3,44.25
158.8,546.25,van,petrol,45.11,2,44.85
83.54,403.81,van,petrol,48.72,3,25.93
116.43,1087.55,van,petrol,64.85,5,43.3
145.23,196.74,van,petrol,65.73,3,51.48
98.47,705.2,van,petrol,63.31,6,29.28
6.44,836.65,van,petrol,68.7,0,1.74
77.23,497.01,van,petrol,50.3,2,23.83
11.41,1227.23,van,petrol,46.35,0,4.14
157.73,965.01,van,petrol,75.54,4,48.95
223.19,625.53,van,petrol,57.76,4,72.8
51.92,762.05,van,petrol,58.91,1,15.52
207.62,1237.72,van,petrol,54.7,6,84.58
75.45,2660.53,van,petrol,78.4,4,34.97
36.92,1436.64,van,petrol,63.83,1,14.04
12.7,315.45,van,petrol,46.66,0,4.59
141.79,512.78,van,petrol,32.51,3,47.04
179.0,683.15,van,petrol,46.49,3,57.76
98.98,981.78,van,petrol,45.07,1,30.46
59.9,779.64,van,petrol,45.7,2,20.22
126.85,781.69,van,petrol,61.75,1,39.91
120.15,679.48,van,petrol,37.79,3,43.05
142.33,1174.62,van,petrol,67.94,3,54.44
36.9,994.72,van,petrol,53.88,1,13.27
113.58,471.58,van,petrol,78.55,4,40.29
44.92,471.42,van,petrol,62.29,3,14.82
121.33,411.03,van,petrol,40.87,2,41.1
44.66,240.19,van,petrol,72.82,1,11.85
43.87,702.66,van,petrol,53.69,1,15.17
44.66,1401.96,van,petrol,61.98,0,16.58
101.28,698.37,van,petrol,55.6,1,35.01
56.83,114.63,van,petrol,56.12,2,17.47
36.21,693.97,van,petrol,59.91,0,11.04
68.87,565.49,van,petrol,74.13,3,19.88
102.39,696.11,van,petrol,57.62,1,35.39
89.06,2310.05,van,petrol,54.24,1,35.55
43.94,827.42,van,petrol,57.42,0,14.35
104.0,1399.75,van,diesel,34.46,0,37.9
111.55,894.87,van,petrol,58.74,0,31.76
17.08,333.08,van,petrol,77.0,0,5.5
182.56,934.87,van,petrol,88.21,7,72.8
142.17,185.59,van,petrol,58.55,3,45.02
102.11,396.94,van,petrol,74.14,2,34.52
122.37,1028.18,van,petrol,64.27,3,41.34
100.51,492.81,van,petrol,42.35,4,32.19
199.44,253.85,van,petrol,59.55,4,64.98
87.98,931.2,van,petrol,39.09,0,30.76
38.3,514.44,van,petrol,92.96,0,12.66
139.05,1018.31,van,diesel,69.87,0,39.0
49.59,1552.22,van,petrol,64.56,1,17.22
137.57,1095.86,van,petrol,57.25,2,54.11
122.49,901.72,van,petrol,57.12,3,45.22
108.63,721.49,van,petrol,57.22,0,41.55
43.7,272.12,van,petrol,66.01,0,14.78
142.92,494.52,van,petrol,67.06,7,64.43
135.77,1150.62,van,petrol,55.62,3,62.12
48.01,1633.92,van,petrol,77.05,1,24.05
12.23,1306.13,van,petrol,74.69,0,5.77
16.05,794.95,van,petrol,65.64,0,7.09
31.94,295.23,van,petrol,49.18,0,10.23
254.35,2478.35,van,petrol,85.69,6,126.93
163.91,340.19,van,diesel,67.7,5,70.51
56.91,1294.02,van,diesel,56.43,2,26.3
26.36,487.63,van,diesel,52.8,2,9.79
92.56,515.85,van,petrol,66.97,1,35.1
68.65,792.7,van,petrol,62.31,1,25.45
183.93,796.29,van,petrol,68.06,2,69.56
94.38,998.79,van,petrol,46.67,2,44.52
50.64,1735.49,van,petrol,63.18,0,25.17
170.22,170.75,van,petrol,53.84,5,81.57
135.17,1278.05,van,petrol,81.17,3,72.53
57.11,721.08,van,petrol,69.42,1,17.82
42.59,690.41,van,petrol,40.24,2,20.76
117.57,530.58,van,diesel,54.4,5,51.95
39.01,733.15,van,diesel,63.24,3,18.14
30.48,521.86,van,diesel,43.49,1,11.16
179.84,953.15,van,petrol,45.19,6,57.79
101.56,2104.84,van,petrol,56.98,5,50.73
161.78,1087.82,van,petrol,69.49,5,67.24
85.84,885.46,van,petrol,50.33,2,39.89
76.7,266.1,van,petrol,60.3,0,29.36
174.82,410.21,van,petrol,59.55,2,71.05
174.68,1471.67,van,petrol,30.0,2,68.03
49.2,1256.14,van,petrol,51.18,1,19.37
94.82,889.14,van,petrol,59.41,3,48.39
154.41,936.54,van,petrol,45.95,2,72.24
84.76,1837.88,van,petrol,69.31,2,51.75
47.23,1017.91,van,petrol,52.56,0,23.13
173.07,1169.9,van,petrol,31.81,4,93.33
22.79,633.92,van,petrol,66.08,1,11.71
57.36,960.37,van,petrol,38.37,1,28.43
182.76,689.52,van,petrol,57.6,1,75.73
61.03,1184.06,van,petrol,37.29,1,26.99
39.24,1204.36,van,petrol,63.88,2,14.78
94.18,570.8,van,petrol,65.5,2,39.15
236.74,1104.66,van,petrol,66.89,7,115.82
26.65,822.65,van,petrol,64.4,0,12.72
112.84,1330.06,van,petrol,63.45,5,58.73
122.22,1096.71,van,petrol,73.6,1,57.26
282.43,1002.38,van,petrol,86.31,3,135.84
89.67,2216.13,van,petrol,56.05,2,49.01
41.06,1249.04,van,petrol,57.33,1,21.12
54.44,1864.64,van,petrol,36.13,4,34.62
132.01,900.43,van,petrol,70.46,2,43.03
138.67,1589.43,van,petrol,72.59,4,68.28
54.26,441.56,van,petrol,77.57,2,15.82
60.93,628.04,van,petrol,30.0,4,22.09
180.15,853.77,van,petrol,69.93,4,63.79
285.26,1006.36,van,petrol,85.42,10,135.98
127.61,813.75,van,petrol,70.88,4,47.44
184.83,1908.1,van,petrol,37.73,2,80.31
44.47,886.56,van,petrol,41.83,2,16.07
17.38,595.38,van,petrol,41.49,0,6.53
128.74,228.93,van,petrol,64.61,1,44.12
61.05,547.93,van,petrol,46.52,0,24.32
28.36,832.3,van,petrol,40.07,2,11.45
79.33,1109.67,van,petrol,41.42,1,34.75
9.53,2078.43,van,petrol,64.64,0,4.93
106.94,410.5,van,petrol,42.91,2,46.57
20.82,1520.42,van,petrol,90.51,0,10.09
37.68,239.48,van,diesel,41.75,1,14.81
88.27,2738.89,van,diesel,81.47,2,48.19
49.73,1394.65,van,diesel,69.61,2,20.82
60.05,631.37,van,diesel,65.9,1,26.51
156.12,660.04,van,diesel,74.35,3,60.55
173.04,2889.19,van,petrol,56.54,4,92.45
113.62,1111.74,van,petrol,56.9,2,42.3
39.25,938.64,van,petrol,54.6,1,14.84
35.49,402.76,van,petrol,63.09,0,12.22
310.64,773.97,van,petrol,77.46,5,140.4
10.64,514.91,van,petrol,43.15,0,4.52
100.65,1185.44,van,petrol,36.75,3,53.38
25.03,602.19,van,petrol,63.34,0,11.59
42.45,940.78,van,diesel,30.0,1,19.53
118.67,1276.3,van,petrol,88.86,1,39.82
22.1,676.26,van,petrol,67.58,0,6.4
89.32,1393.64,van,petrol,93.11,3,33.27
84.87,882.61,van,petrol,54.48,2,30.66
68.42,2451.72,van,petrol,43.25,2,28.29
95.46,874.11,van,petrol,72.39,3,37.18
121.93,566.61,van,petrol,75.59,5,42.29
52.18,1365.73,van,petrol,67.1,0,17.36
119.11,111.08,van,petrol,65.59,0,41.79
78.23,331.0,van,petrol,56.76,3,30.04
174.55,1730.5,van,petrol,79.15,6,64.75
60.17,822.65,van,petrol,60.5,2,17.65
65.6,1374.71,van,petrol,52.4,2,25.25
76.48,676.97,van,petrol,53.87,2,30.24
107.2,1460.84,van,petrol,79.32,2,50.04
117.07,921.15,van,petrol,58.48,2,47.83
150.42,794.63,van,petrol,57.11,5,68.18
196.03,1403.66,van,petrol,85.08,3,86.82
25.03,519.9,van,petrol,53.64,0,10.64
47.62,499.78,van,petrol,54.13,1,22.18
10.75,753.98,van,petrol,59.37,0,5.08
52.12,659.63,van,petrol,45.62,2,25.3
35.21,998.56,van,petrol,87.8,1,19.0
62.76,312.79,van,diesel,55.03,1,26.5
97.69,296.18,van,diesel,57.21,3,45.61
100.61,1847.92,van,petrol,43.03,1,45.24
147.23,1532.8,van,diesel,61.23,0,67.38
11.4,377.13,van,petrol,46.34,0,4.43
24.37,637.96,van,petrol,42.33,1,10.74
142.09,863.27,van,petrol,54.29,2,61.44
160.97,785.44,van,petrol,50.39,2,73.81
279.89,1370.08,van,petrol,55.05,6,160.52
230.26,950.9,van,petrol,62.39,4,120.7
9.54,594.15,van,petrol,65.55,0,4.41
208.48,667.19,van,petrol,49.2,3,111.87
42.96,1050.68,van,diesel,57.5,0,19.66
148.68,1277.91,van,petrol,63.83,3,54.59
129.98,803.28,van,petrol,45.2,3,50.15
80.0,1110.93,van,diesel,54.55,4,42.51
174.76,393.99,van,diesel,68.78,2,71.62
139.44,1116.58,van,petrol,58.7,4,57.11
54.95,749.2,van,petrol,64.34,0,19.86
101.2,923.8,van,petrol,74.91,4,40.42
54.21,471.29,van,petrol,44.39,0,20.03
109.26,1240.28,van,petrol,38.63,2,41.35
50.7,976.02,van,petrol,59.89,1,20.46
68.01,1382.71,van,petrol,88.86,2,31.44
59.48,615.83,van,petrol,45.38,2,24.88
11.28,2033.19,van,petrol,45.96,1,5.92
118.98,585.95,van,petrol,60.32,3,47.35
94.12,694.6,van,petrol,43.15,3,46.79
21.22,940.86,van,petrol,48.02,1,9.74
55.75,160.58,van,petrol,40.99,1,26.8
99.21,1495.47,van,petrol,58.16,3,54.69
133.82,995.29,van,petrol,42.34,3,75.02
264.05,413.3,van,petrol,62.44,4,139.37
50.83,701.78,van,petrol,60.84,1,26.37
80.6,764.43,van,petrol,71.58,2,43.0
114.75,967.07,van,petrol,69.01,1,56.93
116.18,1088.24,van,petrol,75.39,1,69.2
92.72,414.46,van,petrol,54.76,3,38.43
104.17,1277.87,van,petrol,66.05,2,50.92
156.82,578.77,van,petrol,60.15,3,71.26
125.17,935.53,van,petrol,64.79,2,58.55
107.54,967.39,van,petrol,57.7,1,53.35
95.54,333.99,van,petrol,55.79,6,31.02
223.73,714.78,van,petrol,46.89,1,82.08
13.71,1309.48,van,petrol,50.86,0,4.77
96.0,1077.44,van,petrol,87.53,3,40.8
11.6,752.17,van,petrol,53.8,0,4.19
89.28,500.97,van,petrol,50.93,0,33.13
115.1,852.28,van,petrol,57.93,6,50.18
32.89,187.51,van,petrol,75.97,2,12.95
44.75,888.34,van,petrol,67.28,1,17.85
66.1,1861.07,van,petrol,66.74,2,34.68
264.02,682.01,van,petrol,54.9,7,140.93
43.94,595.95,van,petrol,94.97,2,21.15
91.53,806.13,van,petrol,50.95,5,47.94
71.57,1370.97,van,petrol,88.17,0,39.71
193.15,752.88,van,diesel,85.9,4,97.9
26.84,1115.18,van,diesel,85.41,0,12.39
34.48,1297.88,van,petrol,77.96,2,15.77
75.04,1190.98,van,diesel,72.91,2,34.23
84.26,322.91,van,diesel,56.29,1,35.62
38.13,1056.25,van,petrol,65.01,0,17.42
55.46,1003.71,van,petrol,88.71,2,26.18
87.57,448.62,van,petrol,37.29,0,39.7
129.41,980.34,van,petrol,91.35,2,65.58
22.29,537.23,van,petrol,67.3,0,10.23
92.62,844.67,van,petrol,60.95,3,50.9
122.13,607.37,van,diesel,64.91,2,54.79
139.76,653.93,van,diesel,78.03,1,66.01
154.44,622.86,van,petrol,45.48,4,59.24
32.62,1367.8,van,petrol,60.73,1,13.03
161.68,735.87,van,petrol,90.08,2,60.65
129.4,968.21,van,petrol,67.92,4,55.24
82.12,486.45,van,petrol,74.88,2,29.76
189.29,632.34,van,petrol,69.31,10,85.83
28.27,1349.93,van,petrol,48.78,0,12.51
19.12,330.79,van,petrol,69.17,1,6.65
8.39,794.88,van,petrol,62.11,0,2.73
199.34,1181.45,van,petrol,42.79,2,79.27
399.43,915.56,van,petrol,71.4,4,150.52
47.35,874.48,van,petrol,59.43,1,17.75
75.2,105.28,van,petrol,59.68,3,27.95
71.21,851.17,van,petrol,51.54,2,25.62
130.01,762.58,van,petrol,92.36,2,59.43
127.07,585.01,van,petrol,97.07,4,54.95
212.65,1343.89,van,petrol,72.29,0,83.0
86.35,1410.1,van,petrol,54.53,1,32.74
86.1,2464.85,van,petrol,67.11,2,52.1
74.54,903.49,van,petrol,79.87,5,34.28
150.3,1425.03,van,petrol,86.18,0,62.96
257.45,1045.02,van,petrol,67.97,1,98.67
282.57,783.87,van,petrol,66.09,6,102.8
62.57,971.31,van,petrol,78.79,1,23.75
33.7,1511.2,van,petrol,76.63,1,13.7
333.53,157.28,van,petrol,45.46,5,138.25
42.73,905.58,van,petrol,50.19,0,19.14
13.38,1206.28,van,diesel,56.71,0,6.25
57.04,1884.14,van,petrol,38.36,1,25.76
130.7,728.21,van,petrol,50.8,3,65.28
128.55,575.13,van,petrol,52.51,4,55.52
63.49,574.49,van,petrol,69.06,2,33.0
154.54,627.03,van,petrol,47.65,2,74.69
110.68,3317.04,van,petrol,49.73,3,51.06
214.12,776.59,van,petrol,38.37,4,109.67
52.99,2119.62,van,petrol,70.4,1,30.26
168.17,1398.13,van,petrol,71.74,5,102.98
178.57,570.25,van,petrol,34.01,5,65.41
79.64,1908.03,van,petrol,66.79,1,30.37
43.14,328.9,van,petrol,61.97,1,15.94
153.78,328.21,van,petrol,57.72,2,57.91
167.48,342.12,van,petrol,41.49,1,70.84
254.62,826.58,van,petrol,54.9,1,115.14
62.1,800.57,van,petrol,68.08,1,27.99
40.46,792.5,van,petrol,38.44,0,12.5
43.13,724.42,van,petrol,85.95,1,20.72
32.53,1334.35,van,petrol,42.03,0,17.97
138.71,1133.67,van,petrol,49.2,1,70.32
60.6,830.72,van,petrol,49.51,0,31.36
177.29,1647.24,van,petrol,58.61,3,80.88
67.04,1396.47,van,petrol,64.4,2,31.05
41.97,997.05,van,petrol,77.28,1,19.41
10.15,191.04,van,diesel,60.5,0,4.13
127.52,595.28,van,petrol,83.27,2,49.86
33.31,1179.83,van,petrol,30.0,0,16.66
225.9,1015.39,van,petrol,38.79,7,91.04
11.3,2099.94,van,petrol,88.83,0,3.57
167.01,1588.06,van,petrol,48.93,6,79.93
146.62,1112.98,van,petrol,59.35,0,55.58
122.38,1065.54,van,petrol,49.04,2,47.95
38.48,961.72,van,petrol,59.46,1,16.53
81.61,779.92,van,petrol,39.44,0,31.46
96.12,339.76,van,petrol,50.31,3,36.96
35.43,503.03,van,petrol,62.39,0,14.03
47.52,1143.79,van,petrol,64.7,2,22.84
28.02,486.77,van,petrol,64.28,0,12.77
57.22,241.97,van,diesel,49.79,1,23.91
148.89,1346.96,van,petrol,43.9,1,43.83
62.11,888.16,van,petrol,72.73,0,29.9
161.89,2043.11,van,petrol,57.31,0,77.87
202.53,176.86,van,petrol,56.72,3,101.41
66.04,689.48,van,petrol,60.14,1,31.57
232.92,141.49,van,petrol,86.03,8,126.97
273.02,739.33,van,petrol,78.64,2,145.16
94.16,595.76,van,petrol,90.77,2,49.09
31.64,359.38,van,petrol,67.27,1,11.05
163.22,888.89,van,petrol,56.79,4,64.89
50.05,940.38,van,petrol,57.56,2,20.5
65.17,597.37,van,petrol,75.14,2,20.39
76.79,673.42,van,petrol,82.99,5,34.24
82.54,1410.23,van,petrol,75.84,1,43.33
95.92,1269.58,van,petrol,75.24,0,45.04
48.26,225.55,van,petrol,56.53,0,22.96
34.72,161.52,van,petrol,89.96,1,13.35
150.93,1237.76,van,petrol,78.35,4,76.23
67.24,1585.15,van,petrol,41.38,1,36.06
61.12,281.32,van,diesel,76.1,1,25.69
25.17,957.47,van,petrol,46.8,1,12.47
49.72,1224.98,van,petrol,51.88,0,21.67
112.13,208.57,van,petrol,35.52,2,31.62
35.0,1069.31,van,petrol,51.25,1,14.3
45.21,1887.51,van,petrol,38.68,0,20.02
143.27,511.13,van,petrol,47.46,4,51.11
157.05,1061.98,van,petrol,70.66,2,61.51
13.84,1879.76,van,petrol,83.49,3,6.11
65.42,2272.5,van,petrol,55.65,1,29.07
68.75,678.65,van,petrol,54.46,2,33.46
75.82,1528.06,van,petrol,57.03,0,28.59
66.19,1201.58,van,petrol,52.78,1,24.45
66.35,466.73,van,petrol,71.32,1,22.22
40.68,720.73,van,petrol,77.93,0,12.45
55.77,652.84,van,petrol,44.98,1,20.29
126.7,818.84,van,petrol,63.21,1,53.42
63.31,296.56,van,petrol,52.41,2,25.32
336.28,1716.99,van,petrol,47.76,9,153.09
264.33,206.86,van,petrol,39.9,2,92.07
77.2,296.98,van,petrol,69.45,3,24.84
110.83,1574.75,van,petrol,73.11,2,39.34
86.99,1064.47,van,petrol,49.43,1,29.91
181.49,798.32,van,petrol,30.86,5,64.97
55.88,609.57,van,petrol,75.37,2,17.51
19.41,1209.19,van,petrol,70.56,1,6.46
122.39,485.01,van,petrol,63.25,1,38.92
105.29,1659.81,van,petrol,51.15,4,43.57
22.28,412.8,van,petrol,57.14,0,7.69
37.43,645.26,van,petrol,47.15,0,11.93
92.59,202.48,van,petrol,58.53,0,32.93
194.62,728.15,van,petrol,57.56,9,82.74
63.98,1596.83,van,petrol,68.02,1,27.92
93.54,1063.15,van,petrol,77.61,1,38.18
109.44,1286.5,van,petrol,31.1,1,40.86
90.53,1201.21,van,petrol,64.18,0,34.7
38.3,548.7,van,petrol,49.71,2,11.34
35.72,254.29,van,petrol,58.45,2,12.53
134.05,1190.59,van,petrol,63.93,4,44.87
85.23,631.78,van,petrol,57.35,1,25.03
106.96,1000.62,van,petrol,63.35,2,32.11
35.01,540.81,van,petrol,85.46,1,9.27
59.12,537.03,van,petrol,54.66,0,27.13
61.51,574.12,van,petrol,100.0,0,20.5
15.8,489.48,van,petrol,30.0,1,5.62
73.26,643.18,van,petrol,54.52,2,28.83
86.33,766.6,van,petrol,35.24,1,33.89
41.72,856.85,van,petrol,62.4,0,11.82
67.15,3024.57,van,petrol,76.52,1,34.36
89.36,1669.87,van,petrol,68.82,4,41.65
34.88,1012.27,van,petrol,37.25,0,13.87
128.89,1085.43,van,petrol,47.24,2,53.79
78.43,1184.17,van,petrol,66.42,2,33.15
88.4,343.66,van,petrol,56.79,1,27.56
23.6,1894.22,van,petrol,40.01,0,9.84
131.85,1616.89,van,petrol,66.64,2,55.35
29.18,869.91,van,petrol,35.66,2,10.52
22.49,325.21,van,petrol,57.61,0,8.14
84.57,284.86,van,petrol,73.73,1,24.83
81.29,341.72,van,petrol,92.62,2,27.26
26.94,116.51,van,petrol,81.35,0,8.41
138.58,206.73,van,petrol,71.22,3,44.02
112.61,1310.93,van,petrol,51.47,5,40.93
126.32,717.46,van,petrol,50.84,1,41.48
54.63,581.17,van,petrol,97.71,1,18.59
83.98,926.03,van,petrol,52.79,0,31.07
45.97,1227.88,van,petrol,66.7,1,14.6
47.54,498.48,van,petrol,85.25,0,13.44
104.39,569.53,van,petrol,95.76,1,29.01
233.83,285.39,van,petrol,57.31,3,71.37
66.66,451.33,van,petrol,49.95,1,17.43
28.27,467.16,van,petrol,62.32,0,7.95
86.31,1168.23,van,petrol,42.18,3,28.27
208.63,646.49,van,petrol,67.3,4,75.83
93.98,588.13,van,petrol,62.12,1,32.0
11.8,982.87,van,petrol,96.56,2,4.57
464.65,1073.72,van,petrol,55.07,10,297.91
196.43,813.08,van,petrol,91.15,7,106.72
138.3,916.86,van,diesel,30.0,1,67.67
86.05,343.9,van,petrol,76.75,1,39.21
67.41,647.79,van,petrol,55.34,1,21.92
186.44,550.9,van,petrol,47.61,3,56.26
176.42,328.71,van,petrol,63.81,0,60.13
247.61,561.57,van,petrol,68.3,10,111.19
145.7,1255.99,van,petrol,47.16,3,67.57
114.99,131.28,van,petrol,80.41,1,44.03
181.94,730.92,van,petrol,40.08,2,72.46
174.75,674.89,van,petrol,45.53,1,63.76
21.05,698.71,van,petrol,64.81,0,8.03
126.86,1010.45,van,petrol,37.55,1,45.72
52.59,239.98,van,petrol,60.01,0,20.06
13.74,227.54,van,petrol,64.77,1,4.71
134.09,1111.83,van,petrol,68.03,2,42.79
184.58,324.05,van,petrol,51.99,10,80.16
133.47,1127.08,van,petrol,55.31,4,58.16
48.73,229.92,van,petrol,57.62,2,20.68
174.27,254.52,van,petrol,70.09,3,66.19
17.72,942.96,van,petrol,55.27,1,6.7
158.28,839.85,van,petrol,60.44,1,71.7
48.23,1049.29,van,petrol,41.8,2,21.37
40.69,746.95,van,petrol,72.57,0,17.85
161.25,241.4,van,petrol,77.4,2,68.54
19.16,696.49,van,petrol,100.0,0,8.99
141.79,582.76,van,petrol,78.58,2,80.5
54.34,559.25,van,petrol,32.82,0,21.68
126.39,1188.13,van,petrol,64.33,3,51.28
63.21,548.12,van,petrol,50.85,1,18.35
31.42,896.04,van,petrol,66.82,0,9.37
12.88,835.94,van,petrol,70.21,0,3.64
157.55,367.39,van,petrol,82.1,1,40.71
86.45,944.42,van,petrol,59.29,2,26.99
94.43,961.38,van,petrol,52.15,2,29.55
252.36,782.36,van,petrol,62.04,7,80.69
118.35,796.76,van,petrol,63.49,2,33.08
112.11,1401.01,van,petrol,63.34,0,39.43
23.38,491.93,van,petrol,63.18,0,8.15
68.19,641.37,van,petrol,82.35,1,26.32
116.09,1136.3,van,petrol,51.88,3,61.18
65.3,699.64,van,petrol,83.17,2,34.53
45.66,975.41,van,petrol,62.21,0,24.09
11.04,500.12,van,diesel,42.93,0,5.01
37.9,1156.34,van,petrol,44.76,1,15.66
62.71,225.39,van,petrol,79.88,1,24.34
22.33,1007.78,van,petrol,66.25,1,9.05
132.45,324.72,van,petrol,36.35,3,54.21
41.1,1565.05,van,petrol,49.23,2,13.88
33.71,659.77,van,petrol,76.71,2,14.18
106.39,164.06,van,petrol,35.37,2,44.72
51.62,1696.84,van,petrol,30.0,1,24.32
13.48,559.73,van,petrol,44.9,0,5.38
96.49,631.34,van,petrol,72.44,1,37.19
73.23,281.11,van,petrol,43.73,0,32.42
141.87,473.5,van,petrol,61.61,5,71.0
222.19,533.57,van,petrol,40.5,6,123.68
13.23,632.09,van,petrol,58.64,1,6.8
90.44,444.15,van,petrol,80.75,3,43.44
13.38,928.07,van,petrol,48.09,0,4.95
41.52,534.16,van,petrol,71.67,2,17.17
84.02,854.17,van,petrol,64.31,2,36.29
86.82,614.1,van,petrol,79.41,1,38.15
20.26,1054.83,van,petrol,53.83,0,8.64
50.56,623.05,van,petrol,46.84,1,20.76
70.41,530.59,van,petrol,80.88,0,24.69
102.57,690.96,van,petrol,38.76,1,42.51
32.0,1041.21,van,petrol,52.57,0,12.02
54.84,389.83,van,petrol,56.9,3,21.23
119.48,1409.24,van,petrol,68.13,3,42.36
14.61,452.75,van,petrol,43.26,0,6.63
11.2,81.64,van,petrol,50.63,0,2.72
22.09,1633.4,van,petrol,45.57,0,6.07
174.8,1231.53,van,petrol,69.0,3,57.72
60.7,1188.38,van,petrol,56.54,0,18.81
149.83,1585.68,van,petrol,72.31,2,48.42
17.5,930.05,van,petrol,46.12,1,4.88
53.49,1016.88,van,petrol,40.6,2,16.86
149.97,440.88,van,petrol,73.61,3,44.57
24.33,2149.82,van,petrol,67.05,0,11.1
171.94,342.9,van,petrol,54.11,2,86.52
112.87,1058.77,van,petrol,49.87,2,57.78
144.58,1231.71,van,petrol,74.11,3,55.7
125.06,2036.5,van,petrol,68.67,4,74.9
64.3,1139.13,van,petrol,50.58,0,29.7
35.13,1120.69,van,petrol,65.68,0,12.59
123.79,445.85,van,petrol,30.0,0,42.9
202.54,606.52,van,petrol,43.6,3,86.23
114.32,715.45,van,petrol,63.06,2,55.92
55.16,786.71,van,petrol,70.3,0,26.19
89.78,982.07,van,petrol,45.49,2,49.29
29.32,261.08,van,petrol,46.35,0,9.35
314.75,515.07,van,petrol,55.38,8,155.14
124.77,310.97,van,petrol,59.16,5,44.07
70.24,1297.75,van,petrol,52.47,2,26.77
130.77,843.16,van,petrol,72.69,4,48.81
20.42,363.2,van,petrol,80.81,0,6.61
373.87,288.73,van,petrol,59.65,8,138.81
62.44,626.16,van,petrol,56.95,0,20.96
168.85,628.48,van,petrol,56.98,3,60.09
75.66,817.7,van,petrol,33.5,1,25.18
61.66,839.74,van,petrol,57.91,0,21.3
