temperature,refrigeration_load,inventory_volume,energy_kwh,co2_kg
10.36,0.0,734.3,565.08,277.23
18.32,0.0,599.53,443.94,218.07
23.39,0.0,1326.96,541.47,273.12
-3.31,14.12,1033.36,2303.01,1126.8
7.64,0.26,176.12,346.62,167.14
-0.13,4.54,579.01,1079.21,526.15
11.34,0.0,356.44,367.38,178.78
9.92,0.01,1524.0,940.73,465.15
-6.55,2.48,1028.8,1503.34,730.02
24.59,0.0,258.92,144.66,71.82
24.53,0.0,306.09,184.42,91.27
12.16,0.0,618.33,491.34,240.8
-3.93,9.2,493.75,1910.11,926.56
5.33,1.49,327.07,542.65,263.84
30.0,0.0,321.34,138.8,69.78
30.0,0.0,845.03,466.12,231.55
16.5,0.0,674.86,448.67,221.22
9.72,0.14,259.08,351.59,170.31
21.21,0.0,384.96,219.59,108.93
27.72,0.0,477.67,218.5,109.52
2.97,3.49,516.24,825.32,403.28
10.67,0.0,289.0,339.01,164.5
15.26,0.0,649.14,477.29,234.5
28.8,0.0,534.39,293.43,145.79
29.59,0.0,906.32,515.01,255.51
9.25,0.09,310.49,443.26,214.41
-3.51,2.39,432.64,727.57,354.25
20.55,0.0,378.12,294.22,144.29
24.17,0.0,635.91,339.27,168.79
11.25,0.0,1062.86,767.3,377.22
-6.26,8.34,1262.35,1973.23,964.53
24.9,0.0,386.34,210.62,104.68
13.89,0.0,1344.8,795.6,394.05
13.01,0.0,495.92,409.68,200.55
22.4,0.0,597.35,376.27,185.9
16.19,0.0,1165.4,693.88,343.58
15.51,0.0,781.75,561.47,276.08
-11.99,4.53,512.11,1304.75,632.47
22.66,0.0,403.18,236.57,117.21
12.4,0.0,330.91,309.01,150.75
19.18,0.0,904.86,535.14,265.05
20.41,0.0,1262.94,657.25,327.35
8.54,0.08,1117.62,843.45,414.16
6.63,1.44,302.7,652.85,315.82
23.05,0.0,339.32,187.24,93.01
10.21,0.0,149.89,336.71,161.74
18.54,0.0,190.03,185.24,90.27
22.1,0.0,1469.14,736.08,367.27
17.48,0.0,606.67,428.14,210.64
30.0,0.0,837.58,413.12,206.29
10.87,0.0,245.15,327.81,158.65
26.01,0.0,404.99,196.75,98.32
24.09,0.0,622.35,327.76,163.15
6.53,1.53,595.58,578.07,283.95
17.04,0.0,563.41,354.97,175.37
12.6,0.0,216.8,292.52,141.55
8.51,1.71,288.07,649.98,314.67
21.61,0.0,47.7,83.06,40.03
16.45,0.0,454.48,321.87,158.34
4.1,3.25,1421.98,1623.04,792.72
4.61,1.33,259.2,538.62,260.88
20.81,0.0,382.86,273.08,134.31
3.46,3.12,271.09,773.13,375.02
1.38,5.27,1326.97,1482.18,727.6
7.73,0.82,984.74,877.63,429.87
9.35,0.42,502.76,565.06,275.04
20.19,0.0,175.14,174.18,84.84
-9.9,3.82,460.19,1258.74,608.96
12.9,0.0,394.42,364.66,177.95
30.0,0.0,420.13,200.46,100.26
26.09,0.0,888.39,451.14,224.95
21.56,0.0,540.45,289.22,143.87
6.46,2.62,812.71,879.38,431.25
12.11,0.0,1066.01,840.28,411.92
13.33,0.0,177.15,264.12,127.58
28.51,0.0,378.6,206.72,102.73
3.11,2.96,219.6,669.42,324.91
4.62,1.93,452.85,660.26,321.86
0.59,1.34,1144.19,954.47,469.05
12.73,0.0,618.79,514.09,251.62
8.22,1.3,824.55,721.09,354.3
-2.42,3.53,451.21,980.83,476.43
15.49,0.0,568.41,454.96,222.93
-7.06,4.1,456.81,1161.23,563.01
1.72,1.82,988.52,1206.5,587.59
13.49,0.0,462.83,398.37,194.78
14.58,0.0,967.24,555.19,275.32
11.94,0.0,435.44,368.25,180.14
21.86,0.0,455.7,230.44,114.93
5.55,1.03,840.43,801.84,392.45
10.62,0.0,242.66,289.33,140.34
11.75,0.0,218.11,282.67,136.89
13.13,0.0,1121.91,734.34,362.28
28.94,0.0,712.84,368.83,183.75
21.77,0.0,475.74,276.82,137.2
19.83,0.0,287.01,214.82,105.48
8.13,0.93,313.34,491.85,238.74
18.01,0.0,512.54,389.99,191.39
24.11,0.0,617.18,311.4,155.32
4.97,0.26,334.92,519.28,251.06
2.69,5.08,171.14,1083.63,524.15
19.57,0.0,1672.9,799.21,399.7
20.32,0.0,663.19,406.75,201.16
22.93,0.0,531.96,346.56,171.0
17.22,0.0,202.5,204.37,99.51
4.32,0.75,890.55,778.72,381.66
30.0,0.0,919.32,438.64,219.38
11.69,0.0,488.19,424.8,207.64
15.41,0.0,751.08,533.27,262.31
25.15,0.0,141.18,73.57,36.64
16.4,0.0,269.36,251.78,122.83
22.12,0.0,981.55,650.17,320.61
27.21,0.0,398.71,177.43,89.07
0.84,3.78,232.08,908.15,439.64
2.55,4.24,804.72,1025.71,503.01
12.63,0.0,368.66,326.18,159.36
6.02,1.84,1228.73,1124.11,551.37
25.61,0.0,673.15,322.2,161.12
21.35,0.0,386.63,211.31,105.01
10.89,0.0,416.21,318.43,156.25
10.03,0.0,814.36,610.78,299.9
20.01,0.0,876.27,520.19,257.6
20.6,0.0,917.84,445.0,222.39
14.02,0.0,370.89,336.5,164.29
28.13,0.0,605.22,279.91,140.22
30.0,0.0,672.69,367.34,182.56
11.83,0.0,613.07,566.91,276.64
17.69,0.0,1209.09,520.43,261.71
11.08,0.0,645.24,517.78,253.69
0.96,1.82,225.61,747.94,360.62
4.08,1.46,415.41,623.43,303.24
22.41,0.0,1047.06,603.68,299.31
27.42,0.0,298.07,145.4,72.64
20.1,0.0,384.04,290.0,142.36
0.67,3.56,566.32,1118.51,543.25
11.07,0.0,699.02,493.82,242.95
5.93,3.72,486.79,987.79,480.43
27.89,0.0,385.72,209.77,104.27
-7.28,11.65,1102.53,2195.49,1072.98
30.0,0.0,834.13,456.67,226.93
16.0,0.0,953.04,566.74,280.64
12.44,0.0,731.85,595.74,291.76
3.25,3.55,251.66,724.54,352.33
14.26,0.0,176.65,236.45,114.43
1.88,3.72,329.21,796.39,387.62
30.0,0.0,587.04,283.43,141.67
11.22,0.0,326.04,360.43,175.11
9.27,0.66,487.14,562.47,273.98
10.82,0.0,415.38,369.36,180.43
25.9,0.0,343.3,164.46,82.24
20.16,0.0,280.48,208.72,102.51
23.62,0.0,1486.95,652.91,327.98
22.84,0.0,357.38,185.14,92.23
-1.44,5.12,900.37,1518.22,739.39
10.77,0.0,613.48,577.06,281.46
24.65,0.0,1172.54,681.85,337.95
17.73,0.0,541.8,350.27,172.88
26.24,0.0,918.79,421.11,211.05
9.96,0.01,869.14,668.98,328.2
1.22,6.04,428.75,1268.65,616.51
22.72,0.0,768.75,419.54,208.5
25.41,0.0,686.6,346.04,172.61
5.02,1.18,243.55,410.58,199.66
11.4,0.0,329.34,380.06,184.48
6.04,1.02,727.51,764.98,373.57
22.92,0.0,358.0,195.83,97.32
16.21,0.0,745.85,573.95,281.58
5.69,8.73,510.85,1398.47,683.06
19.22,0.0,830.86,537.0,265.05
-5.76,4.31,431.47,1100.33,534.09
6.34,0.72,1126.51,878.92,432.05
21.93,0.0,489.78,312.59,154.36
19.74,0.0,515.77,293.43,145.57
23.54,0.0,461.94,273.5,135.46
18.89,0.0,363.79,273.09,134.08
-5.23,11.44,876.34,2122.95,1035.5
25.69,0.0,828.88,395.16,197.65
5.49,2.72,523.72,867.79,422.43
11.36,0.0,1019.13,802.81,393.57
19.12,0.0,1399.56,743.23,369.83
4.14,1.7,534.54,791.06,384.63
6.64,0.7,115.42,441.73,212.22
15.51,0.0,1308.38,780.19,386.29
9.75,0.17,465.51,495.32,241.11
8.83,0.43,508.04,450.78,220.85
16.04,0.0,473.68,404.73,197.93
14.93,0.0,1351.33,763.72,378.98
28.73,0.0,577.87,295.57,147.33
20.65,0.0,428.14,247.58,122.74
3.05,0.31,492.96,565.31,274.89
7.14,0.8,1281.15,1042.32,511.63
14.47,0.0,543.87,476.27,232.75
15.36,0.0,623.07,495.81,242.99
5.23,2.79,434.09,767.22,373.68
17.9,0.0,746.45,587.31,287.93
11.76,0.0,165.42,277.3,133.7
18.58,0.0,924.13,594.35,293.41
1.78,0.99,934.65,858.66,420.52
14.24,0.0,1106.99,762.57,375.5
15.12,0.0,895.26,516.06,255.87
20.05,0.0,129.46,142.26,69.13
30.0,0.0,492.11,270.0,134.16
-3.69,5.1,601.92,1306.1,635.02
17.67,0.0,710.22,450.4,222.46
15.37,0.0,451.96,355.09,174.09
23.5,0.0,783.2,388.62,193.99
13.88,0.0,382.98,364.62,177.79
17.38,0.0,140.7,174.16,84.41
16.04,0.0,295.29,305.58,148.69
6.89,0.51,198.6,506.0,243.47
12.29,0.0,608.93,518.03,253.37
5.48,1.65,461.58,803.37,389.53
23.23,0.0,706.45,348.15,173.85
22.9,0.0,389.36,224.71,111.41
4.36,3.34,868.24,932.71,458.31
22.27,0.0,315.09,191.92,94.94
14.59,0.0,656.4,458.57,225.7
16.82,0.0,275.14,245.34,119.84
2.24,4.42,630.74,1102.4,537.62
-4.82,4.91,794.24,1021.58,501.9
30.0,0.0,130.6,68.22,33.97
-15.95,9.4,1073.83,2418.13,1175.13
3.72,1.84,462.51,789.75,383.35
21.67,0.0,935.55,549.58,272.27
15.62,0.0,142.52,163.2,79.23
10.64,0.0,566.89,516.01,251.91
30.0,0.0,1713.44,979.04,485.6
23.59,0.0,605.72,311.8,155.37
30.0,0.0,201.65,91.6,45.93
20.53,0.0,584.01,307.41,153.03
8.22,0.04,504.63,670.31,324.51
16.47,0.0,829.64,682.05,333.93
23.74,0.0,658.09,388.3,192.34
30.0,0.0,495.09,265.99,132.28
14.15,0.0,179.18,237.33,114.88
1.85,0.99,63.2,400.73,192.53
23.19,0.0,722.56,418.1,207.27
9.23,0.17,822.6,670.94,328.81
11.83,0.0,1187.94,764.23,377.26
12.9,0.0,566.41,496.89,242.82
24.98,0.0,670.65,350.5,174.54
25.47,0.0,1048.07,474.57,238.0
20.15,0.0,905.72,522.38,259.0
19.47,0.0,390.91,252.11,124.44
17.25,0.0,290.18,282.94,137.88
18.45,0.0,468.34,381.42,186.8
23.0,0.0,1039.69,546.11,271.88
20.97,0.0,925.81,490.29,244.0
11.78,0.0,812.58,720.92,352.19
8.79,0.26,597.35,556.41,271.84
8.69,0.83,150.36,449.3,216.43
13.44,0.0,525.3,477.65,233.19
17.85,0.0,873.95,520.9,257.92
17.95,0.0,726.33,442.92,219.1
19.84,0.0,178.1,182.93,89.03
30.0,0.0,222.47,120.09,59.71
1.83,0.47,657.02,652.68,318.59
2.08,2.59,338.65,830.82,402.46
26.62,0.0,791.71,373.96,187.13
11.83,0.0,1148.19,724.78,358.05
18.28,0.0,129.34,161.92,78.46
15.11,0.0,499.44,356.13,175.16
2.22,2.66,351.42,790.72,383.67
18.63,0.0,420.25,324.29,159.08
7.77,0.22,911.55,643.29,316.83
13.17,0.0,268.42,279.39,135.93
9.03,0.12,1172.26,912.7,447.78
30.0,0.0,820.82,401.36,200.5
29.92,0.0,551.77,318.49,157.91
11.73,0.0,851.05,598.04,294.28
14.93,0.0,280.33,212.17,104.14
26.11,0.0,419.53,225.32,112.06
21.06,0.0,414.35,276.76,136.43
8.53,0.14,181.7,339.07,163.44
30.0,0.0,790.67,494.33,244.29
11.25,0.0,585.84,509.96,249.26
-0.38,10.75,277.76,1516.39,739.21
11.82,0.0,471.9,481.2,234.23
11.42,0.0,263.68,305.86,148.45
18.17,0.0,921.57,583.69,288.31
15.25,0.0,446.97,371.18,181.67
6.95,0.72,141.81,376.68,181.67
23.7,0.0,533.0,273.83,136.46
25.26,0.0,1097.56,611.24,303.51
25.51,0.0,835.13,352.47,177.44
17.91,0.0,844.99,511.53,253.11
12.37,0.0,556.77,489.19,239.05
18.41,0.0,290.91,258.42,126.24
-0.68,5.64,547.03,1149.07,560.55
-0.44,5.3,1287.63,1443.7,708.88
22.57,0.0,685.11,402.35,199.34
11.6,0.0,553.48,424.32,208.2
14.68,0.0,227.64,346.89,167.5
2.47,3.67,449.96,983.82,478.04
25.16,0.0,78.12,50.0,24.69
20.46,0.0,745.19,437.49,216.75
25.96,0.0,694.1,337.41,168.6
7.73,0.15,108.5,339.75,162.9
8.3,0.5,210.12,384.03,185.66
5.86,3.18,1612.35,1589.84,779.14
0.47,3.48,413.36,895.2,435.23
10.43,0.0,898.76,766.03,374.65
25.71,0.0,792.28,419.8,208.91
18.05,0.0,833.09,426.12,212.4
4.44,1.92,976.8,934.81,458.54
7.32,0.43,563.18,607.12,295.76
22.7,0.0,515.68,299.25,148.33
2.64,2.04,663.1,846.77,413.13
25.43,0.0,407.62,208.31,103.84
0.84,0.99,1127.38,1099.46,537.2
19.21,0.0,1480.88,942.27,465.35
-0.83,3.13,568.27,1129.18,547.71
23.22,0.0,1019.86,559.82,278.15
8.45,0.13,636.27,639.64,311.65
-5.39,5.18,171.63,1219.62,588.88
16.7,0.0,428.05,319.65,156.97
7.65,0.32,467.11,494.66,241.04
30.0,0.0,341.2,156.54,78.45
11.5,0.0,321.42,330.88,161.02
6.59,0.54,656.41,536.21,263.36
8.92,0.51,210.37,397.86,192.24
5.37,2.23,455.34,696.21,339.39
15.4,0.0,541.36,410.19,201.34
26.25,0.0,1034.3,537.21,267.59
21.69,0.0,348.27,244.77,120.44
0.9,11.44,302.27,1734.63,844.16
20.09,0.0,462.01,281.37,139.2
13.24,0.0,980.93,633.1,312.49
28.24,0.0,1227.22,589.0,294.5
8.94,0.46,843.3,616.44,303.59
8.86,0.25,454.53,562.13,272.84
24.89,0.0,206.4,125.93,62.29
22.2,0.0,506.17,358.15,176.19
12.87,0.0,238.68,254.48,123.74
18.1,0.0,615.85,405.0,199.77
16.76,0.0,126.36,160.72,77.86
18.58,0.0,897.75,522.55,258.98
19.01,0.0,973.97,594.4,294.03
11.94,0.0,831.59,683.06,334.43
5.35,2.27,331.04,710.25,344.63
8.96,0.25,869.07,654.27,321.57
6.96,0.36,825.16,690.27,338.3
27.38,0.0,510.72,217.84,109.6
20.79,0.0,770.99,412.22,205.06
18.35,0.0,773.08,534.42,263.13
12.4,0.0,454.05,351.39,172.36
19.08,0.0,572.03,392.01,193.07
22.37,0.0,216.19,132.19,65.39
10.69,0.0,1666.71,935.24,464.24
25.99,0.0,369.4,197.31,98.15
13.98,0.0,61.86,212.48,101.67
30.0,0.0,461.52,191.68,96.59
30.0,0.0,534.14,261.1,130.43
2.13,6.36,811.25,1539.69,750.31
15.84,0.0,389.62,331.72,162.24
25.78,0.0,346.79,165.65,82.84
12.87,0.0,944.11,651.7,320.89
26.33,0.0,965.39,430.47,216.06
22.66,0.0,866.15,415.98,207.98
9.58,0.15,454.93,515.57,250.57
30.0,0.0,1081.83,504.7,252.72
12.9,0.0,291.09,344.62,167.19
9.6,0.1,671.24,636.3,310.44
10.91,0.0,375.9,431.49,209.47
11.77,0.0,303.52,311.18,151.45
15.57,0.0,1183.01,802.58,395.42
11.44,0.0,167.8,281.38,135.67
20.9,0.0,734.56,478.99,236.34
-2.33,8.91,459.37,1595.24,776.18
19.81,0.0,954.85,508.62,253.05
16.6,0.0,488.13,423.43,206.99
-1.33,8.34,179.15,1369.08,664.55
15.43,0.0,322.7,317.66,154.76
8.52,0.56,502.92,548.52,267.39
16.96,0.0,804.91,556.47,273.98
17.29,0.0,475.16,372.14,182.47
20.15,0.0,796.16,557.87,274.54
9.11,0.24,456.04,501.72,244.13
13.02,0.0,742.27,512.54,252.36
29.13,0.0,551.22,264.58,132.29
1.39,3.4,375.28,1095.42,529.76
13.38,0.0,373.9,394.93,192.08
11.63,0.0,471.05,435.86,212.68
23.9,0.0,97.32,72.04,35.39
-1.51,6.69,774.98,1280.9,627.43
3.31,0.52,420.61,698.5,337.6
10.78,0.0,465.2,350.02,171.84
28.5,0.0,1032.08,533.7,265.89
12.0,0.0,431.53,439.63,214.0
-9.66,4.08,693.11,1274.85,619.78
15.92,0.0,1196.02,763.01,376.78
-4.83,5.18,215.7,1077.61,521.96
29.2,0.0,692.57,345.25,172.3
14.75,0.0,560.45,517.0,252.3
10.85,0.0,479.0,492.86,239.86
30.0,0.0,1545.95,761.91,380.46
15.05,0.0,571.83,450.79,220.99
7.83,0.5,327.5,504.84,244.45
11.77,0.0,411.3,455.92,221.5
15.66,0.0,354.22,367.49,178.81
5.4,2.57,740.67,790.38,388.04
14.07,0.0,885.06,712.82,349.21
-5.75,12.43,330.71,1625.3,794.01
12.12,0.0,518.53,394.72,193.71
18.86,0.0,997.46,605.98,299.81
23.26,0.0,1253.68,576.69,288.97
29.97,0.0,278.04,123.27,61.89
3.44,1.49,1464.49,1205.5,592.35
11.41,0.0,659.68,582.14,284.43
24.2,0.0,277.6,112.2,56.63
18.64,0.0,196.31,183.15,89.35
25.34,0.0,1177.38,475.86,240.16
12.47,0.0,447.22,401.32,195.99
8.23,0.51,771.94,704.18,344.49
22.93,0.0,809.46,481.07,238.22
-2.99,8.5,524.72,1706.61,829.26
17.13,0.0,325.81,272.41,133.31
4.99,2.27,1592.5,1249.47,615.9
5.97,3.84,247.63,761.46,370.23
8.91,0.14,1131.66,988.92,483.51
30.0,0.0,238.11,114.31,57.16
18.61,0.0,563.27,441.33,216.39
3.25,0.87,477.3,630.73,306.59
9.92,0.04,663.3,478.04,235.09
27.5,0.0,353.11,190.03,94.5
12.92,0.0,589.23,436.72,214.51
16.11,0.0,488.75,444.6,217.05
19.46,0.0,614.66,360.14,178.44
17.78,0.0,589.89,356.28,176.31
30.0,0.0,781.92,435.39,216.19
21.24,0.0,293.01,225.34,110.55
13.65,0.0,488.7,384.01,188.27
23.0,0.0,1294.73,642.83,320.88
10.39,0.0,322.95,361.33,175.51
8.62,0.38,994.38,708.46,349.0
20.93,0.0,96.63,93.47,45.56
25.4,0.0,542.61,283.96,141.39
10.36,0.0,154.44,288.54,138.91
17.19,0.0,626.0,440.86,216.92
3.17,9.87,799.64,1972.58,960.88
19.52,0.0,262.55,225.39,110.21
21.16,0.0,607.31,285.09,142.7
15.3,0.0,932.32,527.23,261.62
30.0,0.0,696.97,433.86,214.45
6.25,4.05,896.13,1005.3,494.15
14.94,0.0,303.29,305.8,148.89
16.05,0.0,1226.5,688.22,341.62
13.79,0.0,435.35,363.81,178.03
14.86,0.0,559.59,433.27,212.52
18.78,0.0,449.33,258.91,128.38
8.63,0.6,1061.98,820.58,403.39
22.9,0.0,635.18,399.26,197.27
24.42,0.0,250.26,151.86,75.14
13.06,0.0,946.27,611.96,302.03
18.88,0.0,505.24,356.72,175.51
20.76,0.0,1035.76,546.86,272.19
6.39,0.56,961.04,884.18,432.32
24.95,0.0,1514.62,843.01,418.6
18.2,0.0,509.31,388.39,190.6
14.37,0.0,264.01,271.61,132.18
3.78,2.43,280.36,632.74,307.44
13.24,0.0,268.62,304.73,147.97
7.0,1.27,805.13,751.42,368.43
15.96,0.0,275.65,305.7,148.52
22.14,0.0,228.01,148.63,73.34
6.26,1.11,168.29,442.96,214.03
-4.95,1.57,651.49,1058.17,512.72
25.23,0.0,486.59,269.0,133.62
19.89,0.0,888.87,644.48,316.8
14.76,0.0,1099.98,780.66,384.01
15.85,0.0,371.6,318.64,155.81
15.81,0.0,582.38,396.65,195.4
-9.39,0.16,1644.39,1310.58,642.48
12.33,0.0,609.39,448.37,220.29
30.0,0.0,792.16,379.47,189.76
30.0,0.0,843.6,432.85,215.73
26.77,0.0,1442.33,662.49,331.99
23.67,0.0,179.72,110.1,54.46
18.62,0.0,798.05,426.94,212.37
6.74,1.09,600.59,697.06,339.89
18.41,0.0,411.01,314.82,154.47
-1.84,2.1,818.18,985.55,480.99
29.21,0.0,1194.56,710.52,351.83
6.05,0.42,434.73,530.36,257.74
-5.61,6.89,172.92,1133.33,550.4
4.5,1.75,664.67,816.62,398.41
5.76,1.81,584.88,796.67,388.07
24.0,0.0,564.47,310.01,154.03
16.09,0.0,676.59,478.13,235.23
30.0,0.0,296.82,126.28,63.55
20.53,0.0,169.08,163.87,79.87
8.75,0.43,799.69,636.77,312.69
16.78,0.0,528.37,390.98,192.06
22.88,0.0,761.78,411.34,204.53
25.91,0.0,1221.75,603.54,301.34
23.48,0.0,887.24,472.56,235.11
25.52,0.0,364.23,175.09,87.54
1.38,1.59,491.03,869.4,421.16
0.48,2.11,189.49,618.48,299.12
1.82,0.33,1017.29,869.21,425.55
17.99,0.0,417.71,349.33,170.95
30.0,0.0,492.9,236.74,118.37
13.08,0.0,248.31,293.04,142.17
27.81,0.0,665.45,330.43,164.94
19.79,0.0,591.73,353.85,175.18
15.07,0.0,306.45,343.72,166.94
9.15,0.76,665.96,611.5,299.55
11.92,0.0,378.19,417.21,202.71
15.91,0.0,847.56,603.02,296.61
16.8,0.0,714.42,491.56,242.06
30.0,0.0,1606.66,815.89,406.83
14.35,0.0,997.23,704.67,346.69
11.58,0.0,488.53,478.63,233.21
23.42,0.0,642.47,347.22,172.64
17.03,0.0,269.61,252.84,123.33
13.93,0.0,376.92,343.39,167.63
6.1,5.74,147.84,931.28,452.46
11.63,0.0,1117.52,709.64,350.49
16.66,0.0,563.15,439.84,215.68
7.36,2.23,423.64,657.22,320.49
30.0,0.0,1136.49,557.87,278.62
1.06,4.22,861.37,1274.72,621.95
9.61,0.55,512.77,572.06,278.68
13.98,0.0,790.71,428.27,212.92
23.48,0.0,80.37,56.32,27.71
18.22,0.0,523.83,308.09,152.63
18.21,0.0,481.13,366.52,179.87
24.35,0.0,529.01,320.82,158.74
20.61,0.0,640.46,393.57,194.63
2.24,1.35,300.7,696.2,336.26
18.92,0.0,265.04,221.77,108.52
11.11,0.0,1323.86,727.19,361.3
5.51,0.85,432.54,539.42,262.65
3.12,5.32,196.65,900.48,437.81
21.16,0.0,400.0,260.55,128.56
8.12,0.88,427.39,638.33,309.61
21.7,0.0,991.31,586.7,290.58
5.26,1.36,849.96,793.19,388.93
-3.21,0.23,441.91,634.12,306.84
3.01,1.36,1275.02,1283.96,627.16
-2.06,2.05,404.71,814.35,394.64
13.22,0.0,971.08,755.11,370.33
1.74,3.86,80.07,793.63,383.54
11.14,0.0,486.02,449.81,219.49
-0.93,4.0,609.82,1055.65,514.55
-5.33,12.53,482.88,1867.66,911.1
10.44,0.0,108.87,282.33,135.42
13.57,0.0,1181.58,671.31,333.05
12.13,0.0,370.42,393.56,191.39
10.3,0.0,234.48,360.99,174.28
19.42,0.0,363.72,230.05,113.64
-1.91,8.64,683.52,1980.44,961.43
27.53,0.0,617.82,306.22,152.87
16.37,0.0,306.68,312.83,152.28
11.78,0.0,171.63,312.61,150.55
9.63,0.08,596.63,618.76,301.18
14.1,0.0,449.49,382.96,187.3
16.04,0.0,1643.51,945.54,468.85
6.19,1.94,382.03,654.06,318.08
6.26,1.2,872.88,771.11,378.48
13.93,0.0,1054.36,692.91,341.79
9.32,0.5,76.43,348.53,167.19
-2.22,15.22,1031.53,2637.86,1287.44
10.07,0.0,463.72,401.15,196.11
30.0,0.0,218.26,121.7,60.43
17.22,0.0,404.57,336.94,164.9
13.0,0.0,249.03,322.78,156.31
19.94,0.0,1004.61,634.83,313.6
19.74,0.0,310.98,238.0,116.78
29.89,0.0,819.5,401.92,200.75
21.71,0.0,488.23,319.59,157.66
30.0,0.0,310.72,160.28,79.86
6.76,0.36,256.81,389.01,188.38
16.3,0.0,413.91,380.43,185.67
27.36,0.0,332.99,165.44,82.58
30.0,0.0,1002.06,518.12,258.13
6.21,1.59,236.07,556.77,269.61
19.87,0.0,302.36,182.35,90.25
10.59,0.0,527.6,408.19,200.22
18.59,0.0,161.39,214.83,103.98
-2.77,9.75,321.83,1658.29,805.68
15.91,0.0,206.56,240.84,116.88
14.02,0.0,673.63,534.77,262.1
20.08,0.0,442.67,302.33,148.92
24.01,0.0,424.08,191.41,96.01
9.86,0.01,327.11,378.24,183.61
12.68,0.0,1176.41,814.25,400.89
15.34,0.0,876.6,597.94,294.54
21.29,0.0,938.72,537.53,266.59
21.31,0.0,869.29,466.18,231.87
4.29,1.2,253.11,618.81,298.71
3.34,2.75,287.79,871.55,421.43
26.86,0.0,1062.64,478.02,239.81
24.51,0.0,879.19,422.45,211.21
3.72,0.55,299.49,486.77,235.61
3.04,1.8,147.22,633.42,305.26
11.33,0.0,1106.03,731.62,360.79
3.36,0.16,712.4,649.36,317.23
1.29,4.15,1165.35,1476.31,721.25
11.37,0.0,235.03,341.95,165.25
17.27,0.0,724.49,401.86,199.58
30.0,0.0,342.65,132.67,67.13
17.0,0.0,358.39,298.16,145.93
18.34,0.0,930.79,636.56,313.53
7.4,2.59,767.12,929.02,454.24
23.17,0.0,693.06,438.68,216.69
17.77,0.0,877.8,599.2,295.15
15.32,0.0,1168.81,710.62,351.57
13.45,0.0,387.57,333.69,163.16
23.91,0.0,555.24,368.53,181.71
7.5,0.66,847.51,700.97,344.08
26.45,0.0,274.28,156.02,77.4
29.63,0.0,312.7,155.25,77.5
13.85,0.0,743.26,507.59,250.03
16.55,0.0,1023.54,692.63,341.28
14.23,0.0,380.98,344.35,168.14
0.93,6.33,613.21,1255.67,612.99
13.94,0.0,271.7,307.89,149.51
22.58,0.0,124.91,88.56,43.56
11.84,0.0,812.42,563.66,277.49
2.72,1.58,187.7,527.52,255.12
16.44,0.0,881.89,497.88,247.08
5.21,4.24,242.45,736.61,358.94
10.08,0.0,407.42,475.54,230.77
10.68,0.0,365.3,434.92,210.97
30.0,0.0,573.59,314.53,156.28
26.08,0.0,469.52,214.25,107.4
7.99,1.06,572.21,598.43,292.66
3.72,4.14,512.56,1017.07,495.27
7.09,0.61,442.26,573.02,278.38
12.94,0.0,235.3,322.13,155.84
16.04,0.0,192.03,220.32,106.96
1.78,7.58,299.33,1285.15,625.03
19.58,0.0,293.15,221.05,108.51
17.36,0.0,869.4,593.52,292.35
11.28,0.0,195.41,272.5,131.78
12.98,0.0,237.38,333.38,161.21
22.72,0.0,195.21,139.31,68.51
29.27,0.0,667.94,331.63,165.54
18.88,0.0,529.57,380.21,186.95
6.25,1.01,430.65,493.87,241.22
16.17,0.0,309.96,285.26,139.22
1.47,3.0,316.12,824.23,399.65
15.08,0.0,1088.85,718.72,354.46
9.66,0.32,391.13,513.77,249.2
3.86,0.93,269.1,583.12,281.56
-7.63,8.65,461.66,1746.29,847.57
27.59,0.0,347.28,190.61,94.71
-6.12,1.37,634.06,983.54,476.77
13.9,0.0,804.52,628.32,308.11
7.2,1.42,257.09,436.7,212.58
19.57,0.0,551.55,397.17,195.28
26.89,0.0,300.79,116.43,58.91
11.87,0.0,905.04,694.17,340.59
16.5,0.0,412.49,228.39,113.44
13.51,0.0,1556.37,992.59,490.16
12.43,0.0,460.68,457.31,222.75
14.24,0.0,424.6,423.34,206.18
2.14,10.33,639.63,1710.61,835.2
21.98,0.0,438.59,290.4,143.2
12.62,0.0,831.44,516.4,255.27
13.83,0.0,303.61,296.56,144.51
-1.47,2.23,491.9,823.9,400.49
15.44,0.0,233.26,253.08,123.01
30.0,0.0,537.02,318.12,157.55
14.14,0.0,220.9,331.38,160.06
-6.67,1.67,151.45,824.94,396.08
28.65,0.0,527.86,277.29,138.05
15.9,0.0,998.92,609.8,301.64
9.16,0.34,812.06,607.32,298.72
15.55,0.0,915.78,618.8,304.92
30.0,0.0,345.79,188.99,93.92
3.29,2.18,111.49,584.69,282.23
30.0,0.0,1591.95,880.94,437.55
23.85,0.0,325.66,206.2,101.85
23.47,0.0,580.58,345.17,170.92
-11.98,11.2,1379.27,2467.73,1204.95
21.77,0.0,555.86,291.06,144.92
10.32,0.0,1117.55,803.24,394.95
22.46,0.0,491.67,304.93,150.74
17.97,0.0,492.26,359.8,176.81
18.23,0.0,659.36,418.03,206.48
18.59,0.0,416.37,240.89,119.42
30.0,0.0,270.69,141.77,70.59
24.1,0.0,285.92,155.47,77.28
27.28,0.0,389.09,206.19,102.61
18.9,0.0,433.47,387.59,189.3
6.69,0.65,718.8,769.4,375.04
