energy_kwh,machine_runtime_hours,furnace_usage,cooling_load,shift_hours,co2_kg
2648.82,7.9,1.07,315.89,8,1402.68
2243.38,4.53,3.0,109.64,8,1172.19
3519.51,11.5,0.48,140.16,12,1880.44
9611.12,21.18,0.85,902.91,24,6556.97
2194.11,5.9,1.58,97.67,8,1113.58
10077.16,7.85,3.04,331.31,12,5412.92
7200.07,14.27,2.3,1023.9,16,4539.16
6217.81,4.66,0.52,181.03,8,3034.21
5754.76,11.73,2.98,323.12,16,3463.48
5208.58,6.31,0.37,97.87,8,2519.77
3804.16,7.08,0.2,453.91,8,1985.92
4878.87,6.24,0.36,243.75,8,2418.98
4016.37,4.85,0.04,458.98,8,2085.39
4710.46,14.37,2.03,434.53,16,2890.67
12413.11,7.92,0.35,421.07,12,6555.16
5940.19,7.28,0.5,394.32,8,2984.11
8202.15,12.53,0.17,50.89,16,4550.39
4340.81,5.32,0.33,479.71,8,2253.72
16638.53,17.91,0.36,250.0,24,10589.74
3470.88,6.46,5.79,276.01,12,2096.43
8655.37,8.14,1.72,21.28,16,4864.32
9956.29,20.25,4.24,468.58,24,6840.82
6320.45,17.34,1.83,253.99,24,4247.29
11022.24,14.11,0.99,831.34,24,7417.53
9631.27,9.74,0.75,117.43,12,5015.67
3327.08,6.45,0.46,162.33,12,1790.28
3808.16,6.42,0.44,391.44,12,2131.52
5140.89,7.25,0.76,315.95,12,2795.16
5373.73,12.86,0.18,201.03,16,3059.48
7490.18,6.93,1.01,381.58,12,4036.25
17678.05,14.22,1.79,620.41,24,11551.73
7850.56,17.4,0.01,200.04,24,5024.59
5763.35,19.07,0.97,652.67,24,4027.52
4767.83,10.43,0.58,43.66,12,2484.19
5702.19,8.22,4.15,447.29,12,3255.43
3225.36,7.24,0.72,377.27,12,1836.35
6239.0,9.99,6.89,248.71,16,3891.45
10811.84,21.53,0.63,40.9,24,6853.19
12046.61,18.53,1.0,534.95,24,7909.83
1796.92,11.67,1.01,125.68,12,1008.99
19443.92,18.32,1.06,262.7,24,12414.53
3713.34,6.56,3.27,109.8,8,1876.18
1043.88,10.02,2.29,291.83,12,736.33
13440.01,20.85,0.65,191.1,24,8579.38
7635.59,12.11,5.17,785.75,24,5625.65
4580.83,11.11,1.88,49.11,12,2435.71
3401.24,9.79,0.19,229.79,12,1846.99
3071.79,6.88,0.86,628.58,8,1719.54
3594.43,8.02,4.32,378.43,12,2151.26
5873.48,8.9,2.86,205.73,12,3197.95
2052.3,7.98,1.45,24.66,8,1015.35
5185.02,13.34,0.22,188.3,16,2951.79
13219.84,19.56,1.85,217.26,24,8556.6
11751.38,17.78,0.68,162.69,24,7508.56
8094.03,16.37,2.02,64.96,24,5279.13
16665.88,17.43,3.54,280.43,24,10892.83
10631.89,10.26,0.12,175.51,12,5531.41
11724.82,15.67,1.64,700.34,24,7846.94
4339.57,7.65,1.9,236.32,8,2193.01
2534.92,5.33,4.99,585.72,8,1536.47
4601.86,13.49,0.04,118.09,16,2590.47
4329.08,5.44,2.36,78.89,8,2137.24
1888.39,7.66,0.09,410.09,8,1056.76
6230.98,4.95,1.79,210.92,8,3079.28
8456.85,11.45,0.81,437.98,12,4548.69
12489.69,11.24,1.97,322.01,16,7123.61
7114.2,10.46,0.25,214.61,12,3747.66
8384.04,7.14,0.08,109.73,12,4349.32
8997.04,12.62,1.26,366.4,16,5183.44
7677.04,11.12,5.82,310.32,12,4269.56
16642.48,14.22,1.33,33.25,16,9250.89
9967.75,20.29,0.58,626.91,24,6617.56
16445.17,12.98,0.61,113.47,24,10420.52
2165.11,7.44,2.46,281.74,8,1189.71
18815.52,18.71,1.38,1042.71,24,12444.43
5902.63,6.97,1.0,143.65,8,2880.52
4582.79,9.03,2.39,126.47,12,2486.5
1647.18,6.71,3.42,174.0,8,922.75
4688.64,16.11,2.16,711.83,24,3485.06
1564.84,14.55,0.92,824.0,16,1275.82
10013.76,15.11,0.89,384.56,16,5733.56
8478.99,19.87,0.19,189.26,24,5428.87
4408.58,7.76,3.37,245.66,8,2260.88
3480.85,7.25,0.8,490.1,8,1859.16
9711.13,21.39,3.99,94.08,24,6475.25
4312.27,11.47,0.09,123.62,16,2435.76
2865.66,4.56,0.08,61.77,8,1386.62
3136.73,5.15,0.43,525.39,8,1701.49
5917.14,4.8,0.11,306.48,8,2931.06
3483.52,6.94,0.32,54.52,8,1682.58
10327.32,10.7,2.44,468.13,16,6020.82
8481.34,19.16,0.69,502.88,24,5631.81
2932.84,5.11,1.58,441.28,8,1596.96
2869.67,4.66,0.37,233.87,8,1461.14
5069.62,12.68,0.75,106.36,16,2878.22
7507.93,15.77,0.88,199.06,16,4269.36
2356.0,6.96,4.82,191.69,8,1296.24
5616.37,8.46,0.91,327.02,12,3048.71
3303.34,7.01,3.01,633.71,12,2062.56
15375.9,23.34,0.67,130.19,24,9763.63
5689.8,5.65,1.88,480.69,8,2928.04
4717.15,5.61,5.34,291.44,8,2467.36
6238.36,13.08,0.89,648.36,16,3771.16
7453.12,15.72,0.01,92.86,16,4148.52
8199.09,4.45,0.21,33.99,8,3912.23
2755.52,5.27,1.15,121.74,8,1380.36
4699.71,4.13,0.87,54.59,8,2271.98
14605.13,13.21,0.42,738.99,16,8398.3
4124.74,5.1,1.62,225.52,8,2080.8
12454.48,22.43,2.72,425.48,24,8256.46
5660.6,8.77,0.23,356.45,12,3059.91
9968.03,20.42,0.61,793.55,24,6705.21
2281.58,7.27,0.5,260.77,12,1296.08
14310.22,19.17,3.77,515.83,24,9554.96
24722.88,14.07,1.6,285.79,24,15782.64
17130.44,22.61,1.35,155.27,24,10934.28
3391.73,8.78,1.45,520.18,12,2006.54
7662.58,12.07,2.71,170.06,16,4432.86
1694.15,6.45,0.38,235.3,8,903.46
13453.26,10.37,0.98,123.76,16,7516.95
6068.59,7.42,0.09,144.85,12,3176.56
15088.02,17.13,1.58,81.07,24,9635.29
3893.57,4.49,1.82,560.12,8,2104.05
11981.25,17.17,0.4,91.4,24,7592.67
6139.68,11.02,1.12,957.66,12,3586.87
7045.8,9.97,0.04,477.16,12,3814.19
14345.61,11.3,0.45,325.99,12,7510.44
14963.77,19.22,6.38,340.64,24,10096.72
6546.98,8.84,0.19,324.03,16,3761.52
6431.37,10.03,0.99,479.82,16,3807.41
11439.08,15.28,1.39,118.74,24,7350.9
4389.04,14.36,1.0,748.33,24,3217.46
12649.91,16.88,0.27,187.17,24,8049.74
4474.83,12.95,1.66,414.78,24,3157.82
26144.74,16.17,0.83,147.14,24,16538.02
6492.02,8.81,0.33,563.56,12,3576.25
6531.31,20.66,0.88,491.18,24,4419.75
20363.14,12.42,0.95,183.54,16,11349.29
10479.07,21.49,3.53,634.48,24,7192.81
2810.73,13.23,0.74,159.68,16,1657.05
18324.21,23.53,1.06,693.76,24,11931.82
7358.29,8.4,2.05,126.29,12,3898.48
12251.6,12.72,2.35,290.51,16,6997.41
5705.96,12.86,0.01,362.7,16,3306.46
6253.89,8.03,0.13,45.28,16,3472.46
7484.62,14.12,0.46,381.24,16,4317.3
12108.63,18.64,0.07,228.42,24,7714.24
3198.9,5.69,0.04,83.85,8,1552.52
5383.79,5.65,0.01,222.87,8,2643.27
5447.68,11.18,0.15,259.17,16,3124.93
4367.36,10.31,0.41,118.65,16,2479.69
4174.27,7.23,2.43,503.88,12,2435.24
16188.06,15.2,1.3,248.51,16,9095.17
4750.82,11.86,1.07,219.64,12,2565.66
7683.87,11.76,0.5,18.3,16,4266.67
7539.15,7.12,3.99,41.77,12,4023.44
2183.92,11.89,0.59,623.89,16,1511.43
5810.03,6.98,0.17,410.2,8,2921.42
14583.69,10.08,0.68,413.6,12,7676.94
15414.51,13.24,0.28,274.55,16,8630.03
8623.49,14.02,0.66,679.61,16,5087.82
10613.11,12.23,4.11,140.37,24,7074.47
4348.6,15.9,0.59,386.9,24,2973.13
7114.53,10.34,0.32,286.27,12,3779.9
3877.98,4.09,0.46,127.71,8,1901.14
9603.91,7.6,0.73,557.73,12,5184.0
20768.19,17.33,1.9,257.52,24,13313.99
3095.84,6.66,3.65,189.05,8,1621.6
5629.81,10.34,0.34,212.33,16,3213.93
4333.77,10.48,1.46,308.51,12,2402.22
4238.55,10.28,2.14,115.26,16,2493.41
9495.35,9.41,1.05,1063.88,16,5759.18
19628.46,16.37,3.09,295.19,24,12719.27
19755.27,9.5,0.11,93.54,16,10932.21
3862.56,7.1,0.61,1086.0,12,2454.19
4062.33,11.83,5.57,477.06,12,2475.91
3434.29,8.31,1.23,586.99,12,2048.58
9899.14,9.59,0.87,206.46,12,5194.33
14351.58,22.51,1.87,100.94,24,9208.51
14693.21,12.88,1.3,12.73,16,8166.53
3257.43,8.76,0.22,233.66,16,1910.01
4612.38,7.77,1.07,599.25,8,2444.63
3625.4,9.58,0.05,28.89,12,1873.71
8618.84,8.43,0.01,394.97,12,4586.21
16337.04,23.4,1.53,189.16,24,10469.37
7303.48,20.07,0.0,45.67,24,4602.74
3274.57,4.29,0.83,97.15,8,1610.57
8369.12,15.5,2.88,425.79,24,5708.15
7613.2,6.89,1.04,63.15,12,3968.05
5863.24,10.83,2.34,63.17,16,3375.23
7322.9,10.42,1.76,500.21,12,4025.64
3573.78,4.53,0.54,111.78,8,1752.09
3561.03,7.21,0.21,211.38,8,1777.4
19747.47,16.17,5.52,303.75,24,13004.62
15119.57,12.64,0.03,611.18,24,9793.49
4894.4,11.24,0.15,191.72,16,2790.09
6538.92,6.15,0.31,224.91,8,3199.3
24523.06,21.1,1.57,445.21,24,15735.93
10932.25,12.3,0.62,157.05,24,6986.86
12792.27,11.17,0.72,8.04,16,7088.04
2495.48,8.4,1.36,650.65,12,1598.08
10445.61,13.75,0.51,113.08,24,6650.22
6122.48,7.66,1.03,195.44,12,3257.9
9684.92,20.78,1.04,542.02,24,6436.41
6767.83,8.03,0.36,606.92,12,3736.73
3458.28,8.16,5.38,516.29,12,2175.62
5717.92,13.73,2.51,697.69,16,3586.83
4286.4,7.17,0.46,143.43,8,2101.14
10528.86,14.43,2.34,582.67,16,6177.95
10543.1,15.63,1.65,237.01,24,6870.85
2050.77,7.71,0.92,166.58,8,1058.07
9415.33,21.27,1.71,166.43,24,6132.93
6325.11,4.2,1.78,115.41,8,3087.13
8530.96,21.38,0.64,351.23,24,5581.48
6176.14,11.77,2.49,21.69,12,3264.02
6692.62,8.65,0.89,248.59,12,3567.62
13756.03,8.6,0.54,314.17,16,7746.88
3816.34,9.61,1.17,147.0,12,2059.54
1780.25,10.27,1.28,26.64,12,968.74
3214.76,9.08,2.39,772.97,12,2053.42
5232.87,4.21,0.28,159.25,8,2552.97
6558.72,9.07,0.81,373.08,12,3547.96
2682.25,4.32,0.39,280.34,8,1390.3
7858.02,22.13,2.9,475.11,24,5414.89
7642.53,8.74,0.22,40.37,12,3945.02
7337.34,9.19,0.18,116.95,16,4104.15
4909.0,16.59,0.05,178.33,24,3173.15
4256.99,13.44,0.44,515.21,16,2597.75
7394.42,15.4,0.39,19.75,24,4679.21
6685.88,7.8,0.46,224.53,12,3539.32
9319.41,15.49,0.89,62.94,24,5950.74
17893.77,15.54,0.64,87.16,24,11318.31
9157.78,6.07,3.03,135.01,12,4859.29
4444.44,11.46,0.97,248.94,16,2608.14
1665.91,5.14,0.49,245.89,8,896.41
25819.03,19.3,0.08,477.72,24,16437.87
4315.76,8.52,0.13,339.74,12,2359.73
6353.46,14.84,0.62,153.95,16,3600.12
1747.62,5.11,0.65,373.9,8,988.06
8617.59,12.42,0.61,201.47,24,5557.51
8901.02,15.46,0.38,267.18,16,5042.9
17403.03,8.97,0.97,106.96,16,9685.24
11991.93,13.44,3.73,418.91,16,6980.22
9559.81,17.28,5.48,349.89,24,6636.86
5251.82,9.31,0.57,293.23,16,3052.85
9330.52,8.53,1.28,440.18,16,5401.28
1909.49,5.78,0.41,180.16,8,985.06
2080.04,7.31,0.21,210.27,8,1073.48
7187.44,7.0,0.19,453.25,12,3882.31
6460.22,5.05,0.04,387.23,8,3218.57
8189.44,10.17,0.37,149.06,12,4275.89
2544.87,7.8,1.07,62.81,12,1368.71
1331.45,14.6,1.46,567.03,16,1059.47
2178.0,4.82,0.95,62.02,8,1078.88
8855.79,4.73,0.58,598.97,8,4449.55
3118.85,6.34,4.28,191.44,8,1646.99
5128.5,5.93,0.27,275.71,8,2547.99
12703.72,12.59,2.32,328.39,24,8329.36
5998.65,6.44,1.34,124.32,8,2925.94
6493.82,8.39,1.94,122.18,16,3729.1
7218.11,19.17,2.28,655.71,24,5052.14
10035.95,8.57,1.17,360.77,16,5749.24
8555.26,8.15,0.88,511.27,16,4986.11
5780.36,14.84,2.71,104.01,16,3366.28
3482.43,4.91,0.56,378.07,8,1811.78
3346.89,6.73,0.66,188.12,8,1676.37
7536.21,11.11,0.23,305.79,12,4001.16
11559.92,8.79,3.89,404.47,16,6743.86
5420.24,9.99,0.06,211.24,12,2870.63
10933.44,11.47,0.59,90.84,16,6094.14
3703.73,10.72,5.35,135.19,16,2367.21
7456.33,15.56,3.13,742.49,16,4595.71
5632.79,18.15,1.06,350.38,24,3800.14
6964.52,8.28,0.81,215.23,12,3690.37
14299.25,15.96,0.59,369.33,16,8073.09
4632.54,15.65,2.24,107.6,16,2711.85
10893.09,10.22,0.83,260.71,12,5725.42
4207.72,7.76,2.52,282.94,8,2161.66
4117.43,9.49,0.94,51.07,12,2165.98
8272.27,7.04,1.43,277.46,8,4066.71
3620.14,7.27,0.2,238.99,8,1815.89
6924.42,5.81,0.45,705.63,8,3570.45
6205.5,6.72,2.33,1039.09,8,3397.7
4376.7,4.65,0.36,33.74,8,2099.71
9364.61,7.07,1.29,1001.07,12,5265.19
2869.77,14.48,3.01,189.08,16,1815.4
10359.35,9.3,2.26,122.1,16,5874.9
6400.17,7.4,0.24,120.47,8,3091.69
4985.92,12.65,1.08,80.9,16,2837.33
7369.5,11.77,0.37,346.55,16,4233.79
4214.57,19.75,0.09,134.52,24,2718.12
18843.62,21.16,0.33,80.58,24,11883.7
4850.31,12.01,3.73,713.36,16,3176.87
6850.48,10.31,2.69,163.85,12,3676.01
4087.67,7.43,1.43,322.21,12,2280.6
4204.76,7.47,0.04,105.31,12,2202.14
10635.76,23.43,0.04,100.34,24,6722.8
4305.9,5.83,0.41,334.48,8,2182.96
3918.55,8.39,0.29,121.78,12,2071.03
3357.81,7.83,0.34,204.94,12,1819.52
1195.32,4.23,4.28,55.81,8,680.94
6429.52,11.46,2.42,107.42,16,3711.13
8623.74,7.13,0.22,180.22,12,4506.69
3093.93,6.88,2.09,41.14,8,1530.31
4871.3,10.45,6.12,218.65,12,2802.49
12610.57,8.31,2.11,146.1,12,6603.22
5114.19,8.92,0.24,224.87,16,2930.19
12119.99,17.16,1.28,160.5,24,7789.38
7154.78,6.18,0.01,99.91,12,3712.18
12563.22,15.89,1.58,302.61,24,8165.48
16931.6,23.92,0.02,258.21,24,10749.3
20631.18,20.21,0.64,64.27,24,13022.44
11107.16,9.52,2.43,162.88,16,6313.89
9488.63,13.95,2.32,33.83,24,6163.73
6565.39,6.23,1.11,241.87,12,3507.05
5885.71,4.68,0.01,220.37,8,2880.68
4991.94,14.51,0.88,272.63,16,2916.21
14277.73,10.46,1.49,46.74,16,7962.12
14459.02,18.16,0.77,48.69,24,9155.98
8131.81,6.96,0.7,194.78,12,4277.02
8624.45,22.11,0.76,100.85,24,5523.03
17439.83,17.69,0.04,119.77,24,10999.03
15676.87,18.74,1.64,480.49,24,10212.83
1158.08,6.55,1.4,77.95,8,610.14
4699.27,10.51,0.04,151.93,12,2475.46
6185.32,9.67,1.04,422.1,12,3384.56
17413.15,19.96,1.55,476.45,24,11291.98
2847.28,5.88,0.04,273.61,8,1458.73
3937.78,7.07,0.62,781.45,8,2184.55
8173.52,7.64,5.37,768.84,12,4699.08
10482.57,15.05,1.59,316.1,16,5996.28
9765.0,10.08,0.92,138.28,12,5098.93
10974.48,16.59,2.21,61.08,24,7099.6
5422.54,6.18,0.16,447.59,12,2973.58
8430.09,7.33,0.8,213.33,12,4441.17
4688.74,9.96,0.27,564.69,12,2649.44
3485.6,6.1,0.78,710.96,8,1946.05
10368.17,15.64,2.08,199.04,16,5905.42
22508.95,14.55,0.58,199.5,24,14263.67
7302.12,12.09,4.86,235.64,16,4370.69
3622.55,9.65,0.28,189.16,12,1946.68
7298.22,8.6,2.6,110.62,16,4199.94
5059.65,12.86,0.19,692.37,16,3106.36
13948.22,10.24,0.5,498.87,16,7932.95
991.19,7.26,5.6,593.18,8,819.18
2764.16,7.41,1.97,630.24,12,1748.42
13464.57,12.93,1.37,221.65,24,8670.86
4892.79,5.88,1.19,332.87,8,2477.68
9600.25,21.26,4.59,250.17,24,6535.96
5270.46,7.89,0.58,404.96,12,2892.16
15383.32,23.58,2.35,394.53,24,10045.15
2407.03,10.11,0.08,152.37,12,1300.98
18599.61,13.26,2.44,57.61,16,10395.5
6763.18,8.84,1.13,401.31,12,3675.53
5644.25,11.03,1.32,1052.91,12,3379.18
8916.08,13.1,0.92,171.78,16,5035.47
6718.5,11.08,2.54,266.28,12,3645.38
5368.77,11.71,0.26,449.65,12,2950.32
9674.69,8.99,1.86,231.23,12,5123.99
9369.37,11.05,0.7,365.75,12,4982.87
11055.02,14.47,0.22,41.21,24,6971.07
6432.21,11.14,2.44,164.69,16,3739.3
6892.48,8.83,0.81,517.36,16,4068.91
4561.69,6.75,0.41,312.06,12,2483.99
10585.67,12.56,3.4,197.22,16,6089.7
3791.75,4.82,1.42,336.61,8,1961.07
12589.81,13.22,4.08,538.11,24,8513.59
5714.22,23.97,0.16,514.69,24,3857.61
17811.99,23.11,1.11,225.8,24,11377.46
7235.15,9.41,1.99,525.05,16,4319.96
4006.43,7.0,0.54,442.81,8,2085.12
8953.38,14.99,1.32,79.06,16,5034.25
9847.1,15.13,0.45,225.72,16,5549.01
4574.04,11.77,0.11,135.62,12,2406.55
4045.89,5.58,3.48,266.01,8,2098.86
7924.87,23.13,0.22,336.08,24,5158.75
1691.13,5.5,1.76,32.13,8,853.32
6326.56,6.54,2.34,253.29,12,3432.19
4070.26,8.68,0.1,94.03,16,2289.74
6860.31,13.85,4.18,226.33,16,4089.1
6208.11,7.62,0.6,617.35,8,3199.34
17321.19,18.39,1.1,210.65,24,11060.53
2969.13,10.93,1.29,681.31,12,1851.25
13090.71,20.85,0.31,251.72,24,8361.88
4660.29,11.67,0.72,112.47,12,2462.39
3841.91,18.61,0.17,198.56,24,2524.48
3154.29,6.84,0.27,34.02,8,1517.13
5399.91,10.26,1.04,498.11,12,3013.41
14152.08,14.65,1.21,101.17,24,9027.73
37977.51,13.61,0.74,227.57,24,23990.14
6961.91,14.17,4.15,448.02,16,4242.39
4968.06,8.78,1.25,396.17,16,2976.47
4652.95,10.23,1.56,163.94,12,2509.2
3248.34,9.5,2.11,400.17,12,1906.05
7348.83,9.19,0.59,425.33,12,3967.19
7883.11,8.96,0.38,232.67,12,4153.96
3461.62,5.05,1.47,437.04,8,1844.09
4614.16,6.27,7.3,196.02,12,2702.24
10081.02,18.6,1.2,71.97,24,6459.28
9892.5,23.11,0.6,378.58,24,6446.21
7184.62,11.86,0.5,390.98,16,4158.05
6494.99,13.78,1.12,386.46,16,3807.0
9297.41,8.59,1.29,82.44,16,5223.98
5108.47,7.95,0.12,88.96,12,2661.85
6492.16,4.16,2.01,178.49,8,3195.56
9924.85,10.38,0.61,492.75,16,5719.23
13751.3,13.76,0.93,96.7,24,8750.33
9900.29,15.28,0.55,703.56,24,6612.11
12663.28,14.91,0.54,34.11,16,7019.79
11911.24,17.69,0.1,540.79,24,7751.81
13976.29,12.25,0.77,321.18,16,7882.45
5942.53,7.86,1.65,451.19,12,3293.28
3500.05,4.55,1.05,92.74,8,1720.79
3785.06,14.64,0.56,111.06,16,2163.08
16027.46,9.19,1.17,504.88,12,8472.68
787.53,5.69,6.46,339.99,8,643.56
7652.18,7.25,3.13,325.61,12,4169.57
4746.04,6.98,1.16,501.39,12,2683.47
6335.51,5.75,0.43,218.26,8,3102.71
6054.68,4.01,0.79,350.79,8,3027.93
2708.57,9.72,0.15,115.92,12,1442.81
8390.23,7.63,1.72,163.02,12,4431.79
4656.53,7.59,0.54,296.01,8,2337.36
2156.27,7.05,0.6,129.31,8,1086.82
7615.2,15.76,2.28,139.61,16,4371.72
9684.31,11.89,1.24,406.87,12,5180.32
9319.6,15.34,2.13,71.23,24,6060.46
4447.1,4.88,2.55,93.37,8,2203.03
7095.96,20.66,2.57,160.51,24,4748.6
3992.03,8.05,4.34,278.35,12,2314.43
4900.77,19.23,3.58,323.71,24,3541.03
7162.1,13.07,0.85,184.12,16,4070.82
10875.62,10.1,4.42,397.08,12,5897.92
5571.58,6.94,1.01,448.29,12,3079.68
8240.78,14.68,1.08,418.16,16,4780.99
10232.63,7.26,1.72,648.47,12,5578.79
4182.22,11.98,1.26,413.97,12,2361.4
5615.09,11.1,0.88,1001.3,12,3327.49
13653.2,22.78,1.14,242.06,24,8780.3
4776.64,15.26,3.16,162.13,24,3345.98
6983.71,9.63,0.0,275.14,16,3970.92
8861.59,13.74,1.17,242.61,16,5049.48
5795.54,15.11,2.59,275.01,24,3993.8
2841.1,4.2,1.07,66.17,8,1397.86
3978.12,6.93,0.34,201.7,8,1974.64
3952.54,7.17,0.21,186.8,12,2112.73
4553.03,9.34,1.97,116.92,12,2452.62
3330.2,15.03,0.39,110.51,16,1903.48
10830.46,16.19,1.05,1217.13,24,7498.62
7386.84,9.14,2.48,170.13,12,3946.29
4320.07,7.18,6.14,257.92,12,2536.55
4161.92,9.14,1.1,662.21,12,2448.69
15967.78,17.81,3.37,369.7,24,10485.39
7298.64,6.66,1.74,167.36,8,3568.57
8576.7,11.39,0.7,547.57,16,5005.23
6706.97,10.66,1.54,145.03,12,3554.38
4672.46,7.68,1.88,700.11,8,2529.37
17600.63,13.59,0.42,204.85,24,11175.66
3593.09,11.07,0.19,471.19,12,2045.85
5320.87,16.62,0.26,1536.8,24,4139.27
13813.51,15.49,1.41,278.73,16,7805.64
4526.97,6.9,2.75,507.85,8,2404.71
7879.47,10.86,0.02,206.87,16,4434.76
1402.84,6.71,0.21,772.52,12,1048.1
6238.28,18.41,0.7,291.81,24,4119.39
15143.03,11.93,0.07,79.79,16,8383.0
5902.89,5.08,0.96,377.66,8,2969.83
3369.46,4.9,1.36,708.62,8,1902.55
17885.25,20.5,4.95,164.04,24,11717.52
16833.27,16.92,0.44,184.25,24,10685.35
5200.75,10.67,1.25,92.33,12,2749.73
10560.11,11.51,4.94,411.22,12,5759.96
3070.16,7.15,0.48,106.41,12,1635.95
7253.78,14.21,2.25,27.25,16,4121.12
6782.12,11.57,2.39,274.12,16,3978.09
11721.75,9.72,1.78,125.96,16,6603.66
7427.6,13.02,0.09,504.99,16,4322.57
7539.98,8.11,0.52,138.43,12,3943.46
11144.3,8.03,0.81,88.01,12,5781.76
2839.23,5.78,4.27,807.6,8,1751.07
4212.73,7.56,0.69,281.81,12,2302.18
2607.56,7.54,3.65,239.06,8,1408.86
13662.58,13.1,2.36,238.48,16,7751.74
5100.86,6.96,1.1,180.56,12,2729.94
12148.69,13.69,1.17,85.93,16,6790.56
9589.01,11.43,2.89,128.88,16,5484.98
6138.27,9.97,0.86,221.87,12,3270.96
24092.46,12.12,1.94,232.04,24,15388.79
1797.93,5.45,2.56,366.73,8,1050.07
9469.64,9.27,0.34,37.06,16,5251.28
3153.65,10.16,0.63,300.34,12,1764.51
8681.03,13.45,0.32,399.93,24,5673.05
1916.71,11.99,1.36,375.79,12,1186.65
4525.97,7.77,0.33,107.5,8,2198.23
18691.38,14.51,0.55,711.7,24,12127.7
11741.13,17.67,2.48,187.96,24,7667.63
2231.58,5.99,0.1,500.53,8,1254.9
12107.45,19.33,2.2,1095.22,24,8335.07
1150.88,6.46,2.46,105.86,12,719.86
8402.4,15.37,0.41,154.39,24,5381.62
5792.39,12.99,1.56,907.27,16,3674.35
4293.95,6.33,0.43,84.07,12,2252.61
8158.59,14.02,5.13,371.9,24,5740.12
14946.13,15.99,1.34,597.63,16,8568.88
3452.28,8.31,2.21,107.73,12,1892.56
3334.74,7.31,2.86,325.5,8,1770.67
6928.13,6.01,4.27,775.44,12,4024.81
4191.14,7.89,2.78,892.24,8,2393.87
2575.71,4.67,0.51,263.45,8,1335.92
4606.6,4.52,1.15,283.88,8,2322.17
14170.64,21.52,1.64,154.53,24,9102.94
4543.59,11.51,1.43,338.55,12,2521.14
3937.42,10.65,0.49,300.76,12,2161.88
5158.82,17.35,3.9,254.74,24,3694.9
7815.94,13.32,0.41,229.01,24,5052.16
12250.77,22.77,1.24,220.36,24,7898.71
5042.24,9.07,0.67,40.33,12,2626.72
7514.91,5.63,3.51,30.48,8,3656.61
2342.03,6.79,4.2,64.69,8,1227.41
15584.59,21.19,2.02,211.64,24,10050.7
1676.66,5.97,1.1,285.43,8,929.94
4392.09,10.96,0.93,133.5,12,2340.9
3631.4,9.82,1.6,720.59,12,2218.15
14880.96,12.92,1.42,209.61,24,9557.79
5184.61,9.98,2.2,132.03,12,2791.12
7334.35,4.37,2.58,317.45,8,3661.38
3069.18,11.74,1.65,97.48,12,1672.31
10090.14,15.24,6.17,746.7,16,6200.17
9679.38,17.73,2.39,661.23,24,6608.16
5253.36,11.85,1.04,173.75,12,2803.49
7697.31,18.52,0.15,218.47,24,4950.23
5696.24,9.12,0.09,630.62,12,3187.49
3745.64,7.11,1.08,359.41,8,1940.75
4383.98,7.89,0.53,72.01,12,2297.2
5941.42,9.07,0.57,198.81,12,3150.37
6233.49,10.44,1.47,309.85,12,3377.77
5018.08,6.88,1.54,81.33,8,2447.98
7177.32,13.73,3.35,554.77,16,4369.06
6510.23,4.55,1.6,86.34,8,3159.81
17858.49,14.18,0.54,1107.67,24,11806.42
4281.34,5.13,0.3,741.55,8,2325.67
15465.15,10.44,2.19,58.61,16,8656.22
3365.82,8.46,0.92,417.26,12,1932.08
2596.32,7.76,1.02,293.85,8,1368.17
5562.8,7.86,0.37,83.88,8,2682.47
15140.25,11.04,0.04,117.62,16,8396.79
6514.63,12.54,1.49,20.7,16,3672.87
4037.66,7.25,0.78,551.78,12,2327.74
7255.7,15.41,1.83,115.37,16,4140.39
14601.42,12.88,6.72,677.05,24,10069.63
16653.69,12.48,0.86,124.12,24,10577.55
4177.76,4.16,2.7,310.51,8,2161.91
3189.52,6.43,1.8,201.43,8,1631.21
5078.7,4.91,1.64,262.17,8,2548.54
6152.49,11.16,0.55,208.89,16,3510.58
26088.19,13.19,0.15,320.4,24,16532.56
19078.25,12.79,2.72,180.41,24,12284.3
6494.88,7.21,0.48,160.31,12,3415.25
8872.45,11.19,0.93,167.09,12,4653.48
8266.75,11.98,1.12,141.44,16,4673.92
6547.27,11.86,2.0,51.19,12,3449.61
5397.71,7.76,4.34,50.94,8,2676.56
6540.5,6.69,0.82,97.06,12,3424.24
1359.3,6.71,2.07,31.19,8,702.14
4982.41,14.57,0.07,191.83,16,2834.7
5426.23,12.4,0.31,69.04,16,3036.06
8407.88,14.28,2.25,733.69,24,5835.91
6867.38,8.56,1.16,493.19,12,3768.39
2528.06,7.59,1.74,578.72,12,1598.03
10029.11,11.08,1.51,426.32,12,5374.47
4563.44,6.77,2.09,727.34,8,2492.49
4865.12,10.65,4.44,727.22,12,2952.42
10678.89,11.43,0.19,234.94,12,5582.52
5661.5,16.27,1.35,235.57,24,3784.23
11424.52,12.07,7.32,231.4,16,6762.15
9222.68,12.77,0.78,894.09,24,6303.36
7204.09,4.8,0.12,497.05,8,3615.81
7644.92,8.4,2.61,379.82,12,4170.42
2150.55,13.5,0.61,35.45,16,1231.25
5094.34,13.36,1.92,273.31,24,3495.75
5029.82,14.4,1.11,61.81,16,2854.3
