route_length,traffic_score,vehicle_type,delivery_count,co2_kg
7.81,10,mini_truck,28,2.22
4.42,8,mini_truck,32,1.16
8.39,9,van,10,1.78
14.88,8,van,54,3.51
15.04,3,two_wheeler,32,1.44
11.08,5,mini_truck,27,2.41
24.75,5,mini_truck,39,5.63
13.97,7,two_wheeler,28,1.68
13.39,9,ev,27,1.12
27.74,4,mini_truck,36,5.87
26.7,1,van,44,3.92
27.19,7,mini_truck,10,6.23
11.4,3,mini_truck,12,2.07
6.96,8,mini_truck,42,1.89
4.84,1,ev,21,0.24
22.42,3,two_wheeler,7,1.96
44.91,5,ev,42,3.2
22.45,10,van,55,5.86
30.11,6,two_wheeler,13,3.24
1.15,6,mini_truck,39,0.28
12.32,10,ev,23,1.07
11.88,9,mini_truck,47,3.44
5.18,10,mini_truck,9,1.37
12.29,2,mini_truck,38,2.28
12.5,3,van,24,1.98
20.73,5,van,22,3.71
7.28,5,mini_truck,13,1.51
3.73,10,mini_truck,38,1.1
33.79,10,ev,16,2.85
13.6,9,van,69,3.54
4.29,4,ev,25,0.27
0.44,5,ev,6,0.03
17.8,5,ev,31,1.22
5.86,8,ev,31,0.47
14.1,5,van,50,2.78
11.27,6,mini_truck,20,2.54
33.49,5,two_wheeler,18,3.47
5.11,9,van,8,1.08
27.37,6,ev,44,2.08
11.03,6,van,36,2.2
35.0,6,two_wheeler,21,3.88
4.82,9,two_wheeler,30,0.65
30.76,2,mini_truck,32,5.6
23.07,8,ev,38,1.91
3.05,3,mini_truck,4,0.54
21.36,2,two_wheeler,29,1.89
22.71,8,mini_truck,18,5.65
13.68,3,ev,8,0.76
1.21,7,two_wheeler,33,0.15
17.29,7,ev,14,1.25
25.81,10,van,19,5.94
13.72,2,two_wheeler,38,1.25
4.09,4,two_wheeler,30,0.42
11.83,1,van,10,1.54
8.7,2,mini_truck,22,1.53
33.51,7,mini_truck,8,7.62
37.28,3,van,22,5.87
11.46,10,two_wheeler,21,1.56
41.06,4,ev,22,2.56
31.37,3,two_wheeler,57,3.28
25.76,6,van,30,5.03
21.87,3,van,46,3.75
10.49,4,two_wheeler,22,1.04
17.21,8,mini_truck,5,4.07
7.46,10,ev,34,0.67
12.61,5,two_wheeler,19,1.31
19.58,9,van,16,4.25
24.45,6,van,42,4.98
3.48,5,two_wheeler,25,0.37
32.2,3,two_wheeler,17,2.92
7.35,3,ev,41,0.46
9.26,4,ev,63,0.66
35.13,1,mini_truck,14,5.54
24.98,9,van,12,5.34
15.0,6,ev,41,1.13
13.29,3,van,48,2.29
28.74,10,mini_truck,12,7.7
18.61,3,mini_truck,44,3.79
26.07,8,van,26,5.58
10.57,1,two_wheeler,20,0.84
6.79,1,two_wheeler,43,0.58
43.37,4,two_wheeler,58,4.85
17.41,5,two_wheeler,14,1.78
2.98,9,ev,19,0.24
14.34,9,van,104,4.14
16.77,3,van,34,2.76
3.65,6,mini_truck,38,0.88
4.64,9,van,8,0.98
21.78,1,two_wheeler,37,1.84
27.98,4,van,37,4.97
15.3,7,van,15,2.99
6.08,4,van,43,1.1
20.17,8,mini_truck,18,5.02
25.82,7,ev,29,1.97
53.73,2,ev,40,3.12
4.4,1,van,47,0.65
12.84,6,van,17,2.39
25.54,3,van,17,3.95
16.98,8,van,15,3.49
13.9,4,two_wheeler,10,1.31
21.62,3,two_wheeler,21,1.99
1.22,6,ev,25,0.09
13.19,1,two_wheeler,28,1.08
7.75,7,two_wheeler,25,0.92
4.75,2,two_wheeler,12,0.39
8.25,2,two_wheeler,23,0.71
5.01,4,van,17,0.83
14.77,1,van,11,1.93
5.98,4,two_wheeler,21,0.59
21.99,9,van,4,4.56
56.69,7,two_wheeler,28,6.82
28.97,9,two_wheeler,18,3.72
5.24,6,van,18,0.98
3.22,5,van,5,0.54
17.25,10,two_wheeler,79,2.85
3.96,3,mini_truck,9,0.71
13.13,3,two_wheeler,37,1.28
8.23,1,two_wheeler,32,0.68
1.73,10,two_wheeler,21,0.24
4.93,1,van,40,0.71
13.77,8,ev,34,1.13
8.98,6,two_wheeler,70,1.18
31.51,5,van,24,5.68
8.46,5,van,12,1.46
17.66,7,ev,15,1.28
8.62,4,van,18,1.43
9.21,9,ev,23,0.76
5.73,10,van,11,1.28
17.31,2,ev,11,0.9
38.58,5,van,55,7.74
25.37,9,van,16,5.5
29.45,10,van,35,7.18
23.17,6,two_wheeler,62,2.96
4.68,5,ev,21,0.31
33.0,10,two_wheeler,68,5.27
5.25,9,two_wheeler,21,0.68
8.55,9,van,28,1.94
23.77,2,van,24,3.51
15.55,10,mini_truck,51,4.79
26.52,2,two_wheeler,30,2.35
15.03,4,two_wheeler,39,1.58
23.19,3,two_wheeler,24,2.16
19.39,7,ev,13,1.39
43.34,3,van,18,6.72
15.55,5,two_wheeler,34,1.71
6.98,7,two_wheeler,9,0.78
4.95,8,two_wheeler,41,0.66
26.46,8,van,23,5.61
12.21,10,van,10,2.72
23.15,2,mini_truck,19,4.02
16.07,9,van,46,3.88
44.92,1,van,40,6.51
13.99,10,ev,38,1.28
9.87,1,two_wheeler,6,0.74
2.28,1,van,14,0.3
14.38,3,mini_truck,5,2.54
11.95,3,ev,28,0.71
26.86,6,ev,66,2.19
6.25,5,mini_truck,24,1.35
33.7,10,mini_truck,76,11.23
4.79,5,van,20,0.85
9.12,10,van,16,2.08
5.81,9,mini_truck,2,1.43
3.99,3,ev,24,0.23
11.66,4,ev,38,0.77
2.65,1,van,53,0.4
37.6,8,two_wheeler,34,4.87
21.32,7,van,65,4.95
11.6,1,two_wheeler,9,0.88
33.89,8,two_wheeler,21,4.19
35.67,9,mini_truck,38,10.02
25.43,10,two_wheeler,9,3.31
11.73,2,two_wheeler,19,1.0
22.13,2,van,28,3.32
7.59,6,van,49,1.58
9.64,6,van,31,1.89
55.78,6,ev,9,3.73
41.16,4,ev,23,2.58
9.45,9,two_wheeler,7,1.16
38.26,6,two_wheeler,20,4.23
11.43,2,two_wheeler,43,1.06
8.16,10,van,28,1.94
29.53,8,ev,33,2.4
25.39,3,mini_truck,6,4.5
20.62,9,two_wheeler,47,2.93
6.6,1,mini_truck,37,1.13
10.72,4,two_wheeler,3,0.99
23.63,6,two_wheeler,18,2.59
29.08,3,van,9,4.36
5.06,8,ev,32,0.41
25.12,2,two_wheeler,62,2.48
8.67,1,two_wheeler,55,0.78
8.46,8,van,20,1.77
36.74,2,two_wheeler,55,3.55
24.56,7,two_wheeler,28,2.96
10.58,7,ev,16,0.77
11.66,8,van,17,2.42
33.06,9,two_wheeler,33,4.48
12.32,4,two_wheeler,37,1.28
10.52,10,van,29,2.51
8.08,6,two_wheeler,14,0.87
7.89,1,mini_truck,50,1.41
9.12,3,ev,23,0.53
8.5,5,ev,32,0.58
6.01,2,two_wheeler,57,0.58
28.44,7,ev,40,2.25
27.43,7,two_wheeler,4,3.01
11.64,6,van,5,2.07
25.8,10,van,17,5.89
13.38,4,van,52,2.5
3.46,1,two_wheeler,25,0.28
28.65,1,two_wheeler,16,2.24
8.62,6,van,15,1.59
38.42,1,two_wheeler,6,2.89
35.57,8,van,14,7.29
9.65,1,mini_truck,11,1.51
59.19,5,two_wheeler,16,6.08
24.66,1,van,20,3.33
6.66,5,van,24,1.2
14.47,8,two_wheeler,13,1.74
12.86,4,mini_truck,13,2.5
8.78,8,two_wheeler,29,1.12
39.44,1,mini_truck,15,6.25
15.7,8,van,45,3.59
22.83,8,two_wheeler,48,3.1
14.66,8,two_wheeler,15,1.77
33.62,4,van,4,5.28
2.64,2,ev,14,0.14
7.76,6,van,34,1.54
25.09,3,ev,20,1.45
27.24,10,van,38,6.71
20.61,9,ev,22,1.69
20.93,5,van,30,3.85
24.93,7,mini_truck,48,6.55
1.35,6,ev,17,0.09
26.74,4,van,39,4.78
6.68,4,mini_truck,12,1.29
21.05,10,mini_truck,18,5.77
20.57,1,ev,16,1.01
4.98,4,van,16,0.82
3.58,10,mini_truck,6,0.94
10.18,10,ev,68,1.03
10.54,3,two_wheeler,59,1.11
6.16,7,two_wheeler,38,0.77
19.99,8,ev,45,1.7
13.95,5,mini_truck,38,3.16
19.76,9,van,26,4.45
12.6,10,van,28,3.0
18.26,7,van,17,3.59
17.55,4,mini_truck,46,3.84
38.69,9,two_wheeler,19,4.99
3.37,2,mini_truck,10,0.57
40.49,4,mini_truck,64,9.4
30.92,1,van,33,4.37
16.5,3,van,51,2.88
27.94,8,van,23,5.92
37.04,2,mini_truck,20,6.45
0.8,1,mini_truck,14,0.13
23.81,8,ev,11,1.79
9.17,2,van,33,1.4
0.74,10,van,29,0.18
7.59,10,two_wheeler,71,1.22
27.68,9,van,36,6.46
20.4,10,mini_truck,27,5.78
2.72,1,two_wheeler,65,0.25
12.2,2,mini_truck,27,2.18
12.29,2,van,28,1.84
7.77,6,van,33,1.53
4.79,8,ev,24,0.38
8.78,1,two_wheeler,24,0.71
11.15,9,van,32,2.56
25.74,6,ev,9,1.72
7.05,3,two_wheeler,51,0.72
6.59,1,van,37,0.95
14.96,10,mini_truck,16,4.07
14.23,7,mini_truck,19,3.37
21.99,4,van,55,4.15
16.37,1,two_wheeler,33,1.36
26.09,4,mini_truck,37,5.54
17.99,9,mini_truck,45,5.18
1.06,9,ev,15,0.09
23.63,6,ev,25,1.68
18.79,7,ev,40,1.49
27.54,8,van,7,5.49
14.5,5,two_wheeler,23,1.53
5.01,3,ev,54,0.33
6.65,4,van,51,1.24
17.89,5,two_wheeler,36,1.98
20.62,6,ev,42,1.56
5.7,1,ev,18,0.28
3.45,2,van,32,0.53
9.72,8,ev,33,0.79
2.99,5,mini_truck,21,0.64
29.01,5,van,51,5.74
6.75,4,two_wheeler,19,0.66
13.58,6,van,13,2.49
67.19,9,two_wheeler,70,10.3
6.55,3,van,49,1.13
19.59,4,ev,70,1.44
5.05,6,mini_truck,33,1.19
22.21,10,two_wheeler,19,3.0
7.57,5,mini_truck,25,1.64
21.8,1,van,23,2.98
53.4,5,mini_truck,11,10.96
24.69,3,ev,16,1.41
24.43,2,van,10,3.43
15.12,1,ev,12,0.73
20.62,4,two_wheeler,36,2.14
10.19,9,van,34,2.36
22.29,9,mini_truck,9,5.63
5.03,8,van,10,1.02
4.71,2,van,20,0.69
38.17,5,two_wheeler,52,4.45
12.25,7,two_wheeler,33,1.5
7.09,4,van,28,1.22
40.21,1,van,13,5.29
25.07,7,two_wheeler,13,2.85
33.02,4,van,31,5.74
2.64,9,ev,37,0.23
14.87,4,van,37,2.64
13.3,5,mini_truck,31,2.94
7.12,10,van,14,1.61
3.39,6,van,17,0.63
6.01,1,van,8,0.78
22.8,8,two_wheeler,23,2.84
32.4,9,two_wheeler,18,4.16
11.53,3,mini_truck,51,2.4
29.89,7,van,9,5.7
18.03,2,two_wheeler,42,1.67
40.8,6,two_wheeler,31,4.7
16.72,9,van,12,3.57
36.39,4,mini_truck,21,7.29
13.84,9,two_wheeler,52,2.0
13.19,4,mini_truck,55,2.97
12.67,2,ev,41,0.74
2.9,4,ev,34,0.19
7.97,10,van,14,1.8
14.99,10,ev,32,1.34
12.57,5,two_wheeler,62,1.52
25.27,8,van,30,5.49
12.67,5,mini_truck,88,3.37
2.65,5,van,24,0.48
20.12,6,two_wheeler,48,2.46
27.64,6,ev,25,1.96
27.75,7,ev,44,2.23
6.9,2,two_wheeler,49,0.65
20.27,4,two_wheeler,14,1.94
14.49,3,van,48,2.5
2.82,8,ev,34,0.23
12.86,7,ev,10,0.91
6.72,7,ev,19,0.49
5.03,7,ev,66,0.43
13.58,4,ev,23,0.85
15.94,3,van,38,2.66
3.34,10,two_wheeler,58,0.52
17.72,9,two_wheeler,9,2.2
13.28,5,van,12,2.29
13.61,6,mini_truck,27,3.14
31.35,9,two_wheeler,56,4.6
21.8,1,two_wheeler,10,1.66
4.09,8,two_wheeler,11,0.49
14.81,1,mini_truck,22,2.41
15.7,4,ev,13,0.95
11.04,7,van,54,2.47
20.18,10,van,4,4.38
9.25,5,van,43,1.78
3.53,4,ev,31,0.23
49.09,6,van,48,10.2
10.95,2,mini_truck,32,1.99
5.52,9,van,12,1.18
3.96,5,van,46,0.77
22.88,3,ev,21,1.33
10.88,10,van,12,2.44
15.69,3,mini_truck,21,2.94
20.64,3,two_wheeler,81,2.32
14.2,9,van,27,3.21
10.86,1,van,83,1.81
46.25,5,van,21,8.24
4.12,3,two_wheeler,15,0.37
24.51,1,van,17,3.27
18.06,8,ev,41,1.51
9.99,8,mini_truck,31,2.6
38.61,8,ev,11,2.9
12.28,10,van,14,2.77
17.4,5,van,22,3.11
15.92,7,two_wheeler,43,2.02
4.45,10,mini_truck,19,1.22
16.33,1,ev,27,0.84
17.22,3,van,56,3.05
11.6,1,two_wheeler,29,0.95
15.93,9,van,38,3.74
13.36,3,two_wheeler,39,1.31
25.77,10,van,57,6.77
23.46,1,mini_truck,22,3.82
6.01,2,two_wheeler,28,0.53
26.87,5,mini_truck,78,6.93
13.83,4,van,19,2.3
29.62,7,van,51,6.57
28.9,9,two_wheeler,32,3.91
6.3,4,van,37,1.12
11.34,5,ev,14,0.73
17.46,6,van,63,3.81
36.99,7,van,23,7.44
7.67,4,van,16,1.26
13.69,8,van,33,3.01
3.59,10,mini_truck,29,1.02
23.46,9,van,39,5.53
5.26,1,van,22,0.71
8.18,1,mini_truck,21,1.33
27.88,8,van,30,6.06
7.37,9,two_wheeler,34,1.0
36.24,6,van,27,7.0
3.53,9,mini_truck,22,0.94
20.2,4,van,43,3.66
15.47,1,van,51,2.33
24.98,7,van,52,5.56
5.63,9,mini_truck,26,1.51
16.85,3,two_wheeler,38,1.65
12.49,1,mini_truck,7,1.92
8.08,7,mini_truck,31,2.0
6.9,9,mini_truck,31,1.89
55.59,1,van,34,7.89
10.52,5,mini_truck,48,2.47
19.7,8,van,7,3.93
11.63,6,two_wheeler,41,1.39
17.7,9,ev,27,1.48
6.23,5,two_wheeler,16,0.64
11.48,8,mini_truck,12,2.79
9.31,3,two_wheeler,28,0.88
25.26,4,two_wheeler,34,2.61
10.31,10,van,51,2.65
23.07,8,two_wheeler,28,2.92
39.56,4,van,26,6.75
13.52,5,two_wheeler,35,1.49
2.69,6,van,36,0.54
13.97,4,two_wheeler,22,1.38
8.12,1,ev,21,0.41
9.35,2,two_wheeler,19,0.8
18.35,1,two_wheeler,19,1.45
8.63,9,van,25,1.94
11.75,7,van,25,2.38
17.47,9,two_wheeler,36,2.39
12.73,9,van,21,2.81
5.22,3,mini_truck,19,0.97
5.98,8,mini_truck,52,1.68
24.11,2,two_wheeler,14,2.02
21.88,6,two_wheeler,19,2.41
10.55,10,van,28,2.51
8.29,9,van,42,1.98
8.71,7,van,36,1.83
22.6,8,two_wheeler,9,2.67
17.62,8,two_wheeler,16,2.14
9.54,4,van,11,1.54
12.22,1,ev,107,0.81
1.33,5,mini_truck,27,0.29
10.49,7,van,46,2.29
3.87,5,two_wheeler,16,0.4
39.58,5,ev,13,2.54
11.0,7,two_wheeler,22,1.29
27.77,9,ev,16,2.23
36.47,10,van,31,8.76
26.45,4,ev,28,1.68
15.33,7,mini_truck,36,3.86
3.7,4,van,13,0.6
2.7,7,two_wheeler,42,0.34
6.04,2,van,18,0.87
3.38,1,mini_truck,14,0.53
1.71,7,mini_truck,6,0.38
4.33,6,van,27,0.84
8.62,7,van,11,1.66
50.05,1,mini_truck,21,8.11
8.88,7,two_wheeler,5,0.98
8.1,2,ev,28,0.45
3.51,3,two_wheeler,34,0.34
26.83,2,two_wheeler,30,2.38
2.85,9,van,66,0.74
14.33,4,two_wheeler,43,1.52
15.15,7,van,24,3.06
33.25,8,van,65,8.13
2.73,6,van,30,0.53
38.31,1,van,33,5.42
10.34,8,van,26,2.21
12.63,5,two_wheeler,36,1.4
18.68,7,two_wheeler,58,2.49
24.55,2,two_wheeler,50,2.33
12.96,3,van,27,2.08
26.12,8,van,10,5.27
20.09,3,mini_truck,15,3.69
28.49,10,mini_truck,23,7.95
8.11,7,ev,44,0.65
16.21,8,ev,13,1.23
16.13,10,mini_truck,29,4.6
20.54,5,van,13,3.55
1.34,3,ev,35,0.08
5.22,10,van,13,1.18
3.21,5,two_wheeler,10,0.32
16.46,6,ev,21,1.15
14.69,3,van,39,2.46
10.71,8,two_wheeler,30,1.37
9.2,7,van,34,1.92
0.79,9,van,21,0.18
13.88,6,van,22,2.63
10.89,1,van,52,1.64
14.9,1,van,34,2.11
9.05,2,van,20,1.32
21.33,10,mini_truck,19,5.87
6.52,10,ev,42,0.6
31.6,5,ev,6,1.97
10.77,5,mini_truck,34,2.41
22.66,7,two_wheeler,54,2.98
13.29,2,two_wheeler,26,1.16
14.19,10,two_wheeler,15,1.89
13.29,8,two_wheeler,11,1.58
31.69,10,two_wheeler,91,5.43
12.15,10,two_wheeler,22,1.66
23.54,1,ev,23,1.19
12.03,1,two_wheeler,26,0.98
15.82,7,van,21,3.16
42.02,9,ev,29,3.54
33.18,9,mini_truck,23,8.83
4.04,8,van,18,0.84
16.17,8,mini_truck,14,3.96
2.48,6,van,26,0.48
9.4,8,van,36,2.09
13.93,3,van,43,2.36
30.2,6,two_wheeler,10,3.22
3.8,2,van,12,0.54
19.82,8,van,37,4.41
38.42,6,van,40,7.77
6.11,2,mini_truck,21,1.07
11.69,8,mini_truck,15,2.88
8.55,9,mini_truck,20,2.25
24.0,9,two_wheeler,28,3.2
50.13,1,two_wheeler,12,3.86
17.1,7,ev,22,1.27
28.72,10,ev,21,2.47
8.79,2,mini_truck,31,1.59
22.92,10,mini_truck,15,6.21
6.2,10,two_wheeler,28,0.87
18.99,8,van,35,4.2
2.26,9,van,40,0.54
26.58,4,van,16,4.37
13.31,8,van,19,2.78
29.19,5,mini_truck,24,6.29
13.81,5,two_wheeler,20,1.44
14.69,3,van,16,2.26
15.04,4,van,14,2.45
13.08,3,van,45,2.23
14.29,3,two_wheeler,69,1.55
4.74,10,mini_truck,19,1.3
6.87,9,mini_truck,30,1.88
16.9,9,two_wheeler,41,2.36
8.55,6,two_wheeler,38,1.01
5.04,4,van,34,0.89
11.81,10,mini_truck,45,3.56
13.26,8,mini_truck,49,3.68
58.19,3,ev,41,3.63
40.27,6,ev,30,2.91
5.36,8,ev,23,0.42
8.83,5,van,27,1.61
8.07,6,two_wheeler,38,0.95
20.34,6,ev,62,1.64
18.16,4,mini_truck,23,3.67
11.47,1,two_wheeler,24,0.92
12.16,3,ev,20,0.7
12.68,10,ev,40,1.17
16.0,3,two_wheeler,8,1.4
9.47,8,mini_truck,48,2.62
2.59,3,van,22,0.41
8.68,1,two_wheeler,27,0.71
14.28,3,van,13,2.17
22.53,3,mini_truck,12,4.09
6.08,4,ev,10,0.36
3.36,4,van,10,0.54
16.99,3,two_wheeler,15,1.53
11.19,7,ev,34,0.87
16.12,9,two_wheeler,20,2.09
42.35,6,mini_truck,58,10.88
10.24,10,ev,17,0.87
18.67,10,two_wheeler,32,2.64
25.55,9,two_wheeler,12,3.21
11.77,9,van,29,2.68
17.41,5,van,17,3.06
6.27,7,mini_truck,21,1.5
16.45,9,mini_truck,8,4.14
54.0,5,two_wheeler,32,5.88
9.98,3,van,40,1.68
8.9,7,van,60,2.03
4.8,3,mini_truck,29,0.93
42.32,9,van,43,10.11
7.28,7,van,16,1.43
10.5,4,mini_truck,40,2.25
5.59,10,two_wheeler,53,0.85
17.47,8,two_wheeler,13,2.09
15.12,10,mini_truck,2,3.9
9.3,3,two_wheeler,59,0.98
56.05,1,two_wheeler,36,4.71
13.9,9,van,34,3.22
2.6,7,ev,25,0.2
15.57,8,two_wheeler,11,1.85
12.18,5,mini_truck,4,2.43
9.66,1,van,21,1.31
3.7,6,ev,25,0.26
22.54,7,two_wheeler,25,2.68
8.37,8,van,7,1.67
37.57,2,ev,48,2.24
9.12,10,van,43,2.29
8.69,7,van,20,1.73
15.72,2,mini_truck,19,2.73
15.64,5,van,35,2.93
4.01,5,van,17,0.7
26.33,7,van,65,6.11
6.54,6,mini_truck,19,1.47
10.33,4,van,30,1.79
15.68,8,mini_truck,15,3.86
8.54,10,two_wheeler,47,1.27
22.93,8,mini_truck,46,6.3
2.5,6,van,58,0.54
18.21,1,mini_truck,21,2.95
9.61,6,van,30,1.88
32.76,10,van,33,7.93
5.0,4,ev,40,0.33
7.07,6,ev,92,0.63
9.33,8,two_wheeler,9,1.1
9.51,8,two_wheeler,40,1.26
23.73,6,two_wheeler,48,2.9
10.01,10,van,22,2.33
30.82,4,two_wheeler,12,2.93
39.19,3,van,25,6.24
18.53,8,two_wheeler,23,2.31
36.44,8,two_wheeler,59,5.13
18.67,7,mini_truck,25,4.52
29.93,9,van,3,6.18
16.35,5,two_wheeler,15,1.67
57.59,10,ev,29,5.09
7.85,4,van,8,1.25
7.23,5,two_wheeler,14,0.74
10.61,6,van,55,2.26
7.65,2,two_wheeler,39,0.7
5.77,2,van,44,0.92
13.99,7,two_wheeler,20,1.63
3.68,8,mini_truck,40,0.99
6.18,9,two_wheeler,47,0.88
33.36,6,ev,25,2.37
31.64,5,van,34,5.91
19.0,1,ev,10,0.92
8.23,6,two_wheeler,9,0.87
37.19,3,two_wheeler,36,3.62
20.5,6,two_wheeler,24,2.3
9.73,6,mini_truck,37,2.33
15.14,1,van,33,2.14
22.39,9,van,17,4.88
12.74,1,ev,13,0.62
6.28,4,two_wheeler,33,0.65
6.45,6,two_wheeler,19,0.71
25.65,4,mini_truck,21,5.14
8.04,8,mini_truck,51,2.25
9.59,2,van,35,1.47
5.09,9,mini_truck,30,1.39
31.8,3,two_wheeler,10,2.81
19.96,8,van,26,4.28
11.32,10,two_wheeler,20,1.54
9.89,5,van,30,1.82
11.3,7,van,26,2.3
21.27,6,mini_truck,20,4.79
5.85,2,van,19,0.85
10.72,5,ev,16,0.69
2.67,1,two_wheeler,9,0.2
5.05,4,two_wheeler,35,0.52
42.64,3,two_wheeler,17,3.87
12.7,4,mini_truck,56,2.87
1.78,6,van,36,0.36
6.36,9,van,39,1.5
23.38,7,two_wheeler,19,2.72
21.71,2,mini_truck,54,4.26
23.22,8,ev,31,1.88
8.0,7,ev,16,0.58
4.24,1,mini_truck,67,0.8
1.18,10,mini_truck,22,0.33
16.62,3,ev,44,1.05
10.58,4,van,57,2.01
7.17,7,van,25,1.45
31.42,4,van,27,5.38
32.46,8,two_wheeler,51,4.45
8.1,2,van,35,1.25
9.69,5,two_wheeler,20,1.01
3.8,6,ev,28,0.27
10.76,10,two_wheeler,21,1.46
19.46,7,van,62,4.47
17.01,3,two_wheeler,44,1.7
4.03,4,ev,5,0.24
12.48,3,two_wheeler,22,1.15
17.29,6,van,57,3.7
29.88,3,van,24,4.74
6.25,2,van,55,1.03
7.56,9,ev,42,0.67
9.28,8,two_wheeler,53,1.28
7.66,5,two_wheeler,23,0.81
11.39,8,mini_truck,40,3.07
24.11,5,mini_truck,4,4.82
8.78,3,mini_truck,29,1.7
12.14,7,mini_truck,11,2.79
6.42,10,two_wheeler,15,0.85
9.06,5,van,31,1.67
7.38,5,van,24,1.33
3.52,7,van,45,0.76
14.5,5,ev,29,0.99
2.6,3,two_wheeler,36,0.25
9.54,7,van,29,1.96
14.33,9,van,21,3.17
12.6,2,two_wheeler,28,1.11
9.64,2,van,13,1.37
5.14,10,van,12,1.15
12.01,4,van,35,2.12
17.38,6,van,33,3.43
12.7,7,van,12,2.45
9.44,3,mini_truck,14,1.73
20.26,7,two_wheeler,69,2.8
4.3,8,van,24,0.92
7.51,2,mini_truck,16,1.29
36.36,4,ev,39,2.41
22.42,8,van,19,4.68
77.35,1,ev,16,3.81
6.25,10,ev,30,0.55
14.72,6,van,69,3.28
32.12,3,van,44,5.47
34.26,5,van,19,6.06
12.65,10,two_wheeler,15,1.68
9.98,1,van,23,1.36
34.2,9,mini_truck,25,9.17
23.61,10,two_wheeler,41,3.45
40.39,9,two_wheeler,20,5.22
9.28,2,van,67,1.59
10.59,8,two_wheeler,42,1.41
20.01,5,van,51,3.96
9.98,10,ev,54,0.96
31.21,9,van,23,6.95
13.52,6,two_wheeler,13,1.46
24.72,2,mini_truck,28,4.43
18.36,1,ev,47,1.01
6.85,1,mini_truck,9,1.06
18.75,7,two_wheeler,39,2.35
6.77,9,van,35,1.57
52.62,10,mini_truck,28,14.96
24.06,3,mini_truck,12,4.36
43.86,7,mini_truck,35,11.01
9.57,3,mini_truck,43,1.94
24.55,8,ev,26,1.95
3.06,1,van,28,0.43
36.96,2,two_wheeler,24,3.21
5.12,8,van,19,1.07
13.92,6,ev,18,0.96
33.47,8,van,31,7.3
31.46,8,mini_truck,44,8.59
11.25,2,van,36,1.74
10.23,2,van,19,1.48
15.88,8,van,9,3.19
11.76,7,ev,26,0.89
22.96,9,mini_truck,60,6.94
7.52,8,mini_truck,33,1.98
8.88,6,two_wheeler,23,0.99
8.03,6,van,60,1.74
8.28,5,ev,15,0.54
27.17,9,two_wheeler,25,3.58
25.13,5,two_wheeler,22,2.64
2.94,8,mini_truck,40,0.79
19.15,1,mini_truck,8,2.95
6.75,6,ev,19,0.47
17.87,2,mini_truck,22,3.14
5.32,7,two_wheeler,41,0.67
49.99,8,two_wheeler,20,6.15
5.2,3,mini_truck,12,0.94
4.32,5,mini_truck,14,0.9
24.47,1,two_wheeler,31,2.02
24.86,6,van,20,4.68
15.09,6,two_wheeler,25,1.7
3.13,7,ev,53,0.26
9.05,1,ev,31,0.47
6.28,6,two_wheeler,43,0.75
17.78,8,van,15,3.66
4.52,5,two_wheeler,31,0.49
16.8,5,mini_truck,15,3.5
21.24,2,ev,44,1.25
20.19,2,two_wheeler,72,2.06
36.39,10,ev,26,3.18
26.42,9,mini_truck,17,6.88
7.29,5,van,72,1.54
6.98,6,mini_truck,23,1.59
16.9,7,mini_truck,39,4.3
6.76,10,van,58,1.78
9.22,10,two_wheeler,14,1.22
10.32,5,van,2,1.71
6.99,3,van,8,1.04
2.63,4,two_wheeler,34,0.27
7.66,1,two_wheeler,35,0.64
11.97,6,mini_truck,29,2.79
9.54,8,van,13,1.95
3.99,3,van,18,0.62
19.42,10,two_wheeler,11,2.55
26.0,3,van,41,4.38
25.09,7,ev,42,2.0
8.34,10,two_wheeler,21,1.14
25.48,7,mini_truck,16,5.97
10.61,1,mini_truck,11,1.66
10.41,3,two_wheeler,50,1.06
2.4,7,ev,22,0.18
7.21,1,van,21,0.98
7.71,2,two_wheeler,22,0.66
25.11,8,ev,18,1.94
20.67,3,two_wheeler,55,2.14
14.75,4,ev,61,1.05
9.65,1,ev,8,0.46
12.76,9,two_wheeler,71,1.96
10.76,1,van,13,1.42
18.24,1,van,32,2.57
25.53,6,van,40,5.16
8.01,4,van,21,1.34
8.52,4,two_wheeler,23,0.84
34.32,1,mini_truck,14,5.42
13.1,10,two_wheeler,12,1.72
19.55,1,two_wheeler,6,1.47
3.18,6,two_wheeler,43,0.38
4.35,7,van,19,0.86
27.18,1,van,17,3.63
23.36,3,two_wheeler,18,2.13
30.81,10,two_wheeler,19,4.16
25.4,9,mini_truck,15,6.56
2.57,8,van,5,0.51
10.87,9,two_wheeler,15,1.38
4.57,7,two_wheeler,23,0.54
7.87,2,two_wheeler,4,0.63
15.94,4,van,25,2.71
18.27,10,mini_truck,25,5.14
18.22,4,mini_truck,26,3.72
5.61,6,van,13,1.03
6.52,3,van,14,1.0
17.33,10,ev,11,1.43
16.39,2,van,30,2.48
13.73,2,van,22,2.01
5.68,1,two_wheeler,10,0.43
12.53,2,van,3,1.71
5.37,1,two_wheeler,31,0.44
42.55,8,mini_truck,47,11.73
10.04,6,mini_truck,101,2.94
8.39,3,mini_truck,22,1.58
21.7,8,mini_truck,19,5.42
2.06,9,mini_truck,17,0.54
16.05,1,ev,55,0.91
17.94,2,mini_truck,18,3.1
9.61,3,van,83,1.85
6.7,1,van,34,0.95
8.59,1,ev,11,0.42
