distance_km,load_kg,vehicle_type,fuel_type,avg_speed,stop_events,co2_kg
41.85,2042.87,mini_truck,cng,57.57,1,6.53
123.04,922.68,truck_diesel,diesel,38.9,5,46.71
29.79,970.15,two_wheeler,petrol,72.69,2,3.61
142.2,583.69,ev,petrol,51.01,2,8.68
88.37,596.35,ev,diesel,58.38,1,5.45
91.68,1235.12,truck_diesel,cng,68.84,1,20.99
138.61,1204.57,two_wheeler,hybrid,73.54,0,7.66
72.26,442.31,two_wheeler,cng,40.23,1,5.25
268.41,522.47,truck_diesel,electric,42.5,5,17.57
316.73,706.12,two_wheeler,electric,66.17,8,9.13
147.82,1023.16,van,diesel,34.2,4,28.08
33.9,1423.27,mini_truck,hybrid,59.02,0,4.54
214.36,1482.95,ev,diesel,33.94,12,20.7
50.42,1141.67,mini_truck,hybrid,36.7,1,7.39
298.24,427.38,mini_truck,petrol,67.65,3,49.18
98.74,1658.45,van,cng,83.22,3,13.14
63.65,965.23,ev,petrol,65.86,0,3.2
108.99,1515.45,two_wheeler,cng,52.69,1,7.51
160.63,669.48,ev,electric,30.07,3,3.5
105.64,594.27,truck_diesel,electric,45.02,3,8.08
188.1,748.26,two_wheeler,cng,53.31,6,15.07
54.32,24.06,mini_truck,hybrid,48.26,0,6.42
47.92,1399.09,ev,diesel,63.23,1,3.08
68.58,642.14,truck_cng,cng,67.74,0,8.94
64.48,927.88,two_wheeler,hybrid,44.45,1,4.14
112.1,1074.72,van,cng,71.68,1,13.55
60.97,589.16,two_wheeler,hybrid,45.22,2,4.96
222.73,420.74,two_wheeler,cng,64.84,5,16.17
69.67,413.72,truck_cng,petrol,62.88,2,14.55
92.16,523.81,two_wheeler,cng,68.03,2,6.9
63.6,595.71,ev,hybrid,54.34,3,4.04
101.5,1872.8,two_wheeler,hybrid,62.12,3,7.51
144.1,800.23,truck_diesel,cng,52.15,1,31.54
23.47,658.31,two_wheeler,electric,49.8,1,0.98
96.89,1023.91,mini_truck,hybrid,57.76,1,12.87
70.18,1351.51,mini_truck,cng,73.29,4,12.33
82.73,556.43,truck_diesel,cng,69.98,2,19.53
117.85,1282.11,truck_diesel,cng,52.7,8,29.53
102.28,789.85,van,hybrid,70.02,5,12.95
15.35,1202.08,two_wheeler,cng,51.69,0,1.0
132.63,1118.46,truck_cng,diesel,57.96,2,29.97
97.21,1306.27,truck_diesel,petrol,41.93,1,31.47
31.11,2333.73,ev,petrol,61.6,1,2.3
79.4,193.2,truck_cng,electric,51.45,0,2.86
7.69,750.62,van,diesel,74.95,0,1.1
24.73,1584.8,van,petrol,38.36,1,4.5
127.08,828.1,van,cng,53.79,1,14.83
106.27,569.45,mini_truck,diesel,64.08,2,19.72
65.13,1404.13,ev,electric,50.84,1,1.22
55.56,751.61,ev,electric,42.82,0,0.62
42.83,1800.12,mini_truck,hybrid,55.52,0,5.27
167.12,760.07,truck_diesel,diesel,49.81,1,50.1
61.22,1062.74,truck_cng,hybrid,50.97,1,9.29
15.14,342.05,truck_cng,hybrid,78.22,0,2.0
22.08,1127.13,ev,petrol,60.54,0,1.02
278.47,1278.79,ev,diesel,48.2,4,17.89
68.63,861.64,van,petrol,74.86,1,9.73
205.95,547.7,truck_cng,diesel,49.38,2,42.74
211.96,615.38,mini_truck,diesel,42.79,10,43.42
62.54,700.59,van,petrol,62.08,3,10.82
199.2,556.27,truck_cng,hybrid,67.66,4,28.51
48.74,1114.44,ev,petrol,38.57,1,3.4
43.36,288.77,ev,hybrid,88.72,0,1.5
97.5,755.35,truck_cng,hybrid,62.34,3,15.59
48.44,1461.99,mini_truck,cng,50.03,1,7.49
45.82,908.19,mini_truck,electric,69.91,1,2.15
50.7,972.07,truck_diesel,electric,71.11,1,3.64
175.44,643.93,van,hybrid,45.18,4,18.58
204.25,349.98,truck_diesel,petrol,73.49,4,57.65
99.25,776.24,two_wheeler,hybrid,69.14,1,5.68
356.41,1797.09,two_wheeler,petrol,48.14,6,31.09
76.56,892.42,van,cng,43.92,2,9.24
89.64,1829.78,ev,diesel,65.78,1,5.47
78.08,1466.5,van,diesel,72.2,4,14.1
140.66,1290.31,ev,diesel,23.14,4,10.9
61.5,330.92,van,cng,56.52,0,6.39
120.67,1375.65,van,cng,30.8,3,18.09
84.42,634.12,ev,diesel,40.14,3,5.97
177.89,62.92,ev,electric,25.67,3,3.47
25.9,520.88,van,hybrid,30.08,2,4.29
74.29,292.42,van,diesel,49.79,1,11.56
56.66,477.09,two_wheeler,cng,30.24,0,4.3
71.3,929.05,mini_truck,electric,60.3,1,2.91
73.76,1368.61,two_wheeler,hybrid,54.49,1,4.45
33.72,235.85,truck_cng,electric,52.0,0,1.33
71.17,831.74,van,hybrid,53.41,3,8.37
102.36,630.59,ev,electric,61.21,3,2.64
78.89,1210.6,van,hybrid,98.42,1,9.6
59.47,1431.37,two_wheeler,electric,29.0,0,1.1
29.4,918.93,ev,hybrid,58.75,1,1.52
153.12,803.81,two_wheeler,cng,36.48,5,14.31
149.37,411.95,van,hybrid,49.28,4,16.8
63.66,512.94,two_wheeler,diesel,93.46,2,7.26
63.94,1938.21,truck_cng,cng,54.97,2,12.17
90.31,730.82,truck_diesel,diesel,53.83,1,25.23
158.43,835.5,two_wheeler,petrol,53.37,5,15.5
140.36,554.34,truck_diesel,cng,20.12,1,36.75
33.48,376.7,truck_cng,cng,58.78,0,5.16
116.07,765.51,truck_diesel,cng,69.81,2,25.66
40.63,1096.05,two_wheeler,petrol,46.73,1,3.82
4.99,373.91,truck_cng,petrol,75.2,0,0.96
45.19,117.78,truck_cng,petrol,46.02,1,10.05
17.06,520.5,ev,hybrid,51.89,0,0.6
92.6,1010.33,ev,petrol,48.58,0,5.44
29.0,786.85,mini_truck,hybrid,43.43,1,4.2
283.47,2689.42,two_wheeler,electric,59.52,7,8.36
101.36,421.17,mini_truck,hybrid,41.12,6,15.22
116.66,809.9,two_wheeler,diesel,32.79,2,13.77
3.3,182.53,ev,cng,54.03,0,0.14
111.65,952.47,mini_truck,petrol,48.09,1,19.19
86.37,1083.75,two_wheeler,diesel,45.77,2,8.52
71.6,629.15,two_wheeler,cng,58.05,2,5.12
79.95,293.99,ev,cng,56.16,1,3.83
249.93,570.35,van,diesel,33.23,2,47.69
56.45,1042.11,truck_diesel,electric,37.28,6,6.85
244.86,402.99,ev,hybrid,49.07,10,12.59
160.85,304.24,mini_truck,electric,63.87,4,8.3
31.57,1936.67,two_wheeler,hybrid,20.0,3,3.74
153.0,1456.15,van,hybrid,45.1,4,18.81
27.85,1177.34,mini_truck,hybrid,57.43,0,3.41
22.46,1400.89,van,cng,41.66,0,2.67
147.27,687.35,van,diesel,60.21,2,21.62
120.83,166.29,two_wheeler,hybrid,49.18,0,6.35
229.82,636.96,truck_diesel,cng,72.1,1,54.86
72.55,1656.46,mini_truck,diesel,45.97,2,14.94
177.73,333.94,van,hybrid,49.17,1,17.78
142.96,910.24,two_wheeler,diesel,52.51,3,14.38
78.31,561.35,truck_cng,hybrid,67.78,1,11.05
221.83,798.66,truck_cng,diesel,39.52,5,59.22
49.39,666.34,van,diesel,43.7,0,7.77
50.48,443.91,truck_diesel,electric,53.25,0,2.93
100.98,242.66,truck_diesel,diesel,35.62,3,35.23
77.4,798.41,two_wheeler,petrol,58.34,1,6.95
279.18,592.01,ev,petrol,71.99,7,17.05
84.46,1134.0,mini_truck,diesel,55.93,1,15.82
33.74,839.48,two_wheeler,electric,67.37,0,0.61
58.37,396.05,mini_truck,diesel,76.33,2,10.53
77.52,961.99,truck_diesel,diesel,58.29,0,22.91
52.55,859.96,truck_cng,petrol,72.84,2,11.8
47.44,684.61,truck_cng,hybrid,48.61,1,6.45
256.1,1270.09,mini_truck,petrol,72.65,3,49.96
52.56,829.68,ev,diesel,68.45,0,2.87
17.27,723.73,ev,cng,37.17,0,0.84
27.26,1476.68,mini_truck,diesel,64.06,0,5.28
21.23,426.28,two_wheeler,petrol,44.95,0,1.81
235.41,474.44,truck_cng,diesel,59.88,7,53.77
47.9,1101.84,two_wheeler,petrol,83.45,3,4.9
6.3,211.93,truck_diesel,hybrid,58.65,0,1.22
70.85,785.03,truck_cng,diesel,90.34,0,16.06
79.52,1209.79,two_wheeler,electric,34.93,2,2.71
117.65,1230.8,mini_truck,cng,44.12,0,16.12
6.31,1844.14,truck_cng,electric,65.56,0,0.3
33.7,724.98,van,diesel,64.56,1,5.72
59.36,1011.13,van,hybrid,35.29,1,7.63
71.33,972.26,truck_diesel,cng,84.52,1,16.01
85.12,600.51,van,petrol,58.1,1,12.55
53.4,1648.8,van,cng,43.37,1,7.31
73.1,1191.6,truck_diesel,petrol,43.61,1,22.63
40.3,180.93,truck_cng,hybrid,33.58,0,6.24
186.16,723.0,truck_diesel,cng,42.89,4,42.91
12.99,688.33,van,hybrid,50.9,0,1.21
23.05,961.28,two_wheeler,cng,51.81,1,1.99
48.17,1883.23,truck_diesel,petrol,37.04,0,18.09
168.86,892.28,truck_diesel,petrol,61.21,2,44.08
80.25,139.06,truck_cng,electric,30.85,2,5.23
143.34,1520.13,truck_diesel,petrol,69.79,1,44.16
111.01,696.64,truck_cng,hybrid,48.92,1,14.96
171.88,932.3,truck_diesel,diesel,50.27,6,54.31
52.98,562.98,van,diesel,61.34,1,8.25
103.0,734.05,truck_diesel,diesel,72.55,0,29.99
99.0,475.35,ev,petrol,56.76,0,4.74
73.86,462.71,two_wheeler,hybrid,28.44,0,4.89
53.84,1108.95,ev,petrol,44.2,1,3.49
83.39,502.6,van,electric,32.0,0,2.92
54.32,448.62,ev,diesel,44.13,1,3.34
80.85,210.59,ev,electric,68.01,3,2.33
80.71,803.96,truck_diesel,hybrid,54.88,0,15.92
63.91,612.5,truck_cng,diesel,53.75,0,13.24
167.85,381.92,van,petrol,59.01,0,22.83
45.58,551.38,ev,hybrid,80.09,1,2.0
30.36,1054.3,van,hybrid,32.95,0,3.56
116.94,885.15,two_wheeler,hybrid,45.49,4,8.8
36.4,470.36,van,electric,55.58,1,1.7
125.02,729.02,van,petrol,32.22,1,20.62
98.34,283.16,ev,hybrid,54.83,1,4.02
202.91,681.6,van,cng,63.2,5,24.4
186.99,596.56,mini_truck,cng,49.6,6,29.09
203.76,1163.39,ev,electric,54.16,1,2.71
74.93,768.13,van,electric,53.55,4,4.2
64.85,718.48,two_wheeler,electric,42.72,5,3.46
78.91,871.72,truck_diesel,petrol,20.0,3,27.84
62.55,815.21,van,petrol,34.2,2,11.39
24.98,402.02,two_wheeler,cng,56.93,0,1.38
67.26,1305.72,mini_truck,cng,40.27,1,9.84
68.44,367.01,ev,cng,54.63,0,2.79
136.08,1393.37,two_wheeler,petrol,84.72,3,13.77
79.85,753.97,truck_cng,electric,35.33,3,5.04
58.05,873.82,mini_truck,hybrid,33.5,1,9.75
13.91,619.99,truck_diesel,petrol,58.99,0,3.91
50.91,838.18,truck_cng,petrol,82.25,0,10.46
198.33,1160.09,van,electric,52.69,4,8.2
12.29,484.06,truck_cng,diesel,60.54,0,2.58
96.78,410.66,truck_cng,electric,69.63,0,3.96
141.12,2759.68,ev,hybrid,55.37,4,7.22
62.07,701.31,van,diesel,50.18,1,9.35
177.21,1456.38,mini_truck,cng,74.33,7,27.76
118.45,315.56,truck_cng,cng,56.94,2,18.48
90.15,398.69,truck_cng,electric,46.01,1,4.26
72.14,413.07,truck_cng,diesel,81.85,2,15.52
33.77,1206.08,two_wheeler,hybrid,58.35,0,1.89
50.96,536.27,ev,cng,41.7,0,2.06
93.72,1639.1,two_wheeler,electric,66.03,1,1.89
148.03,1331.09,van,petrol,67.52,2,21.55
94.82,809.53,truck_cng,petrol,63.74,3,21.3
58.49,779.47,mini_truck,cng,52.21,0,8.44
120.68,460.63,two_wheeler,cng,52.61,3,9.36
358.74,671.14,truck_cng,cng,60.3,3,53.99
112.32,336.23,mini_truck,electric,66.22,2,4.85
30.26,949.77,mini_truck,cng,56.6,2,4.52
220.71,553.17,truck_cng,petrol,72.96,9,48.39
56.96,704.14,ev,electric,71.73,0,0.61
181.41,1253.24,truck_cng,hybrid,50.01,2,27.44
24.97,765.38,truck_cng,petrol,72.48,0,4.91
68.65,544.46,mini_truck,electric,25.39,4,4.66
16.6,428.67,truck_diesel,hybrid,49.42,1,3.41
145.58,1792.32,truck_cng,electric,56.95,1,7.47
21.65,996.25,van,diesel,63.02,0,3.36
301.08,1295.79,truck_diesel,cng,72.33,5,73.03
22.75,186.42,truck_cng,electric,58.77,0,0.92
37.77,790.4,two_wheeler,petrol,72.86,1,3.31
144.64,1281.51,van,petrol,90.98,3,26.52
102.89,1045.12,van,hybrid,83.81,3,11.69
68.62,929.49,two_wheeler,hybrid,73.12,2,4.7
218.03,1632.17,van,cng,34.29,3,31.24
78.21,1392.32,truck_diesel,petrol,39.59,1,27.53
90.33,1122.33,truck_cng,cng,95.19,3,17.71
105.35,387.58,truck_cng,electric,48.22,4,6.43
342.1,596.79,truck_cng,electric,46.79,10,18.58
130.36,1065.63,mini_truck,cng,74.49,5,19.92
82.56,1675.05,van,diesel,59.8,1,13.52
112.2,99.38,van,diesel,40.48,3,18.65
71.06,2223.45,van,diesel,78.69,0,11.81
58.44,2690.57,truck_cng,petrol,52.79,0,13.83
54.17,205.31,mini_truck,hybrid,53.37,2,7.62
128.8,954.54,two_wheeler,hybrid,63.19,2,7.91
69.61,1555.73,truck_diesel,hybrid,45.83,2,15.91
57.09,534.07,truck_diesel,diesel,79.91,1,16.6
194.74,493.93,mini_truck,diesel,26.87,2,44.9
117.77,757.14,two_wheeler,petrol,20.0,5,13.17
34.08,1584.14,truck_cng,petrol,56.4,2,8.71
129.46,760.08,truck_diesel,electric,64.15,2,8.66
56.35,714.27,van,hybrid,64.94,2,6.8
104.77,609.27,truck_cng,cng,62.56,1,17.33
70.52,838.83,truck_cng,hybrid,52.21,0,9.45
53.66,1010.27,two_wheeler,cng,49.12,2,4.01
35.57,1632.91,ev,petrol,68.58,1,2.35
88.19,545.85,truck_cng,cng,65.58,1,14.13
233.96,388.47,truck_diesel,electric,77.84,8,17.45
187.28,258.82,van,hybrid,48.68,3,19.86
77.38,968.21,ev,electric,55.28,0,0.82
45.92,1138.86,mini_truck,diesel,66.35,0,8.51
72.3,754.16,two_wheeler,diesel,52.38,1,6.25
86.14,1445.18,mini_truck,electric,60.59,5,5.64
109.64,1164.22,mini_truck,electric,90.15,0,4.62
279.42,787.47,mini_truck,petrol,60.34,7,56.78
25.87,1213.19,van,petrol,48.15,0,3.69
184.38,1054.2,ev,petrol,34.35,2,12.9
109.01,860.17,truck_diesel,petrol,28.79,0,38.52
88.54,695.11,mini_truck,electric,50.46,0,3.4
84.02,1025.94,van,electric,63.48,3,4.13
44.18,654.96,ev,hybrid,57.84,1,1.92
117.82,1103.19,truck_diesel,cng,59.76,1,28.01
44.18,1165.64,two_wheeler,diesel,68.68,0,3.54
89.58,1225.39,ev,diesel,47.39,2,5.94
120.34,842.42,ev,petrol,60.72,4,8.36
45.15,750.42,van,electric,64.88,0,1.39
125.45,817.69,truck_cng,cng,66.5,3,20.78
110.55,1402.22,truck_cng,cng,51.22,0,17.6
6.04,753.21,ev,petrol,47.67,0,0.3
107.05,574.97,truck_cng,petrol,39.64,3,28.5
73.06,547.96,truck_cng,diesel,52.31,2,16.11
140.19,751.36,truck_diesel,diesel,56.37,3,43.54
64.71,699.64,two_wheeler,petrol,47.16,2,6.21
101.56,333.78,truck_diesel,petrol,46.57,4,31.18
11.26,631.01,two_wheeler,petrol,63.99,0,0.87
28.43,732.47,mini_truck,electric,56.57,1,1.52
12.06,326.56,van,hybrid,80.29,1,1.62
107.68,400.87,truck_diesel,petrol,31.45,0,36.47
146.74,835.22,truck_diesel,petrol,75.5,1,42.1
264.22,1658.5,truck_diesel,cng,61.45,3,69.54
221.7,533.0,truck_cng,cng,50.67,3,36.28
40.62,1153.73,truck_diesel,petrol,73.84,1,12.19
176.03,1110.65,van,electric,72.11,2,6.46
30.27,586.02,two_wheeler,diesel,40.65,0,2.55
77.41,221.14,van,petrol,34.42,1,13.69
15.69,1017.81,van,hybrid,49.13,0,1.37
134.03,1824.98,van,petrol,81.35,5,24.46
70.24,1303.58,truck_diesel,hybrid,55.07,2,14.72
45.98,1303.17,ev,electric,68.36,0,0.49
145.17,1757.19,mini_truck,electric,29.36,4,9.34
6.52,2059.12,van,petrol,61.91,0,1.05
9.42,727.88,ev,petrol,41.46,0,0.5
114.58,1427.45,ev,petrol,67.14,2,6.69
188.31,515.98,two_wheeler,cng,68.28,1,11.23
80.39,348.29,truck_cng,electric,70.32,0,3.42
142.1,1209.06,truck_diesel,diesel,53.92,2,42.24
87.26,1277.54,van,electric,51.96,0,2.68
110.18,707.19,van,cng,54.44,2,12.6
87.22,1220.77,two_wheeler,petrol,65.41,2,8.56
84.14,700.14,mini_truck,diesel,52.94,0,15.62
32.63,649.76,truck_cng,electric,42.29,1,2.0
65.03,521.45,truck_diesel,electric,67.27,1,4.13
156.6,907.69,two_wheeler,diesel,48.59,4,13.97
90.71,215.36,truck_diesel,cng,60.66,0,18.2
233.31,1365.64,two_wheeler,petrol,50.69,7,21.45
298.29,1626.01,truck_cng,petrol,64.1,11,66.98
126.57,280.98,ev,petrol,45.28,1,6.99
216.77,377.63,ev,petrol,80.61,6,15.8
127.44,1399.29,two_wheeler,diesel,40.72,1,11.66
102.4,584.67,mini_truck,cng,57.66,3,15.19
61.68,1101.74,ev,diesel,41.82,0,3.47
117.04,1111.77,two_wheeler,hybrid,49.15,1,7.03
3.23,464.18,truck_diesel,diesel,49.25,0,0.91
54.49,1157.65,mini_truck,hybrid,63.21,2,7.67
144.03,2252.93,ev,hybrid,87.22,2,6.11
80.4,315.46,truck_diesel,hybrid,40.52,0,14.21
164.22,415.39,mini_truck,diesel,20.0,5,36.34
414.07,1112.24,ev,diesel,50.63,13,30.53
103.48,1637.58,two_wheeler,hybrid,37.15,1,7.46
128.77,733.96,van,hybrid,61.4,3,13.54
24.68,352.62,truck_cng,diesel,50.41,0,5.39
96.16,145.33,truck_diesel,hybrid,50.59,0,16.01
52.25,1739.38,van,electric,62.64,2,2.81
35.72,1347.13,ev,hybrid,38.66,0,1.45
14.43,325.38,truck_cng,petrol,65.92,1,3.38
80.69,1800.86,van,cng,48.08,2,10.32
204.06,925.67,ev,hybrid,85.71,7,10.92
185.23,779.5,van,cng,54.31,6,23.02
79.99,1119.09,two_wheeler,petrol,63.73,0,6.41
76.35,701.4,two_wheeler,diesel,70.38,1,7.13
141.25,368.08,two_wheeler,cng,46.17,2,9.59
3.37,399.88,van,diesel,65.3,0,0.52
71.61,231.44,two_wheeler,electric,75.59,1,1.7
26.85,871.3,mini_truck,petrol,43.19,1,5.04
69.01,583.18,ev,diesel,40.68,0,3.71
60.48,782.71,van,diesel,64.3,1,9.44
97.88,483.75,mini_truck,diesel,66.48,3,19.01
221.52,1254.49,ev,cng,66.96,4,10.91
160.4,374.39,truck_diesel,diesel,61.21,2,46.96
53.81,889.88,mini_truck,hybrid,39.36,3,9.28
24.58,1748.67,truck_diesel,diesel,73.46,1,8.61
32.82,1521.96,truck_diesel,petrol,25.67,1,11.75
64.2,1482.33,truck_diesel,cng,46.53,2,16.09
23.64,883.91,mini_truck,cng,42.52,1,3.81
183.2,727.33,two_wheeler,cng,55.51,8,15.27
132.79,998.01,van,diesel,36.25,6,27.57
64.16,1219.73,mini_truck,cng,65.33,3,10.59
344.49,873.04,truck_cng,electric,54.26,10,20.34
106.8,627.94,truck_cng,hybrid,52.28,2,16.26
43.08,1159.98,two_wheeler,diesel,31.24,0,4.76
28.42,1548.88,van,electric,52.09,0,0.95
48.02,310.31,truck_cng,hybrid,46.08,0,5.47
78.25,168.1,truck_cng,hybrid,77.13,0,9.48
43.13,215.92,mini_truck,cng,75.62,0,5.5
100.24,940.5,ev,diesel,62.06,1,5.21
108.28,1603.23,van,diesel,37.88,0,20.16
42.8,649.09,ev,hybrid,82.15,0,1.53
153.57,744.24,ev,diesel,70.86,8,11.89
168.9,372.84,van,electric,51.56,4,7.09
49.69,645.19,truck_cng,electric,51.58,1,2.67
114.59,265.35,ev,cng,46.29,4,7.17
139.45,200.54,ev,electric,42.27,0,1.44
258.16,1187.37,van,electric,41.05,4,9.71
31.49,1721.83,ev,electric,42.19,0,0.37
34.53,1444.47,truck_cng,cng,28.87,0,7.25
66.22,559.85,truck_cng,cng,51.28,3,10.88
147.52,1019.23,truck_diesel,hybrid,57.39,2,29.76
108.18,262.19,mini_truck,petrol,50.77,4,18.81
62.19,742.1,two_wheeler,hybrid,52.17,2,4.27
87.53,559.28,ev,petrol,61.7,1,4.82
92.8,739.94,mini_truck,petrol,52.58,1,17.92
76.96,1498.07,two_wheeler,electric,73.6,2,2.42
40.57,494.41,van,electric,51.21,1,1.65
239.84,972.43,truck_diesel,petrol,67.59,10,64.88
101.34,996.98,van,electric,55.19,1,3.36
42.01,669.51,van,cng,37.81,2,6.14
120.29,877.66,mini_truck,petrol,57.03,0,22.73
36.22,819.69,mini_truck,electric,43.85,1,1.87
33.9,747.3,truck_cng,electric,59.9,2,2.6
57.9,1382.78,truck_cng,cng,63.49,3,10.77
241.55,1300.22,ev,hybrid,33.48,3,11.02
144.05,1298.65,ev,diesel,77.38,3,9.31
44.85,1035.97,ev,electric,37.02,1,1.08
52.3,526.11,mini_truck,petrol,58.71,1,9.21
184.26,588.73,two_wheeler,petrol,56.65,6,16.43
202.08,973.48,mini_truck,hybrid,62.6,4,26.25
27.9,1395.34,van,electric,55.65,0,0.88
41.96,532.29,two_wheeler,diesel,78.03,1,4.03
41.27,1345.41,truck_cng,electric,53.68,0,1.76
227.29,554.32,truck_cng,cng,51.9,5,36.9
90.9,168.57,van,electric,47.2,3,4.08
105.21,394.29,van,hybrid,69.03,0,8.38
307.53,1956.52,ev,cng,67.67,6,14.83
84.89,1022.8,ev,diesel,44.88,2,5.32
28.45,506.28,truck_diesel,electric,63.65,1,2.06
50.03,1172.65,two_wheeler,hybrid,67.33,0,2.65
162.54,423.31,ev,diesel,56.65,0,9.36
13.73,1258.97,ev,hybrid,72.58,0,0.44
113.36,789.8,truck_cng,cng,45.85,2,18.06
67.35,523.93,truck_diesel,hybrid,26.85,3,16.01
84.11,1700.44,mini_truck,hybrid,45.23,1,11.33
107.74,1404.87,ev,cng,68.8,4,6.36
128.81,855.67,two_wheeler,cng,39.33,5,11.99
105.89,1489.02,two_wheeler,cng,52.13,1,7.03
114.68,1211.85,truck_cng,hybrid,24.1,3,19.51
105.97,2140.58,two_wheeler,petrol,46.43,2,9.74
54.12,618.47,ev,hybrid,40.56,1,2.38
72.0,1173.49,truck_cng,cng,57.72,0,12.38
130.48,864.06,truck_cng,hybrid,56.14,4,20.23
121.15,836.4,ev,cng,72.29,3,6.01
37.78,1122.22,two_wheeler,cng,41.66,0,2.47
130.27,712.12,truck_cng,petrol,73.89,2,27.76
105.86,785.11,truck_diesel,diesel,58.37,1,29.74
77.93,538.72,truck_diesel,petrol,43.54,0,21.38
158.37,333.32,truck_cng,hybrid,46.59,5,23.79
74.54,802.52,truck_cng,hybrid,62.62,1,10.68
76.4,1493.41,ev,electric,39.7,1,1.48
49.45,985.14,truck_cng,electric,78.03,0,2.23
184.66,1636.13,truck_diesel,cng,61.45,3,46.13
77.69,1163.59,truck_diesel,diesel,29.09,0,25.29
182.44,769.64,two_wheeler,cng,78.33,6,14.99
45.87,607.52,van,petrol,51.03,0,6.47
175.04,1759.52,truck_cng,electric,38.27,3,11.46
53.31,2136.76,truck_diesel,hybrid,42.28,1,12.03
36.35,1144.56,two_wheeler,hybrid,50.53,0,2.03
250.31,307.23,truck_cng,petrol,81.48,4,55.18
52.24,1149.37,truck_diesel,diesel,53.09,0,16.36
240.45,962.59,truck_cng,diesel,64.68,6,53.73
25.0,283.61,truck_cng,cng,97.36,0,4.14
39.47,2313.17,truck_diesel,electric,55.0,0,2.54
41.68,357.11,two_wheeler,petrol,64.97,0,3.48
112.62,1380.62,two_wheeler,petrol,61.21,1,9.68
91.54,371.21,truck_diesel,hybrid,36.93,1,19.04
154.39,879.74,mini_truck,cng,45.45,4,21.71
130.82,847.03,van,hybrid,66.11,4,14.04
189.74,1955.11,van,electric,100.0,3,8.46
136.29,578.71,truck_diesel,electric,58.03,4,9.61
25.39,705.48,truck_diesel,diesel,36.45,0,9.05
75.95,1327.47,truck_diesel,petrol,74.27,1,22.9
149.16,599.02,truck_diesel,cng,63.84,3,34.85
26.35,426.45,truck_cng,diesel,29.33,0,5.92
63.22,806.54,truck_diesel,cng,90.34,1,16.96
151.48,1108.83,mini_truck,petrol,62.54,3,25.66
63.83,718.93,two_wheeler,cng,67.12,2,5.27
22.25,1527.8,truck_cng,petrol,56.19,0,4.93
34.35,1522.95,truck_diesel,petrol,41.38,0,9.77
62.69,584.1,two_wheeler,diesel,58.42,1,5.74
48.1,717.23,mini_truck,electric,68.99,1,2.35
10.21,519.37,two_wheeler,petrol,76.31,0,0.85
198.73,1046.38,mini_truck,cng,70.58,3,29.99
60.88,1789.26,truck_diesel,electric,48.87,1,4.62
198.51,374.62,van,diesel,55.32,5,31.54
25.49,1101.16,mini_truck,electric,43.49,0,1.03
117.5,363.14,truck_diesel,electric,56.21,1,7.82
131.16,1578.53,two_wheeler,electric,62.0,1,2.9
61.17,670.0,truck_cng,diesel,51.11,0,13.33
190.91,936.03,ev,hybrid,54.96,3,8.38
25.24,1629.08,van,hybrid,49.97,1,3.08
24.87,914.57,two_wheeler,diesel,44.6,1,2.41
48.78,1440.99,ev,cng,48.31,0,1.99
66.18,622.17,mini_truck,cng,56.0,0,8.89
180.99,485.66,ev,petrol,51.92,3,11.24
28.16,811.92,two_wheeler,petrol,30.54,1,3.31
164.98,537.88,mini_truck,electric,63.44,2,7.08
47.35,1041.65,ev,petrol,51.63,0,2.51
136.71,359.44,two_wheeler,electric,32.04,2,3.62
186.07,960.19,ev,hybrid,82.52,3,8.14
157.58,731.36,mini_truck,diesel,70.05,3,32.05
115.97,329.19,mini_truck,petrol,33.01,3,24.14
42.96,1273.36,truck_diesel,hybrid,26.56,0,10.31
126.48,1085.47,two_wheeler,petrol,61.03,5,12.33
23.37,581.69,truck_cng,diesel,46.3,0,4.57
232.71,1165.9,truck_cng,cng,46.0,3,41.8
30.59,846.71,mini_truck,cng,52.26,1,4.74
143.27,432.82,two_wheeler,petrol,35.43,1,15.61
45.77,1385.53,truck_cng,electric,43.46,1,2.42
16.56,834.52,two_wheeler,electric,33.29,2,1.3
34.11,1051.14,van,petrol,53.79,0,5.19
33.83,1498.96,two_wheeler,electric,42.78,0,0.56
204.78,1822.65,mini_truck,cng,40.23,3,32.18
53.76,945.73,ev,cng,53.0,1,2.54
66.43,444.59,mini_truck,electric,80.4,0,2.29
133.43,1036.04,truck_cng,cng,53.15,4,24.0
80.94,364.1,ev,hybrid,64.89,1,3.17
26.64,1321.71,two_wheeler,electric,52.41,1,0.95
129.38,443.49,ev,electric,61.53,3,2.85
28.68,925.99,truck_cng,hybrid,56.19,0,4.42
26.03,757.83,ev,petrol,53.24,0,1.36
150.18,781.63,truck_cng,diesel,27.76,2,39.6
124.22,403.25,van,diesel,54.98,2,19.21
60.82,1246.67,mini_truck,cng,68.4,2,9.54
50.31,251.33,truck_diesel,cng,74.93,1,10.49
176.9,772.15,van,diesel,77.87,1,28.56
192.71,649.22,van,petrol,34.54,0,33.77
20.97,803.4,truck_diesel,cng,41.15,1,5.02
54.12,1113.16,van,petrol,37.7,1,10.47
10.69,317.93,ev,electric,53.61,0,0.11
38.31,696.9,mini_truck,hybrid,84.09,0,4.42
170.36,681.08,truck_diesel,electric,64.8,2,11.3
48.28,223.0,two_wheeler,diesel,28.07,1,5.06
106.68,1168.47,two_wheeler,cng,60.35,1,7.32
