temperature,refrigeration_load,inventory_volume,energy_kwh,co2_kg
8.19,0.22,674.72,614.73,284.4
8.68,1.03,1229.72,973.83,466.78
16.83,0.0,960.55,568.88,260.01
3.12,2.49,309.28,618.24,293.44
30.0,0.0,1077.62,408.71,215.21
10.23,0.0,1270.12,936.96,451.45
1.37,8.0,433.91,1425.52,726.74
11.56,0.0,892.0,757.03,374.39
28.66,0.0,997.42,476.1,250.54
13.31,0.0,931.94,658.03,374.91
6.88,0.78,420.93,465.43,236.35
21.26,0.0,758.34,445.51,218.61
11.25,0.0,754.19,646.32,338.73
30.0,0.0,2175.15,1154.27,617.04
17.91,0.0,504.07,318.76,158.41
18.84,0.0,969.95,515.12,267.55
0.53,2.75,549.25,955.64,449.53
21.65,0.0,472.12,251.05,134.26
3.13,3.95,88.88,711.65,364.17
20.59,0.0,724.6,423.49,198.69
0.27,9.6,1608.57,2169.97,1157.27
30.0,0.0,280.42,152.74,78.47
12.44,0.0,751.16,588.22,272.53
-2.66,9.03,127.42,1113.96,552.77
27.04,0.0,856.49,478.66,250.26
-1.77,10.64,225.71,1708.18,794.68
30.0,0.0,879.76,401.41,205.41
24.28,0.0,765.38,365.32,187.97
16.8,0.0,396.93,333.13,161.3
12.75,0.0,536.37,354.1,165.97
30.0,0.0,905.55,420.41,215.63
20.63,0.0,1044.87,550.87,262.01
14.59,0.0,524.16,363.11,189.87
16.42,0.0,918.34,532.7,252.8
23.24,0.0,315.34,167.28,85.21
4.48,2.76,525.85,899.7,463.09
2.73,4.11,752.9,1205.64,602.28
23.61,0.0,464.56,240.21,103.6
28.02,0.0,254.01,126.07,62.34
28.59,0.0,273.07,141.64,70.02
10.71,0.0,858.41,677.51,319.92
11.21,0.0,58.79,241.74,116.06
10.65,0.0,173.73,253.9,116.81
17.72,0.0,228.53,207.31,101.82
30.0,0.0,549.84,272.44,136.82
13.97,0.0,250.24,274.7,118.86
18.96,0.0,207.99,202.04,98.26
9.31,0.33,985.65,820.18,373.81
24.39,0.0,2397.71,1328.53,642.89
16.3,0.0,720.36,579.55,276.65
27.14,0.0,89.04,50.0,25.17
21.72,0.0,747.45,422.07,233.18
18.71,0.0,165.75,174.8,87.9
0.5,3.6,1729.06,1482.38,734.41
4.03,2.53,298.03,696.16,351.62
23.27,0.0,350.53,235.39,107.91
15.87,0.0,476.52,372.03,186.11
4.51,2.33,290.35,781.84,363.03
7.53,0.68,260.96,498.03,237.63
-5.54,0.94,878.35,1068.94,535.92
9.16,0.09,1018.97,829.41,378.22
15.13,0.0,471.25,419.83,207.7
23.31,0.0,720.52,359.02,184.97
10.43,0.0,442.67,335.17,163.78
30.0,0.0,642.79,355.34,164.09
29.41,0.0,525.26,247.24,125.45
19.64,0.0,747.23,415.0,200.39
16.43,0.0,605.72,426.49,208.55
7.72,1.33,481.52,642.31,328.24
13.99,0.0,350.94,319.44,152.75
4.39,1.32,179.76,529.47,255.52
6.48,0.44,1303.11,1020.99,490.38
18.28,0.0,497.92,365.99,177.79
21.48,0.0,210.7,141.44,73.29
16.02,0.0,1195.95,766.76,367.22
14.77,0.0,573.79,357.0,174.88
8.0,0.24,523.19,482.84,227.75
11.94,0.0,952.88,699.98,331.53
3.55,1.47,555.9,683.04,315.81
18.58,0.0,918.21,496.71,243.58
18.3,0.0,157.87,130.47,68.22
15.54,0.0,337.86,305.62,148.46
11.57,0.0,991.69,602.41,319.29
30.0,0.0,374.98,177.59,94.55
30.0,0.0,679.04,354.39,164.66
5.88,1.27,840.5,783.19,396.34
30.0,0.0,1458.66,801.13,419.15
24.47,0.0,429.68,252.13,117.25
11.3,0.0,1012.92,641.78,304.29
15.58,0.0,748.85,572.56,268.0
-6.54,18.05,608.32,2459.8,1147.82
14.39,0.0,1275.57,880.45,419.69
17.21,0.0,921.93,527.76,256.57
26.98,0.0,437.73,268.75,118.4
15.05,0.0,493.87,263.26,139.73
13.71,0.0,563.16,464.9,210.7
5.18,1.23,435.17,639.95,320.78
13.2,0.0,524.56,445.31,220.72
0.57,10.57,787.93,1770.49,923.06
25.8,0.0,180.61,74.37,36.96
2.37,2.9,853.18,807.92,333.51
-2.07,5.11,260.05,774.34,379.22
20.95,0.0,433.3,240.73,113.83
14.69,0.0,286.95,345.17,166.17
10.06,0.0,481.86,519.27,272.49
7.87,0.46,163.82,394.86,209.44
2.67,1.86,289.35,640.52,305.58
15.83,0.0,1184.84,868.62,405.53
28.26,0.0,509.04,281.7,139.78
6.21,1.53,899.95,857.86,396.18
30.0,0.0,1171.65,566.42,313.15
16.42,0.0,325.72,306.2,155.87
14.4,0.0,960.01,533.71,278.77
14.41,0.0,665.14,429.56,205.54
14.97,0.0,862.71,539.61,253.81
16.74,0.0,1165.27,699.12,338.22
3.49,1.43,681.28,677.71,332.91
8.92,0.31,765.28,683.0,349.68
11.99,0.0,761.83,657.04,309.43
18.93,0.0,691.79,398.84,202.08
11.59,0.0,522.18,429.35,190.8
3.02,1.94,217.86,544.36,274.33
8.67,0.19,397.27,501.14,237.83
17.38,0.0,421.96,319.36,169.45
16.97,0.0,424.85,351.66,171.61
16.68,0.0,536.83,450.81,215.75
11.15,0.0,252.62,303.98,140.41
19.01,0.0,1226.64,824.55,409.08
14.07,0.0,829.43,605.64,286.36
5.11,6.78,174.58,948.1,479.01
-3.66,4.51,410.96,1142.46,536.1
17.21,0.0,271.96,271.47,142.2
2.16,3.49,368.45,812.78,364.81
29.98,0.0,821.21,430.83,220.77
-10.61,11.01,639.34,1962.92,996.91
15.87,0.0,765.77,460.52,241.43
17.13,0.0,900.5,490.38,261.12
1.69,7.73,597.36,1285.21,606.23
30.0,0.0,692.58,347.75,166.15
20.4,0.0,568.89,283.25,130.76
9.59,0.38,882.69,732.0,350.31
25.69,0.0,125.85,61.87,30.2
21.58,0.0,386.61,226.47,116.42
8.54,0.92,1192.7,955.69,495.16
9.49,0.13,827.34,635.44,289.12
20.9,0.0,529.34,359.24,188.8
13.59,0.0,440.71,376.03,187.4
28.23,0.0,274.19,132.76,64.38
12.58,0.0,1587.83,889.29,456.48
16.81,0.0,250.16,219.81,106.65
-0.99,9.3,408.13,1665.51,802.69
3.32,2.33,547.93,762.17,382.39
15.88,0.0,459.98,354.95,177.58
23.34,0.0,366.28,180.34,87.38
14.37,0.0,297.58,253.69,121.93
19.56,0.0,397.78,276.34,144.42
21.28,0.0,436.1,250.53,119.32
25.28,0.0,625.4,293.8,140.12
22.46,0.0,463.96,270.97,135.68
15.04,0.0,818.3,495.12,238.88
15.81,0.0,1006.75,640.45,314.61
29.0,0.0,548.91,268.95,132.69
6.51,1.23,510.27,627.79,317.69
21.31,0.0,933.81,526.65,288.96
18.33,0.0,1315.14,786.46,380.72
-0.15,7.52,630.81,1335.36,693.25
21.4,0.0,470.77,318.97,139.23
15.31,0.0,1273.84,749.88,409.54
19.59,0.0,232.94,200.38,99.87
24.09,0.0,73.32,58.31,27.67
30.0,0.0,304.61,162.22,79.17
13.56,0.0,1208.71,792.0,410.07
8.41,0.86,555.03,625.68,303.58
25.21,0.0,848.33,373.11,165.65
24.8,0.0,587.87,306.57,151.47
9.59,0.19,1012.77,881.66,435.9
14.73,0.0,544.09,463.49,217.85
19.52,0.0,30.32,100.69,52.6
12.52,0.0,623.68,512.3,266.35
10.61,0.0,657.24,547.66,263.59
13.9,0.0,371.67,389.87,183.95
4.63,0.63,511.83,527.1,265.72
-6.11,8.69,298.93,1505.14,774.39
10.92,0.0,590.56,500.65,253.7
20.66,0.0,1007.94,477.24,213.05
12.72,0.0,1204.82,789.81,365.69
-1.62,2.35,319.46,775.37,382.19
19.67,0.0,680.81,442.26,215.19
5.59,2.2,585.46,752.33,355.81
18.61,0.0,260.07,237.02,110.08
4.28,1.36,973.91,1102.35,531.58
18.24,0.0,731.99,455.58,209.68
19.08,0.0,341.58,270.82,133.18
13.21,0.0,2076.0,1182.84,522.43
7.87,1.29,945.52,942.76,445.31
25.36,0.0,427.78,190.67,103.88
13.26,0.0,898.39,738.34,358.38
10.52,0.0,626.25,506.09,243.96
-0.12,8.85,489.8,1545.75,776.64
11.83,0.0,112.33,208.02,103.82
8.07,0.86,1406.2,1140.35,506.21
20.64,0.0,906.85,526.57,267.53
24.03,0.0,1469.56,765.63,379.23
6.0,0.68,388.53,615.07,292.63
2.05,2.12,1368.67,1291.44,664.42
24.8,0.0,839.63,466.0,207.79
23.84,0.0,641.76,341.68,163.17
18.32,0.0,1055.65,688.22,333.19
12.19,0.0,790.83,591.47,307.25
18.24,0.0,231.25,189.94,92.13
16.29,0.0,428.28,337.5,179.91
8.13,0.73,311.01,478.66,236.47
10.26,0.0,14.36,195.86,98.47
18.71,0.0,337.54,243.1,121.86
-3.57,7.23,518.7,1201.85,577.48
13.79,0.0,338.79,359.99,164.36
23.49,0.0,173.06,98.76,50.61
1.85,0.88,906.63,876.65,437.97
-4.58,5.81,322.93,1236.72,623.24
15.92,0.0,673.85,520.87,272.52
23.2,0.0,670.54,333.73,168.0
5.65,0.19,633.38,568.44,267.87
15.81,0.0,569.86,401.47,193.64
14.17,0.0,632.92,521.37,248.56
19.08,0.0,1154.55,697.56,352.67
23.87,0.0,737.05,356.36,164.84
27.51,0.0,453.48,173.37,86.31
27.87,0.0,628.3,337.16,175.82
16.56,0.0,561.33,441.56,202.9
16.47,0.0,2245.46,1221.81,620.94
-3.11,12.81,616.63,2060.36,1011.43
3.68,6.7,1158.74,1461.71,779.97
8.93,1.13,462.01,541.53,293.09
23.04,0.0,598.19,298.59,149.37
29.99,0.0,716.94,372.17,175.64
2.97,5.03,513.3,1068.24,549.04
4.33,4.46,512.94,1001.77,453.19
5.86,0.61,972.48,777.76,407.95
18.03,0.0,216.49,224.11,116.2
30.0,0.0,455.51,236.79,111.11
19.64,0.0,590.04,306.36,146.19
20.56,0.0,127.26,110.69,53.77
12.05,0.0,510.94,496.41,247.9
26.56,0.0,809.12,409.04,192.07
18.94,0.0,602.9,424.7,208.41
10.35,0.0,204.33,338.54,153.12
8.41,1.17,309.03,441.68,216.83
19.02,0.0,639.57,429.26,199.0
3.62,1.52,1062.22,1121.13,537.25
-2.55,3.85,346.14,879.08,431.86
12.52,0.0,412.97,375.02,178.36
10.3,0.0,1002.72,700.49,350.31
17.12,0.0,633.55,457.36,241.01
4.7,0.86,462.44,689.71,322.2
2.22,3.99,473.11,872.64,406.96
3.28,0.83,918.59,839.68,430.44
22.01,0.0,740.69,384.11,196.86
16.48,0.0,170.78,205.5,96.67
14.57,0.0,246.63,302.61,151.91
9.6,0.15,755.05,626.91,292.61
10.87,0.0,985.09,631.3,295.59
17.98,0.0,204.05,190.87,88.32
28.9,0.0,321.01,155.15,81.06
11.69,0.0,362.7,394.61,183.05
25.16,0.0,727.86,412.88,212.87
30.0,0.0,610.75,337.27,165.03
2.0,3.52,210.09,768.99,350.69
-2.26,20.83,1147.82,3134.19,1440.53
6.67,0.96,338.18,663.32,309.85
20.23,0.0,852.74,540.57,278.65
15.41,0.0,809.72,547.07,277.03
16.8,0.0,132.62,202.84,104.87
22.36,0.0,1722.51,834.24,413.07
24.4,0.0,1277.51,631.96,302.13
14.8,0.0,349.4,314.33,151.89
3.26,4.04,937.88,1340.56,638.15
19.77,0.0,398.59,264.63,133.3
20.1,0.0,551.95,360.58,175.3
10.78,0.0,748.95,595.67,313.7
14.18,0.0,632.03,544.61,268.19
14.98,0.0,527.44,435.68,206.91
7.11,1.04,530.5,661.53,328.62
30.0,0.0,425.15,203.57,99.7
17.39,0.0,372.75,258.47,123.05
26.42,0.0,971.88,553.72,262.71
30.0,0.0,264.17,126.58,64.74
4.53,7.27,483.95,1389.92,708.49
11.19,0.0,550.83,500.56,248.56
21.06,0.0,396.37,265.25,133.39
3.16,1.26,728.18,781.77,379.87
19.53,0.0,1437.03,817.85,383.44
21.54,0.0,483.8,338.53,176.15
-7.66,5.95,860.31,1404.66,732.58
30.0,0.0,198.65,85.34,44.21
19.52,0.0,294.8,242.91,121.05
1.49,3.38,304.2,895.95,443.24
22.41,0.0,388.83,246.77,120.95
-2.46,1.31,617.62,933.01,460.11
17.54,0.0,1029.95,708.22,350.19
9.57,0.3,471.1,523.52,242.57
22.04,0.0,156.86,133.09,67.18
15.73,0.0,734.07,465.93,218.22
11.29,0.0,740.44,534.4,281.99
18.49,0.0,1182.46,677.41,310.24
2.45,3.13,595.48,777.91,410.4
11.28,0.0,363.9,390.71,185.92
7.13,2.01,141.7,595.2,297.59
30.0,0.0,1297.39,728.48,395.42
8.76,0.17,161.16,345.08,166.52
20.42,0.0,859.93,532.65,273.94
30.0,0.0,783.85,334.49,169.68
15.64,0.0,397.78,329.86,148.74
7.5,0.86,866.78,747.05,390.08
16.21,0.0,399.97,376.92,183.2
9.89,0.03,445.43,455.33,214.11
21.83,0.0,190.27,162.31,80.79
30.0,0.0,427.44,271.2,143.9
5.37,2.47,994.22,990.75,472.68
22.73,0.0,394.52,203.97,98.18
22.77,0.0,295.91,168.91,80.46
17.94,0.0,704.07,474.42,230.86
22.9,0.0,1250.03,609.55,269.82
18.05,0.0,960.4,618.69,301.11
18.81,0.0,473.86,354.32,170.28
20.63,0.0,452.26,293.94,157.25
7.72,1.37,677.53,667.4,319.82
2.12,2.58,1213.56,1116.95,576.58
10.04,0.0,755.38,581.93,274.51
11.6,0.0,518.09,464.66,224.38
24.45,0.0,575.26,272.51,127.8
16.25,0.0,411.41,328.93,162.01
9.64,0.07,297.77,342.86,169.8
18.48,0.0,581.3,355.62,168.04
16.42,0.0,441.71,366.45,188.72
-0.09,0.59,1391.96,1161.9,574.95
12.56,0.0,228.36,207.35,103.58
3.73,0.74,231.21,507.95,242.07
8.34,0.49,869.05,766.15,374.41
30.0,0.0,295.36,151.42,77.49
21.8,0.0,144.56,123.08,65.78
12.68,0.0,1706.4,986.83,555.29
19.1,0.0,128.49,175.09,93.19
30.0,0.0,259.25,124.16,63.97
17.23,0.0,406.43,345.01,166.41
3.87,2.42,785.78,999.63,527.66
25.04,0.0,707.85,394.59,192.82
6.18,0.11,352.73,422.46,182.9
1.6,4.69,362.19,913.93,424.65
6.93,0.81,1846.87,1390.6,648.36
2.99,2.08,633.39,923.59,446.4
15.75,0.0,257.73,245.09,120.09
3.27,0.14,213.51,502.55,256.54
7.57,0.97,448.56,670.15,266.95
18.68,0.0,202.61,170.04,88.9
17.49,0.0,998.05,614.85,305.15
9.46,0.15,249.4,368.05,180.51
15.14,0.0,338.78,321.78,140.85
27.44,0.0,855.32,425.78,209.2
20.3,0.0,839.99,460.63,232.04
5.82,3.92,864.17,1185.49,565.88
14.76,0.0,842.43,602.59,302.92
23.87,0.0,462.75,241.66,112.51
11.95,0.0,1013.3,650.62,326.6
-5.1,4.59,686.09,1338.47,633.37
5.38,3.64,549.4,875.34,416.26
-5.43,6.49,338.67,1407.79,685.61
16.45,0.0,1698.73,967.63,488.51
0.49,5.76,586.25,1255.2,543.98
14.89,0.0,504.58,410.32,201.51
0.67,2.07,456.52,675.78,301.64
6.27,0.4,428.78,582.56,295.8
13.1,0.0,519.0,393.13,192.97
21.04,0.0,249.14,185.57,97.64
27.92,0.0,457.41,216.28,111.38
30.0,0.0,539.78,292.15,159.08
0.08,2.5,419.38,950.39,483.18
13.77,0.0,156.67,215.4,111.46
17.67,0.0,376.58,264.54,125.01
6.36,0.04,193.18,352.72,166.39
17.04,0.0,607.63,411.9,208.27
9.3,0.12,384.36,495.6,247.7
18.22,0.0,775.28,449.58,217.45
16.08,0.0,482.61,342.83,172.7
23.39,0.0,260.85,182.43,85.81
12.45,0.0,202.61,257.64,116.7
22.45,0.0,47.35,50.0,24.2
13.31,0.0,464.16,428.3,212.4
16.67,0.0,365.4,327.27,176.92
13.32,0.0,710.7,536.84,257.5
26.78,0.0,719.95,362.65,184.54
25.32,0.0,632.64,233.25,118.98
21.09,0.0,279.96,197.16,89.57
10.84,0.0,323.11,366.74,187.19
18.67,0.0,734.67,482.13,236.24
22.66,0.0,32.71,50.0,24.19
15.47,0.0,685.46,470.19,211.51
11.1,0.0,336.74,408.51,209.64
25.96,0.0,771.43,313.03,151.37
5.91,0.99,301.54,559.15,275.16
-13.72,13.63,1055.86,2748.65,1219.44
5.6,0.35,1186.14,818.22,446.47
22.72,0.0,393.9,237.09,102.09
20.46,0.0,872.78,553.75,284.01
15.74,0.0,537.98,400.97,196.9
14.62,0.0,405.93,366.28,178.85
18.21,0.0,1271.96,883.88,420.49
19.4,0.0,623.38,447.94,216.63
-3.85,3.56,275.76,1067.95,529.61
19.68,0.0,362.13,245.44,128.4
13.91,0.0,297.76,261.18,131.46
25.69,0.0,246.14,122.83,63.1
18.37,0.0,558.37,360.91,186.57
17.63,0.0,657.67,456.74,221.23
23.87,0.0,176.77,121.75,67.11
17.8,0.0,142.06,184.9,92.5
9.13,0.41,333.62,469.41,211.32
26.24,0.0,429.53,241.22,110.41
8.12,0.25,477.73,547.56,267.59
12.69,0.0,863.19,534.46,274.4
4.08,1.09,236.2,705.1,318.1
4.05,1.91,829.67,813.61,394.5
1.42,4.68,279.97,920.53,462.91
5.14,1.69,217.09,537.12,251.25
23.81,0.0,760.37,356.3,155.7
-9.86,12.7,639.37,1893.6,990.92
26.53,0.0,435.91,211.91,106.57
16.11,0.0,201.46,261.34,126.63
6.75,1.98,253.16,727.55,347.79
16.38,0.0,1393.28,800.6,365.37
-3.94,0.82,682.32,981.27,482.81
21.66,0.0,567.0,359.28,173.29
12.45,0.0,514.46,410.81,191.36
27.15,0.0,756.91,421.36,216.68
20.06,0.0,151.4,135.07,69.74
14.27,0.0,788.95,682.29,324.99
-11.11,7.52,1091.21,1849.83,884.67
18.23,0.0,1117.18,647.71,328.23
13.51,0.0,546.31,481.36,247.02
14.2,0.0,203.87,277.62,129.7
30.0,0.0,1030.05,482.27,203.18
16.37,0.0,287.67,292.34,152.34
30.0,0.0,379.68,161.21,82.38
3.0,3.09,289.76,719.57,350.57
12.41,0.0,188.02,289.22,140.05
5.83,2.3,133.1,465.85,216.87
14.84,0.0,804.77,612.23,314.87
5.63,2.97,563.04,989.47,455.7
27.83,0.0,396.49,188.52,97.52
5.56,2.81,309.54,694.33,340.6
6.14,1.95,387.39,463.23,221.1
30.0,0.0,601.9,311.69,162.77
8.96,0.5,378.64,504.6,248.44
24.67,0.0,224.94,103.01,48.24
23.69,0.0,121.11,87.94,47.08
8.83,0.15,400.31,420.53,201.28
16.39,0.0,1100.1,730.13,329.32
16.94,0.0,1015.65,582.48,292.63
14.36,0.0,1932.54,1177.27,566.22
2.29,3.21,644.29,826.75,420.43
20.86,0.0,1098.42,703.0,386.35
12.43,0.0,1693.93,1198.86,589.67
16.39,0.0,581.38,416.07,207.35
30.0,0.0,508.08,236.67,119.11
9.8,0.08,1170.61,765.59,402.13
10.31,0.0,260.8,357.3,179.6
30.0,0.0,1091.92,492.69,251.17
11.28,0.0,414.57,394.74,212.17
9.68,0.02,1063.77,876.9,431.42
17.74,0.0,496.97,402.19,208.41
8.32,1.24,599.78,540.57,268.7
10.74,0.0,223.63,372.79,180.75
24.77,0.0,1304.4,664.54,327.35
25.83,0.0,1035.07,536.6,280.91
12.36,0.0,717.45,485.21,240.05
7.4,0.23,909.96,818.71,373.62
15.23,0.0,559.1,422.79,204.04
11.04,0.0,103.11,252.13,125.94
11.96,0.0,236.86,266.46,132.12
30.0,0.0,883.01,399.82,202.62
22.27,0.0,856.47,450.98,224.24
11.64,0.0,504.28,460.82,229.04
27.9,0.0,261.47,129.8,60.33
23.04,0.0,442.93,252.93,130.48
-10.29,1.79,315.89,807.66,367.17
23.6,0.0,621.65,306.16,152.66
29.75,0.0,527.63,289.59,149.75
29.58,0.0,1075.89,495.99,271.19
11.98,0.0,475.36,374.65,179.29
4.15,0.67,397.17,630.64,317.95
-4.1,4.82,350.8,1089.63,502.37
24.36,0.0,561.98,266.21,140.63
12.3,0.0,377.8,400.66,192.12
-1.61,3.44,225.28,719.38,344.8
1.76,2.1,346.96,778.03,365.53
20.27,0.0,600.93,381.67,188.83
12.37,0.0,215.46,309.85,148.88
12.95,0.0,454.98,391.16,176.13
15.4,0.0,344.37,285.26,143.28
7.03,1.25,842.64,780.91,365.29
18.54,0.0,121.09,147.94,73.02
9.7,0.06,892.79,730.24,368.53
18.24,0.0,298.94,244.37,122.24
4.84,1.52,723.43,785.85,393.41
21.96,0.0,627.57,330.47,173.74
22.88,0.0,300.92,188.38,98.23
17.06,0.0,400.8,262.47,127.08
21.06,0.0,355.46,244.14,123.09
14.82,0.0,399.67,327.05,158.2
20.01,0.0,593.32,371.04,180.29
23.4,0.0,508.8,268.46,140.59
17.58,0.0,768.82,520.66,273.12
8.7,0.18,707.15,616.93,285.07
5.02,3.23,255.15,624.22,308.75
25.89,0.0,797.69,455.1,214.65
23.65,0.0,466.92,231.79,115.52
22.15,0.0,674.1,316.24,154.59
4.47,4.3,614.15,1131.34,528.26
4.24,2.12,535.27,669.28,322.7
-2.89,3.57,289.93,926.15,475.74
20.24,0.0,891.99,563.83,290.18
5.65,2.16,529.79,788.84,383.7
9.35,0.33,1170.64,779.13,359.81
30.0,0.0,630.51,356.83,186.84
25.25,0.0,277.28,141.05,66.05
20.47,0.0,751.54,347.32,184.3
20.5,0.0,434.16,319.97,160.43
30.0,0.0,420.83,180.21,85.58
21.01,0.0,766.36,377.78,204.58
24.65,0.0,478.57,228.38,115.98
17.33,0.0,378.98,276.92,138.09
23.32,0.0,1182.13,524.14,265.84
30.0,0.0,604.68,269.76,133.67
20.15,0.0,411.36,267.61,126.67
4.64,1.12,264.96,706.22,330.57
30.0,0.0,883.32,364.93,186.58
14.47,0.0,387.97,316.74,145.69
17.72,0.0,586.51,377.21,198.61
9.88,0.01,176.07,280.27,135.96
22.67,0.0,940.89,508.32,245.68
-6.77,1.5,925.69,1024.32,533.35
25.27,0.0,708.44,299.52,154.22
12.03,0.0,1066.46,586.42,316.61
21.07,0.0,384.25,256.71,125.15
30.0,0.0,303.38,132.17,61.33
15.89,0.0,542.42,449.37,221.99
16.79,0.0,418.11,371.32,171.48
18.68,0.0,621.01,443.45,225.62
13.32,0.0,604.95,340.85,167.34
27.27,0.0,496.63,202.37,99.73
20.12,0.0,467.14,296.76,148.37
8.59,0.04,688.86,661.58,295.61
-0.32,6.4,494.84,1204.69,536.24
30.0,0.0,370.92,180.2,96.22
16.59,0.0,772.51,610.4,276.53
17.48,0.0,496.97,336.75,163.76
26.39,0.0,221.88,101.89,49.81
0.31,3.84,926.09,1013.41,484.9
26.06,0.0,349.82,170.97,82.15
7.39,0.13,532.52,525.56,258.75
6.13,0.94,799.63,975.59,468.32
30.0,0.0,527.52,253.36,119.35
21.37,0.0,385.16,213.6,105.86
3.17,2.1,809.77,857.95,440.04
10.45,0.0,616.27,602.23,290.89
29.15,0.0,1075.34,565.97,279.3
16.74,0.0,502.41,342.16,176.59
18.47,0.0,834.81,568.25,271.59
6.57,1.8,283.94,616.23,281.76
5.26,1.73,656.23,731.84,382.04
21.83,0.0,528.15,242.76,123.87
21.47,0.0,497.78,352.7,173.74
21.2,0.0,42.02,93.83,41.22
14.6,0.0,379.42,381.4,179.95
3.7,1.27,615.39,793.53,396.88
15.82,0.0,1110.37,652.88,330.19
1.27,8.78,309.03,1446.89,771.31
22.41,0.0,757.13,356.95,179.84
23.14,0.0,798.95,492.78,244.81
10.57,0.0,210.95,255.11,110.32
22.4,0.0,400.44,216.74,104.22
-1.39,1.44,886.47,874.4,418.44
12.62,0.0,273.69,328.09,160.64
7.62,0.48,543.94,611.35,301.4
9.01,0.66,569.08,530.61,249.72
24.93,0.0,743.44,372.07,196.4
5.46,1.97,771.61,856.51,454.13
22.04,0.0,343.23,191.66,93.22
22.88,0.0,677.63,388.43,194.24
3.61,0.83,1144.61,1103.78,527.66
16.69,0.0,1024.11,624.45,325.02
12.05,0.0,1023.92,667.36,345.7
17.79,0.0,563.78,414.09,205.98
9.37,0.17,504.72,593.51,291.81
6.21,1.31,580.11,663.65,308.22
10.67,0.0,368.21,399.01,201.23
9.12,0.21,188.3,353.18,162.11
21.14,0.0,245.03,145.0,66.03
9.29,0.13,641.57,553.03,283.11
9.46,0.08,531.71,508.61,240.16
30.0,0.0,1633.24,756.59,396.08
21.29,0.0,334.27,253.96,116.55
5.99,3.75,749.16,1029.56,509.84
9.38,0.45,484.67,456.08,221.64
21.59,0.0,572.95,362.85,186.47
6.93,0.69,343.77,520.97,251.61
2.37,1.65,845.46,767.91,403.81
6.64,0.39,250.58,385.43,163.7
8.53,0.17,268.22,376.56,180.12
30.0,0.0,1072.65,576.94,249.03
20.07,0.0,1198.06,543.54,278.16
10.13,0.0,422.28,501.82,242.03
19.69,0.0,324.88,258.14,127.31
14.71,0.0,685.25,614.22,270.3
7.15,0.64,555.88,633.64,322.72
21.89,0.0,838.72,475.38,238.18
17.04,0.0,414.62,322.97,161.2
17.32,0.0,258.13,281.53,126.26
30.0,0.0,480.18,258.3,146.05
24.37,0.0,136.24,74.11,36.45
9.34,0.04,601.02,555.92,288.06
14.46,0.0,429.64,415.56,209.46
18.45,0.0,648.76,393.77,196.55
25.6,0.0,443.8,238.63,126.26
18.97,0.0,400.22,291.13,138.32
22.57,0.0,760.87,423.7,210.31
10.72,0.0,848.7,643.02,291.18
21.21,0.0,319.23,213.27,110.3
24.04,0.0,500.99,237.77,117.37
30.0,0.0,130.56,61.53,31.39
11.46,0.0,876.25,589.95,289.13
18.63,0.0,974.48,552.88,279.91
22.9,0.0,741.69,383.54,208.21
30.0,0.0,822.92,468.22,240.69
-3.64,2.26,1051.32,1281.21,592.16
8.12,1.03,369.41,494.24,243.9
20.81,0.0,399.92,237.37,119.16
18.52,0.0,1284.54,780.6,409.22
17.34,0.0,1060.16,624.42,309.88
28.59,0.0,464.56,235.54,117.41
8.25,0.74,1089.61,889.74,470.14
11.08,0.0,487.24,531.35,264.25
10.67,0.0,321.77,345.51,170.52
6.64,2.93,519.21,944.38,437.89
13.74,0.0,886.53,584.94,285.17
25.04,0.0,363.65,198.5,96.93
17.17,0.0,572.76,397.36,205.41
13.56,0.0,229.36,312.27,161.56
21.62,0.0,704.44,351.53,169.13
8.32,0.66,102.83,361.03,179.89
13.53,0.0,427.85,403.74,180.91
29.07,0.0,858.67,457.08,220.92
2.25,0.94,445.23,691.15,337.27
22.09,0.0,232.57,143.22,67.51
18.59,0.0,778.79,621.89,285.04
22.05,0.0,783.32,443.32,227.25
13.27,0.0,469.93,469.81,219.22
29.48,0.0,261.11,142.98,65.82
8.53,0.6,1161.53,996.32,522.08
24.23,0.0,1194.55,673.88,325.02
2.71,3.35,347.24,915.75,445.25
12.92,0.0,968.09,638.6,324.57
23.98,0.0,1088.5,617.23,306.3
-1.01,2.21,148.77,737.07,367.11
30.0,0.0,453.28,203.73,103.52
7.07,0.91,349.89,459.37,214.15
8.5,0.17,514.42,476.17,227.85
3.87,4.4,127.2,698.71,329.82
24.31,0.0,518.88,292.56,121.32
4.97,3.64,710.96,893.77,421.6
23.0,0.0,526.72,312.98,168.0
21.89,0.0,845.44,492.23,228.53
12.84,0.0,614.5,475.6,247.49
25.94,0.0,304.31,157.02,82.03
18.04,0.0,142.16,183.78,92.97
16.68,0.0,331.44,280.86,132.52
23.8,0.0,678.16,358.83,203.73
23.43,0.0,132.15,92.35,44.76
30.0,0.0,425.33,196.87,98.53
-0.2,5.02,890.28,1144.49,545.92
14.83,0.0,248.71,306.4,147.74
14.01,0.0,360.01,310.34,158.2
9.66,0.05,588.78,532.03,258.82
26.31,0.0,833.82,433.46,213.41
10.6,0.0,707.19,575.63,295.03
25.22,0.0,317.29,154.76,72.81
9.15,0.03,775.91,566.99,297.25
15.58,0.0,1126.98,707.55,339.13
-7.63,6.4,368.81,1313.28,673.33
