energy_kwh,machine_runtime_hours,furnace_usage,cooling_load,shift_hours,co2_kg
7460.44,12.91,2.06,265.65,16,4202.13
5128.27,15.04,0.02,548.36,16,2863.59
8232.21,9.06,0.36,430.29,16,4748.75
4106.8,7.96,3.59,664.78,8,2444.34
24078.11,16.38,0.04,569.24,24,14905.07
13425.01,22.61,1.11,198.52,24,7809.31
9362.12,10.2,0.48,98.82,16,5229.11
4410.21,11.0,4.96,319.45,12,2552.18
5088.67,12.29,1.2,210.66,16,2892.47
3418.48,14.02,2.12,352.22,16,2087.55
15511.5,17.73,0.79,65.23,24,10441.42
6532.21,15.29,3.94,802.86,16,4058.09
3285.97,12.29,3.95,166.14,16,2082.33
3705.7,4.61,1.11,163.17,8,2066.29
4533.6,14.42,5.78,213.92,16,3040.81
23800.98,15.77,0.23,173.98,24,14031.31
8141.0,10.69,4.46,144.82,12,4225.93
3093.89,5.0,1.29,516.63,8,1734.97
9457.41,23.0,1.51,87.9,24,6114.98
7906.88,21.53,1.81,202.32,24,4891.76
4771.13,10.21,1.55,763.71,12,2783.74
7864.7,10.24,3.74,109.44,12,4078.75
10943.36,15.47,0.32,47.23,24,6336.45
3861.47,7.97,3.42,519.01,8,1769.66
10006.79,15.51,0.45,354.76,24,6618.47
20740.55,12.53,2.1,40.68,24,12337.52
10899.73,11.89,1.76,95.86,12,5226.66
3573.47,6.29,0.01,193.34,12,1967.47
1219.24,6.36,4.56,990.49,8,1025.7
4851.21,6.46,0.52,64.02,12,2469.57
5787.97,13.16,3.29,227.1,16,3500.04
6484.95,8.36,2.46,246.03,16,4076.59
5305.54,4.55,0.69,451.98,8,2935.03
4117.06,8.07,1.03,821.84,16,2792.42
3581.91,7.45,5.99,462.63,8,2140.2
5028.34,5.02,4.74,154.37,8,2580.32
11018.01,19.21,1.83,266.18,24,7249.25
3902.96,17.18,0.13,54.42,24,2517.77
6323.05,6.76,0.07,218.24,12,3465.21
3635.86,21.36,2.3,338.65,24,2787.11
16076.69,14.23,0.06,732.11,24,10242.49
17218.53,14.61,1.96,208.99,24,11889.94
6306.5,11.02,3.56,113.26,12,3312.28
5090.97,15.09,0.3,282.57,16,2729.06
4857.17,9.56,2.31,304.47,16,2788.25
4002.25,7.69,1.06,282.82,8,2095.96
5888.07,11.91,2.55,192.74,12,3118.41
20524.19,22.57,0.67,488.89,24,13023.92
8658.87,12.12,0.45,474.88,24,5436.78
7699.59,7.91,1.12,178.06,12,4050.0
6887.71,10.89,2.76,328.95,12,3828.14
11900.48,17.96,0.16,767.67,24,8406.96
6012.55,20.29,0.15,409.28,24,3955.59
4434.0,12.07,1.74,295.42,16,2663.69
9600.92,19.09,0.08,504.19,24,6928.25
5009.07,5.68,2.28,441.26,8,2535.09
3533.88,11.97,1.04,134.06,12,1951.52
5997.64,10.31,2.33,235.53,12,3341.16
6609.19,22.01,0.36,581.58,24,4443.75
6094.4,16.61,0.6,56.75,24,3689.06
8044.36,21.58,1.81,186.92,24,4964.48
15578.99,12.56,0.78,89.21,24,9580.11
4179.94,6.14,1.14,921.06,8,2388.49
4247.1,7.85,0.05,371.55,8,2246.93
12261.26,13.21,3.35,291.13,16,7051.65
4672.12,11.04,3.4,51.89,16,2815.41
5846.87,5.38,8.88,102.71,8,2843.73
5255.25,10.88,0.1,408.21,12,3068.79
5033.29,5.61,0.34,370.26,8,2533.3
9772.82,11.66,1.3,23.71,16,5226.8
5938.14,8.42,0.69,403.49,16,3439.47
7393.76,21.94,2.48,391.38,24,4813.67
10872.1,21.25,2.94,182.08,24,7348.75
18998.66,21.66,1.7,174.37,24,11358.39
11018.53,12.39,0.07,18.56,16,6162.63
25992.29,15.72,7.72,341.28,24,16782.95
8389.23,15.49,0.92,505.71,24,5347.83
3598.55,8.36,0.07,157.51,12,1866.84
5870.39,11.07,4.34,206.09,12,2908.14
14100.25,18.68,0.23,996.79,24,9324.8
4413.41,7.58,0.35,125.59,8,2101.96
8221.96,13.74,1.08,599.53,16,4861.82
5464.71,7.34,0.08,67.42,8,2497.42
13209.13,18.84,2.79,344.53,24,8452.63
8558.18,20.04,2.67,226.14,24,5725.79
6911.65,4.22,0.51,178.78,8,3558.4
4519.76,5.56,0.11,228.71,8,2197.57
8412.92,13.87,1.81,152.64,16,5151.81
13863.18,22.51,2.15,327.44,24,8868.25
4168.56,4.63,0.17,310.8,8,2065.05
16190.96,14.16,3.34,584.2,24,9467.85
2316.81,10.03,2.92,56.46,12,1420.22
5859.96,12.07,1.56,147.86,24,3526.85
6456.18,12.18,0.86,281.89,16,3520.39
19810.01,17.18,4.04,383.46,24,13491.46
8156.58,11.36,1.2,772.73,16,4874.34
9517.76,11.35,1.43,594.33,16,5665.61
9382.78,21.74,0.18,365.91,24,6438.19
3206.6,6.57,0.12,26.09,12,1638.43
5131.83,15.45,4.37,402.92,16,3059.49
5136.32,5.15,0.3,146.37,8,2396.74
3591.01,11.04,3.86,294.42,12,2046.85
5894.83,19.88,0.05,73.81,24,3836.7
13984.79,19.9,0.02,758.75,24,8774.98
6687.71,15.81,1.17,197.51,16,4156.84
7439.99,9.66,1.71,305.14,12,4036.19
2363.57,14.72,3.47,151.28,16,1406.25
5341.69,4.19,1.75,560.95,8,2735.11
6604.4,10.04,0.31,220.6,16,3630.05
2998.3,13.62,0.53,358.15,16,1789.69
3044.1,10.72,2.14,285.19,12,1654.81
3688.93,4.64,0.31,112.29,8,1910.71
2034.49,7.98,2.13,694.43,12,1348.07
5092.54,7.4,2.98,252.11,8,2714.95
6211.77,7.05,0.69,237.38,8,3295.93
3470.64,6.32,0.31,559.18,8,1702.62
7898.16,8.09,1.17,328.72,16,4774.05
5465.77,11.36,0.77,357.82,16,3297.56
4009.89,6.68,0.04,562.2,12,2322.81
8579.55,15.14,4.26,344.33,16,5407.85
4459.19,5.18,4.84,602.64,8,2334.18
3084.14,6.48,0.62,99.6,8,1337.98
9617.71,10.31,6.52,1502.47,12,6248.32
8932.87,11.63,0.05,255.64,16,5395.68
3140.23,20.54,2.44,343.48,24,2226.08
4636.15,7.28,0.05,128.46,12,2500.86
4983.03,8.18,0.52,387.97,12,2747.77
6547.56,19.62,1.39,478.66,24,4466.05
15241.42,9.77,0.18,124.46,16,8488.22
6988.24,9.45,5.27,514.01,12,4072.76
10984.33,11.39,0.47,466.76,16,6289.05
14717.52,7.37,0.96,655.98,12,8059.51
6548.2,8.07,0.7,376.55,12,3442.81
15580.6,23.83,0.35,232.89,24,10335.44
4539.16,7.43,0.12,962.31,8,2543.05
2269.83,10.81,0.23,354.9,16,1338.83
4729.2,10.15,1.8,203.09,12,2536.65
16291.69,23.79,1.48,266.91,24,9366.76
9438.57,15.14,0.54,162.69,24,6422.5
8430.15,18.19,1.28,236.45,24,5924.75
6987.79,9.69,1.04,139.38,16,3914.57
9178.35,23.34,1.25,288.14,24,6344.76
11265.97,13.19,0.31,54.57,16,5913.21
4459.83,18.93,0.68,132.99,24,2701.11
14750.38,9.95,0.95,338.89,16,8773.66
5194.11,10.48,0.89,34.88,16,2912.5
8689.65,11.56,1.1,188.16,12,4224.33
9095.76,15.26,0.11,74.95,16,5170.92
4687.37,9.77,0.41,391.56,12,2638.85
11242.23,19.79,0.24,374.07,24,7031.96
6133.1,14.98,1.88,285.66,24,4085.66
8746.23,9.34,0.56,434.59,12,4635.28
4012.38,6.7,0.8,379.03,8,2107.67
2797.53,4.29,0.56,579.08,8,1679.13
15101.8,14.84,1.5,112.71,24,9625.32
8834.29,8.23,0.43,144.08,12,4858.82
6365.11,7.09,4.52,295.73,8,3035.6
1830.79,7.45,4.73,538.02,8,1230.6
8468.27,22.21,0.57,176.36,24,5400.49
12268.52,12.61,0.61,301.98,16,6624.56
10083.78,8.27,1.08,224.18,12,4639.86
1411.8,4.77,0.97,539.56,8,885.0
1820.07,8.43,2.02,161.83,12,1037.55
11812.49,15.77,7.04,148.35,16,6958.13
7163.87,10.23,0.9,986.1,12,4103.13
2758.44,6.66,1.07,424.58,8,1464.25
9669.61,19.85,0.19,543.39,24,6355.31
6189.53,18.34,0.3,286.32,24,3865.8
5854.3,11.66,1.73,147.51,16,3460.74
8029.95,9.27,1.02,872.5,12,4443.29
1139.77,4.65,1.0,535.57,8,751.91
3969.39,4.96,0.02,308.09,8,2033.88
13536.71,14.35,4.92,336.45,24,9051.82
5871.17,10.57,0.08,335.9,16,3542.15
3920.55,7.87,0.88,489.03,8,1968.45
2812.14,11.59,0.62,209.11,12,1540.99
5173.09,6.06,1.36,398.57,8,2669.05
3119.41,7.28,1.47,209.14,8,1574.18
4909.73,7.21,0.79,469.98,12,2681.93
2855.63,6.73,0.67,343.69,8,1534.62
5160.86,8.36,5.85,497.48,12,2894.06
9426.36,6.48,3.16,407.65,12,4961.43
8604.78,14.46,0.51,338.72,16,4495.16
1875.13,8.07,0.16,72.81,16,1141.88
12888.91,16.2,3.13,520.38,24,8867.6
4905.7,10.03,1.62,439.53,12,2814.88
4406.12,8.41,0.09,353.37,16,2563.91
9459.22,14.15,1.06,235.65,24,6196.3
5357.85,10.48,0.89,188.53,12,2785.45
1989.04,6.6,0.03,143.49,8,966.05
1383.31,4.44,0.62,380.35,8,756.36
13923.58,18.9,1.46,38.49,24,9225.47
10653.3,12.8,1.31,443.9,24,6967.1
10448.27,6.63,1.02,558.65,12,5679.47
11688.22,8.52,0.68,177.93,12,5228.8
17768.63,21.64,2.22,272.13,24,11038.31
5936.79,10.14,0.08,402.87,16,3517.61
6967.16,6.31,0.53,738.37,12,3994.03
9430.55,14.28,0.26,128.46,16,5248.04
6521.1,11.26,0.69,370.52,12,3483.03
3225.97,5.88,0.24,128.93,8,1536.03
5620.38,8.83,0.43,1161.56,12,3453.48
4670.46,9.5,0.32,300.43,12,2425.1
8886.37,8.09,4.62,425.55,12,4944.44
5415.14,9.83,4.99,76.97,12,3148.57
15863.71,23.35,0.65,294.9,24,10491.55
2545.12,6.25,0.2,167.4,8,1211.04
8005.27,11.04,2.86,91.92,12,4145.19
4992.29,4.3,1.52,329.33,8,2538.91
14355.8,14.24,0.56,827.03,24,9032.23
12695.24,18.52,0.78,105.03,24,8400.48
8787.22,14.2,0.3,621.36,24,5425.54
3255.38,8.16,1.37,211.96,12,1748.42
3577.62,9.09,1.46,192.69,12,2216.54
6664.2,4.14,0.02,238.67,8,3240.6
4926.91,5.66,0.44,180.98,8,2531.75
12054.38,11.65,0.8,377.0,12,6390.11
7042.25,12.39,1.59,597.29,16,4049.31
16542.48,18.53,2.89,362.31,24,10641.14
5000.77,6.34,3.11,194.26,8,2531.88
2059.37,9.23,0.1,312.24,12,1226.36
10076.32,13.09,0.85,327.53,16,5771.77
5922.61,5.66,0.9,136.24,8,2560.62
6225.84,13.09,2.33,74.28,16,3214.14
8796.52,18.38,0.09,115.17,24,5494.45
3043.71,11.5,0.7,79.88,12,1555.02
7302.41,18.51,0.9,375.13,24,4739.86
18416.83,18.09,0.11,193.55,24,11575.41
10489.67,11.96,0.14,488.74,12,5931.69
6873.24,14.37,1.14,518.63,16,4173.61
8194.25,13.44,0.93,338.48,16,4916.46
21272.66,12.86,0.91,29.97,24,13963.41
4500.73,4.17,2.18,347.51,8,2237.58
7767.14,11.48,0.6,431.64,12,4154.09
14483.95,21.13,1.11,130.63,24,9537.02
7387.22,7.77,0.1,230.96,12,3988.22
6645.45,13.51,2.0,289.48,16,4135.45
3587.98,4.9,1.55,252.99,8,1820.48
6792.05,7.37,1.07,121.9,8,3287.54
8447.35,6.19,4.64,121.82,8,3981.18
13975.17,19.03,2.14,78.58,24,8956.13
12532.4,22.11,1.79,628.0,24,7692.21
3143.48,5.7,0.38,630.35,8,1782.86
8011.68,9.79,1.98,590.56,16,4801.75
2726.29,5.42,1.9,589.05,8,1612.99
2613.76,6.33,0.13,573.25,8,1306.61
2677.16,7.06,1.29,558.94,8,1463.28
6737.56,8.69,6.82,389.84,12,4065.29
15381.1,9.23,0.33,183.03,12,8120.51
9342.55,15.35,1.82,181.37,24,6349.58
5453.31,11.16,2.46,91.94,12,3051.84
4910.63,10.91,0.93,372.43,12,2986.57
9827.37,9.9,0.09,350.63,16,5544.93
2435.49,6.33,2.13,276.71,8,1294.99
7317.34,19.88,0.5,144.12,24,4831.8
6446.77,11.08,1.34,531.31,12,3239.55
7866.83,7.3,5.05,1492.65,12,5215.71
8740.93,12.15,0.94,396.51,24,5167.65
8525.89,9.15,0.71,667.6,16,4733.88
7595.7,11.3,0.39,170.15,16,4016.83
5790.55,14.3,0.86,543.34,16,3532.69
4295.49,6.66,1.59,290.28,12,2568.84
5984.21,5.16,0.82,281.18,8,3110.51
3688.53,8.95,2.04,553.6,12,2251.71
11499.68,19.94,0.9,261.2,24,7096.08
7992.12,14.55,2.87,1723.0,16,4884.71
6447.82,7.86,2.22,145.8,8,2870.95
7321.32,8.47,0.23,191.8,16,4328.71
4024.01,9.75,0.02,265.55,12,2257.63
5772.35,15.29,1.2,348.62,16,3329.37
6762.35,20.46,0.9,313.58,24,4464.19
5925.08,19.28,0.75,458.95,24,4087.99
6717.8,6.49,0.08,337.56,12,3764.52
7286.6,9.52,3.24,594.64,12,3991.05
9366.5,22.67,0.12,22.2,24,5813.77
6944.07,9.99,1.32,332.42,16,4251.42
1667.96,6.83,1.92,73.55,8,872.15
8144.02,11.21,1.94,123.52,12,3976.42
8772.42,6.85,3.14,453.98,12,5150.86
19182.3,17.72,1.37,104.03,24,11471.28
3960.18,5.62,0.58,66.15,8,1941.09
2458.75,11.24,1.73,342.57,12,1495.59
10196.31,23.37,3.45,510.05,24,7269.82
7791.36,8.06,1.43,363.11,12,4626.27
4374.71,11.55,2.3,992.45,12,2719.82
5021.03,7.67,3.74,70.23,8,2452.36
4803.68,6.26,1.68,126.92,8,2327.14
4622.92,6.62,6.8,41.92,8,2247.05
5426.26,4.9,1.59,244.81,8,2795.71
5069.55,10.83,3.45,381.43,12,3147.5
2967.29,6.84,0.05,387.01,8,1567.89
9499.66,12.72,0.64,637.94,16,5823.2
2354.72,10.05,1.66,176.98,12,1353.39
3453.06,11.73,0.85,79.13,12,1780.89
16427.09,15.01,0.7,276.79,16,8754.54
5642.46,7.8,0.23,245.92,12,2941.58
3365.58,11.75,3.93,570.85,12,2164.99
8089.29,9.99,0.02,74.4,12,4497.23
15543.34,14.19,0.99,561.55,24,9278.95
3352.77,5.29,0.27,230.23,8,1612.86
3896.93,7.85,1.66,242.55,8,1942.32
8006.51,10.19,3.55,406.09,16,4476.52
8613.06,11.51,1.82,36.59,16,4701.37
4298.56,10.35,3.04,355.15,12,2255.68
11828.03,6.27,0.31,115.57,12,6401.76
2705.4,5.5,2.45,125.74,8,1417.62
7167.75,9.23,0.56,440.56,16,4058.99
8572.85,11.41,0.22,142.73,16,4734.99
4373.11,9.03,1.3,356.56,12,2168.89
6459.44,4.89,0.79,262.51,8,3386.91
10056.93,13.88,0.77,340.09,24,6606.39
7948.53,23.55,2.04,199.55,24,5359.2
5470.5,14.54,0.49,344.91,16,3295.69
2210.95,10.56,0.49,424.9,12,1394.34
9703.65,19.39,1.34,354.66,24,6985.85
3795.49,7.99,0.93,309.81,8,1910.79
4326.47,10.85,2.9,320.38,16,2739.54
3029.02,6.46,0.09,76.24,8,1531.66
11518.5,19.1,2.1,162.92,24,7363.8
3291.51,12.31,0.8,571.07,16,1993.24
4919.82,6.17,2.33,355.49,8,2509.58
3834.76,11.66,2.64,172.52,12,2221.53
6431.69,8.89,0.66,215.29,12,3236.46
10767.23,11.39,2.29,390.2,16,6184.34
831.49,7.39,0.06,829.83,8,645.32
3495.91,12.7,0.35,78.66,16,2036.75
5912.96,8.83,0.01,281.17,16,3450.4
3628.65,8.08,2.32,209.63,12,2061.37
10745.29,12.53,3.33,325.38,24,6755.91
7339.44,12.56,0.48,145.25,24,5072.25
15780.57,12.34,0.74,152.0,24,10018.35
10473.69,16.77,0.19,199.91,24,7009.37
9233.22,18.3,0.89,218.71,24,6117.07
7578.97,10.79,2.74,266.71,16,4132.29
8606.76,10.59,0.59,529.3,12,4800.82
10610.52,14.61,1.61,396.11,16,6448.42
8494.46,19.81,1.52,509.47,24,5316.85
3774.39,4.52,0.18,173.69,8,1838.92
5418.71,5.96,1.11,237.89,8,2835.88
10637.55,13.17,0.26,61.69,16,6218.62
4132.53,6.53,0.21,66.22,12,2106.1
4863.37,13.71,1.5,366.05,16,2641.82
11362.38,17.33,3.51,80.87,24,7567.67
2742.93,6.89,0.85,145.59,8,1306.43
7668.03,4.37,4.9,67.21,8,4025.7
9587.1,8.63,0.83,246.02,12,4810.85
15507.83,12.25,2.45,469.97,24,10422.5
8608.38,14.11,0.03,269.78,24,5384.35
8372.29,9.51,1.81,429.63,12,4489.17
4940.16,11.43,6.13,235.13,12,3233.79
6657.31,8.56,1.3,89.39,16,4032.87
5389.1,11.36,6.94,303.72,16,3259.5
10766.38,12.13,1.55,104.17,16,6187.87
14108.19,12.02,2.47,228.65,24,8745.24
4508.12,7.07,0.78,325.35,12,2430.38
19912.78,23.02,1.17,166.34,24,11134.13
10836.77,20.96,1.98,352.16,24,7433.19
7106.61,11.78,5.64,11.82,16,3782.32
7272.04,5.02,0.7,116.19,8,3516.05
5593.14,12.57,1.43,229.02,16,3199.4
6939.52,14.75,0.59,256.22,16,3992.62
2850.26,7.33,0.49,241.74,8,1330.6
5386.68,15.24,2.35,204.41,16,3159.04
9312.81,10.55,0.3,463.63,16,5252.33
5525.65,11.83,0.06,360.26,12,3088.91
4187.61,8.51,1.96,404.88,16,2514.23
4979.68,22.34,1.25,179.41,24,3198.88
10351.82,14.39,0.08,113.15,16,5326.85
9051.09,6.58,4.84,79.96,12,4626.56
792.56,11.77,0.05,147.8,12,417.7
5153.56,17.58,1.17,451.14,24,3305.89
3545.34,8.96,1.92,425.61,16,2290.71
2509.47,6.02,0.12,262.85,12,1421.71
4366.63,12.07,0.67,495.65,16,2621.8
1497.45,4.31,0.28,493.44,8,885.15
4160.49,7.5,1.02,108.29,12,2248.93
854.92,7.13,0.04,96.31,8,484.14
590.01,7.28,2.85,244.59,8,460.13
11414.22,18.3,2.71,208.47,24,7557.65
2239.61,5.48,0.22,337.52,8,1209.18
4228.21,14.57,0.01,267.59,16,2494.73
13216.68,12.5,2.74,897.53,24,9379.32
10732.14,10.29,6.42,63.13,12,5496.88
1879.41,5.89,1.24,98.31,8,1014.79
2676.59,7.64,0.64,197.98,8,1329.94
2724.67,6.72,0.88,148.55,8,1239.01
3222.59,7.25,5.64,749.87,8,2120.33
13534.8,14.35,3.53,219.37,16,7494.74
5761.56,15.41,0.04,61.99,16,3073.59
12383.84,18.82,1.69,893.81,24,8008.54
5598.9,7.18,0.57,159.25,12,3329.64
11747.42,23.51,0.53,544.27,24,7796.0
12033.29,13.27,0.29,69.64,24,7183.75
10559.35,17.58,0.84,165.16,24,7159.44
2508.12,7.7,2.87,264.28,8,1338.02
2362.07,4.87,3.28,67.96,8,1272.99
2886.77,6.76,0.23,452.71,8,1443.19
5185.05,6.93,0.55,610.48,8,2778.95
7280.46,10.79,0.53,667.28,16,4008.43
4830.0,9.22,0.58,163.93,16,2619.64
2538.9,4.01,2.19,437.02,8,1342.77
5649.45,7.26,0.5,391.5,8,3080.7
13536.37,7.85,0.32,347.62,12,6859.99
4020.8,9.14,2.08,686.73,12,2375.66
13308.46,20.57,1.28,165.19,24,8261.24
4982.63,6.35,2.21,133.06,8,2290.29
19055.9,16.63,0.25,450.1,24,12272.26
3229.79,7.22,1.85,406.77,8,1679.26
4385.78,5.93,1.35,366.25,8,2234.38
2926.94,6.79,0.88,454.75,8,1574.56
13278.8,9.62,0.67,187.59,16,6877.98
8720.41,23.63,0.13,455.39,24,5690.58
8271.46,16.45,2.1,253.44,24,5198.97
5254.09,7.94,7.51,345.4,12,3055.5
6986.33,14.15,1.12,1031.27,16,4331.78
12177.16,7.24,0.56,71.34,12,6407.16
7608.48,7.02,1.01,78.22,8,3887.54
4923.25,4.22,0.51,151.49,8,2197.77
12696.91,14.59,3.12,176.39,16,7099.28
4749.01,10.44,1.02,35.52,12,2390.56
4491.53,9.94,2.59,442.54,16,2853.53
9153.09,16.82,3.36,70.52,24,6127.68
12898.65,15.79,0.35,152.16,24,8488.35
8110.24,11.47,2.7,370.19,16,4616.59
3271.37,11.32,1.27,298.63,12,1874.93
2813.66,11.39,0.09,309.0,12,1538.65
3254.82,22.11,1.85,271.45,24,2300.66
9940.75,11.53,0.12,98.37,16,5591.82
9917.35,10.27,0.62,220.18,16,5300.3
2028.39,5.01,3.01,349.59,8,1154.09
3386.66,6.82,2.73,113.88,12,1890.26
9238.0,21.8,2.67,277.35,24,6573.71
4826.62,7.29,0.41,365.1,12,2550.09
11183.78,10.29,1.67,60.45,16,6167.08
10347.65,10.7,2.43,305.95,16,6189.06
5394.12,7.64,1.05,429.65,8,2667.33
2315.41,6.9,4.09,191.25,8,1222.73
5380.04,12.0,0.65,360.74,16,3346.29
12765.53,8.95,0.04,296.46,16,6848.43
10423.73,11.57,0.81,267.31,16,5504.14
7745.62,15.82,2.54,506.85,24,4993.29
5782.26,12.37,3.15,183.12,16,3536.81
10248.44,10.89,0.37,201.03,12,5599.78
11436.19,20.59,8.05,250.42,24,7898.8
5505.05,11.24,3.89,396.57,16,3302.05
16132.64,18.91,0.38,30.24,24,9914.37
5619.02,20.28,0.57,156.12,24,3487.95
18849.57,15.38,0.16,962.82,24,14254.22
6864.29,8.7,0.99,450.32,16,3821.6
1202.38,7.25,0.17,23.52,8,590.7
3462.04,6.59,0.53,227.93,8,1597.76
3796.7,7.2,2.0,117.09,8,1897.37
9016.62,7.66,0.51,77.2,8,4352.58
7435.58,10.33,0.55,359.47,12,3843.47
6425.8,12.35,0.95,199.13,16,3745.77
4400.88,5.84,0.02,358.68,8,2204.49
5480.97,8.4,4.12,96.36,12,2886.15
2759.68,7.2,0.83,255.92,8,1424.55
6122.78,12.2,0.98,57.07,16,3077.06
5782.94,11.8,1.76,126.95,12,2939.61
2731.35,6.85,3.03,260.38,8,1503.15
5109.56,7.13,0.02,646.76,8,2670.82
11539.63,21.28,1.73,1043.44,24,7844.57
5120.57,7.76,0.67,541.87,12,2918.4
8577.76,22.5,1.21,120.45,24,5224.79
6973.3,19.53,0.1,557.47,24,4864.66
8669.6,8.46,1.31,292.98,12,4775.92
2870.81,7.35,2.04,203.81,8,1504.09
4110.6,14.0,1.05,452.01,16,2417.53
2886.01,4.42,2.67,165.87,8,1405.38
7840.99,14.58,3.5,255.4,16,4382.7
6303.96,9.87,2.55,55.35,12,3235.42
7355.65,6.07,0.95,108.39,8,3347.67
14932.91,18.38,1.29,337.97,24,9385.92
13154.76,14.54,3.58,319.08,16,7738.59
6073.55,4.62,1.65,414.61,8,3086.9
18156.49,15.05,1.69,227.95,24,11707.37
13861.56,8.93,5.98,272.33,16,7821.63
10651.61,11.32,3.61,207.66,12,5815.15
7794.92,9.36,0.9,59.76,16,4343.74
5699.36,7.45,0.32,105.41,8,2792.03
7463.51,10.15,0.95,194.37,16,4354.41
11067.27,10.44,4.21,811.61,16,6575.39
6112.73,7.19,2.1,231.89,8,3027.87
8401.79,8.68,0.27,168.07,12,4104.4
3182.52,7.75,0.1,140.67,8,1605.41
6716.06,14.0,1.4,337.02,16,3653.29
5870.35,6.3,0.03,123.98,8,2662.52
5253.44,18.4,2.81,404.88,24,3637.95
9681.98,18.21,1.63,208.2,24,6859.75
7334.78,8.53,3.32,86.45,16,4513.95
21769.37,22.67,2.45,490.39,24,14736.62
2676.97,6.49,0.59,359.85,12,1589.48
5091.31,13.13,2.58,269.88,24,3613.99
20750.11,22.59,0.88,244.54,24,12587.92
2860.03,7.23,0.41,556.6,8,1513.51
13243.23,14.46,2.43,209.97,24,9024.74
3715.51,7.94,1.54,234.85,12,2196.57
8277.48,7.09,0.9,37.86,12,4219.06
4323.09,11.85,1.3,432.38,12,2349.0
9936.44,8.75,2.9,88.75,16,5908.73
12683.91,13.58,5.4,344.9,16,7460.98
7906.7,18.66,1.21,54.43,24,5061.81
5464.67,14.16,2.77,397.23,16,3343.2
10828.98,21.19,0.95,449.12,24,7271.46
6652.76,10.32,0.44,20.76,12,3004.41
16964.19,16.64,0.76,126.94,24,9655.45
8264.44,9.51,1.99,482.27,16,4366.57
10387.87,15.84,2.13,182.91,16,5916.82
2689.67,7.12,1.88,89.79,12,1504.29
6980.99,7.7,0.75,893.3,8,3479.8
2457.7,6.78,1.14,256.48,8,1208.19
7528.78,15.67,0.61,263.82,16,4681.87
1860.24,5.31,2.01,275.78,8,982.47
8800.37,12.54,0.22,78.18,16,4975.62
3613.97,7.75,2.87,103.44,8,1802.96
11510.76,22.67,0.49,200.96,24,7718.86
4669.08,15.9,2.35,194.88,16,2875.72
6102.29,8.07,0.41,28.96,12,3140.11
3946.64,12.5,0.49,313.79,24,2687.79
4520.54,6.17,0.02,572.04,8,2285.61
8985.69,10.12,1.02,553.5,16,4951.38
5637.44,22.52,0.58,336.01,24,4213.87
20853.08,19.29,1.91,121.72,24,13150.64
2893.97,5.26,1.51,265.61,8,1640.69
2836.22,14.42,1.23,180.41,16,1628.9
5962.47,10.95,0.61,537.15,16,3408.74
15289.96,15.13,1.53,467.7,24,9868.25
3868.52,6.26,1.63,119.5,12,2090.24
8780.0,10.08,2.25,393.99,12,5015.68
6392.27,5.29,1.12,166.97,8,2889.48
2573.06,5.54,0.87,635.46,8,1373.43
3417.39,13.63,0.01,407.41,16,1995.77
5568.75,22.37,2.35,426.07,24,4212.41
5535.28,4.64,3.38,231.43,8,2587.78
4596.03,10.96,2.91,140.79,12,2664.43
24609.54,18.21,1.16,1071.63,24,16240.49
12665.53,13.01,0.48,324.25,24,7509.48
5273.8,8.88,0.82,66.4,12,2918.67
9927.73,14.33,3.41,754.07,16,5949.18
11942.38,19.49,0.6,1285.86,24,7725.56
8281.55,9.4,4.97,230.56,16,5570.02
1989.04,11.54,2.6,434.34,12,1338.81
7730.23,9.81,0.57,376.59,12,4021.76
3252.76,6.34,0.79,212.27,8,1584.18
3045.33,11.31,4.36,96.6,12,1868.13
3111.82,4.72,1.99,293.06,8,1683.6
3784.87,7.47,5.37,359.17,12,2312.05
20141.11,8.07,0.04,141.11,16,10114.51
4820.38,6.24,0.89,328.84,12,2437.12
6150.86,6.36,0.11,104.01,12,3269.19
2987.1,11.43,0.58,216.01,12,1726.65
3238.51,6.79,2.3,242.8,8,1744.14
7618.13,15.02,2.95,180.44,16,4495.13
7357.22,7.45,5.81,327.22,12,3970.96
10314.85,9.76,1.68,368.48,16,6085.0
5894.22,10.47,1.79,383.71,16,3427.88
5623.54,8.36,0.23,82.07,12,2815.48
5514.71,10.92,0.25,133.91,16,3094.54
4777.19,11.13,4.01,752.17,16,3099.75
5422.58,5.81,0.03,622.12,8,2805.88
12448.14,14.98,2.12,58.6,16,7346.28
14908.72,20.98,1.64,606.79,24,10039.11
4189.97,7.7,0.76,134.03,8,2073.18
12357.75,19.83,1.06,632.06,24,7997.43
3341.96,4.53,0.94,246.09,8,1525.06
4545.85,7.95,0.74,304.83,8,2267.5
8029.72,8.12,0.24,25.56,12,4014.49
2509.66,7.11,3.61,313.73,12,1502.82
4538.13,5.98,2.32,267.56,8,2292.33
6322.39,7.96,0.47,99.7,12,3593.82
5547.46,6.4,0.76,490.12,12,3047.44
3264.45,9.57,0.43,168.8,12,1863.47
2885.04,6.95,0.17,273.35,8,1406.07
8074.07,11.04,0.47,119.02,12,4072.54
4818.6,7.47,4.96,357.58,12,2888.81
11657.56,23.33,1.98,321.47,24,6726.49
12348.44,20.09,0.35,493.58,24,8353.97
12740.5,17.79,2.9,114.97,24,8599.78
1354.88,5.13,0.87,95.98,8,738.24
8031.81,9.44,3.0,10.59,12,4320.08
