route_length,traffic_score,vehicle_type,delivery_count,co2_kg
17.49,8,two_wheeler,21,5.43
10.38,8,truck_diesel,40,10.66
21.08,5,two_wheeler,16,4.23
2.33,9,mini_truck,37,5.91
2.02,2,mini_truck,26,4.4
2.97,9,mini_truck,7,1.87
22.72,2,mini_truck,38,9.72
20.16,8,van,32,8.83
12.14,10,ev,10,2.4
4.96,2,mini_truck,13,2.89
33.47,5,ev,11,3.41
7.01,1,van,10,2.42
20.55,10,truck_diesel,29,12.47
10.36,8,two_wheeler,38,6.27
22.28,2,two_wheeler,32,6.08
14.1,9,truck_diesel,6,5.56
15.77,10,van,35,9.09
3.99,8,two_wheeler,25,4.31
17.56,8,ev,20,4.66
3.42,6,truck_cng,16,3.19
29.29,4,van,95,18.72
15.73,8,ev,23,4.32
7.45,7,truck_diesel,31,6.63
3.67,6,two_wheeler,28,4.32
16.37,2,ev,18,3.46
4.1,6,van,23,4.16
15.9,6,mini_truck,27,6.84
7.22,10,two_wheeler,12,2.7
20.14,3,two_wheeler,30,6.37
21.59,10,van,11,5.72
10.21,10,van,11,3.88
5.71,4,truck_cng,30,6.02
43.43,4,truck_diesel,29,15.25
6.9,6,two_wheeler,16,3.05
6.67,6,mini_truck,50,8.99
4.11,2,mini_truck,14,2.85
13.49,3,two_wheeler,16,3.56
31.91,5,mini_truck,9,7.02
3.87,7,van,39,6.7
9.06,6,two_wheeler,50,8.59
15.37,8,ev,17,3.5
8.85,10,two_wheeler,41,7.5
13.9,5,ev,14,2.95
25.25,1,van,62,11.94
52.14,5,two_wheeler,10,6.42
22.9,10,truck_diesel,32,14.23
9.11,10,van,37,7.34
3.36,6,two_wheeler,30,4.76
18.12,4,mini_truck,24,6.62
6.07,9,mini_truck,29,6.04
4.46,5,two_wheeler,5,1.24
16.58,10,ev,29,5.95
36.89,3,mini_truck,32,11.97
9.52,9,truck_diesel,36,9.46
12.96,7,two_wheeler,28,6.06
7.79,3,truck_diesel,57,10.91
8.73,6,mini_truck,28,6.24
6.26,1,mini_truck,20,3.9
20.53,9,truck_cng,30,10.31
14.77,6,ev,14,3.02
9.26,5,truck_cng,44,9.08
46.47,8,truck_diesel,19,20.53
26.18,9,mini_truck,18,9.17
4.99,9,two_wheeler,22,3.81
11.89,10,van,23,5.92
16.8,4,ev,28,5.7
11.51,6,ev,32,5.96
35.71,5,van,37,11.02
39.46,10,two_wheeler,31,9.82
14.33,4,van,47,9.54
5.8,1,mini_truck,31,5.37
25.73,4,truck_cng,5,6.19
3.39,5,ev,28,4.12
4.32,5,two_wheeler,26,4.36
22.03,4,ev,27,5.43
15.56,4,ev,12,2.76
22.19,4,van,15,6.16
41.85,10,truck_diesel,38,22.53
63.66,9,van,59,22.07
15.89,3,mini_truck,35,8.86
8.93,6,mini_truck,16,4.1
10.71,9,van,33,7.6
25.46,4,van,35,9.25
8.92,1,van,31,5.34
1.46,9,mini_truck,25,4.11
17.07,6,truck_diesel,40,11.12
34.39,7,two_wheeler,27,8.2
10.81,2,van,39,6.62
4.42,6,two_wheeler,20,3.52
22.38,5,ev,12,3.31
9.89,7,two_wheeler,22,4.1
27.43,7,ev,36,7.07
6.36,10,van,24,5.2
10.77,4,van,31,6.46
3.39,6,mini_truck,50,8.49
19.55,9,truck_diesel,51,15.62
25.4,9,mini_truck,13,7.52
15.78,8,two_wheeler,59,10.96
17.52,5,two_wheeler,13,3.7
11.86,9,van,39,8.04
5.74,6,van,33,6.45
20.01,5,two_wheeler,38,7.54
6.22,5,van,33,5.8
10.81,6,mini_truck,4,2.93
14.58,1,mini_truck,18,4.65
33.12,8,two_wheeler,15,6.23
2.31,10,mini_truck,55,8.65
14.89,3,ev,37,6.63
5.4,10,ev,13,2.6
12.63,5,mini_truck,19,5.71
23.93,4,van,41,9.18
17.2,1,mini_truck,22,5.53
11.87,6,van,17,4.63
25.89,7,mini_truck,47,13.04
9.85,7,truck_cng,46,8.6
40.38,5,two_wheeler,32,9.17
12.6,2,mini_truck,88,15.78
20.44,5,truck_diesel,25,9.99
7.89,4,ev,58,9.51
13.08,2,mini_truck,24,5.56
9.32,10,truck_diesel,63,13.77
20.73,2,van,46,10.11
9.92,9,mini_truck,13,4.62
6.44,2,two_wheeler,24,4.1
12.75,1,mini_truck,28,6.22
4.27,7,two_wheeler,22,3.59
5.39,5,mini_truck,23,4.19
14.33,10,mini_truck,34,7.86
14.38,3,two_wheeler,2,1.54
5.99,1,ev,22,3.52
5.4,3,truck_cng,14,3.3
6.74,4,van,9,2.25
7.55,9,mini_truck,60,10.74
10.58,8,two_wheeler,24,4.69
25.24,7,two_wheeler,43,8.64
13.75,3,truck_diesel,35,8.62
18.26,2,truck_diesel,16,6.91
7.65,3,mini_truck,25,4.93
4.26,3,mini_truck,13,2.75
14.96,6,two_wheeler,25,5.23
6.68,3,ev,35,5.45
7.06,3,two_wheeler,36,6.18
20.24,5,ev,83,14.26
21.99,9,ev,7,2.83
17.96,10,truck_cng,35,10.85
15.11,5,two_wheeler,13,3.47
2.32,2,ev,64,9.93
7.58,2,two_wheeler,16,3.1
56.13,9,mini_truck,27,17.91
1.37,4,two_wheeler,13,2.16
15.02,8,truck_diesel,66,16.17
29.62,1,mini_truck,22,7.89
22.38,2,truck_diesel,25,9.47
26.93,1,mini_truck,21,7.55
10.07,10,ev,5,1.41
4.49,4,mini_truck,8,1.94
13.0,10,van,28,6.64
19.7,1,van,12,4.21
25.41,4,van,3,4.75
43.5,2,two_wheeler,13,5.29
21.26,8,two_wheeler,22,5.79
18.33,1,ev,22,3.78
4.58,6,truck_diesel,50,9.27
11.6,9,mini_truck,42,8.97
12.74,9,mini_truck,16,5.32
8.74,8,ev,43,6.49
7.97,5,truck_diesel,18,4.95
15.77,5,ev,16,3.32
20.26,1,two_wheeler,18,4.09
7.09,10,mini_truck,22,4.41
3.48,9,truck_diesel,6,2.36
7.89,2,two_wheeler,36,6.08
9.46,8,truck_cng,27,6.79
16.79,5,ev,10,2.35
35.21,10,mini_truck,16,11.27
5.19,5,truck_cng,15,3.51
8.5,4,ev,21,3.43
2.76,5,two_wheeler,26,4.41
41.72,10,van,7,10.42
9.56,10,mini_truck,22,5.84
48.79,3,van,16,9.03
26.39,7,two_wheeler,18,6.23
13.29,6,two_wheeler,38,7.48
27.1,10,mini_truck,21,10.55
33.47,2,ev,42,8.3
17.0,9,van,10,4.85
7.27,7,mini_truck,22,4.92
5.09,8,ev,20,3.12
1.89,2,truck_cng,43,6.99
11.62,4,mini_truck,46,9.03
1.28,1,mini_truck,50,7.37
9.81,2,van,34,5.83
19.92,9,two_wheeler,10,3.81
14.49,8,truck_diesel,12,6.85
32.6,8,van,40,11.99
19.72,9,van,12,5.79
11.25,9,van,7,3.28
16.37,5,mini_truck,38,9.51
12.1,7,van,41,8.23
14.54,6,two_wheeler,9,2.74
10.96,9,two_wheeler,36,6.87
24.1,7,two_wheeler,31,7.27
10.31,9,mini_truck,29,6.76
11.3,8,van,51,10.28
3.15,2,two_wheeler,14,2.45
10.49,3,ev,13,2.61
5.04,7,ev,11,1.96
14.37,7,ev,23,4.29
11.86,8,mini_truck,6,3.65
5.32,6,mini_truck,35,6.25
13.96,2,two_wheeler,39,6.77
25.5,7,two_wheeler,16,5.19
2.11,5,truck_cng,49,7.46
11.39,4,two_wheeler,6,1.97
6.71,7,van,36,7.52
8.85,5,truck_cng,11,3.81
4.32,10,two_wheeler,11,2.04
16.8,3,van,15,4.82
10.42,3,two_wheeler,23,4.36
30.47,9,ev,20,5.46
12.61,1,two_wheeler,19,3.55
5.91,3,mini_truck,59,9.81
27.36,3,ev,26,5.57
4.22,5,truck_cng,15,3.16
5.99,4,van,41,7.44
12.37,10,truck_diesel,4,5.43
3.88,8,two_wheeler,23,3.99
2.37,3,van,79,12.17
26.38,3,ev,14,3.53
13.56,5,van,13,3.9
10.59,7,van,27,6.42
1.59,10,van,69,9.69
26.77,6,ev,42,7.63
5.6,10,van,37,6.52
36.7,5,two_wheeler,35,8.75
18.64,5,truck_diesel,41,12.29
10.26,3,van,39,7.75
15.09,10,van,47,10.1
7.93,4,ev,7,1.5
27.48,6,two_wheeler,38,8.82
35.3,10,van,70,17.1
6.54,3,mini_truck,53,9.79
18.73,6,mini_truck,77,15.11
3.71,2,two_wheeler,19,3.35
19.49,4,truck_diesel,22,9.21
13.01,4,truck_diesel,31,8.57
20.89,4,ev,27,5.71
18.84,2,two_wheeler,61,10.54
20.92,10,mini_truck,64,14.19
16.12,9,mini_truck,11,5.16
26.5,2,ev,61,10.33
20.42,2,two_wheeler,21,4.55
18.72,6,truck_diesel,21,9.31
11.11,6,mini_truck,52,9.29
19.61,5,two_wheeler,57,10.35
7.9,5,truck_diesel,5,2.91
37.89,10,mini_truck,59,19.45
12.67,5,two_wheeler,15,3.31
25.94,2,mini_truck,12,6.27
1.46,2,truck_diesel,12,2.12
13.83,1,two_wheeler,36,6.31
12.43,6,van,41,7.93
40.73,2,van,13,8.66
27.25,6,mini_truck,27,9.43
21.72,2,van,14,5.17
31.17,9,van,10,7.67
5.12,10,mini_truck,25,5.14
6.97,8,mini_truck,14,3.48
10.25,6,van,25,5.62
11.71,4,mini_truck,14,3.77
23.5,6,two_wheeler,44,8.66
8.54,7,truck_diesel,44,10.23
25.76,9,two_wheeler,35,8.64
33.12,3,ev,42,8.86
25.39,2,truck_cng,79,16.33
29.6,2,truck_diesel,6,8.13
5.74,1,van,25,4.41
29.4,4,ev,4,2.22
13.13,1,van,28,5.3
17.38,3,ev,12,2.96
13.31,7,ev,34,5.64
8.35,8,two_wheeler,26,4.35
4.18,5,two_wheeler,30,4.68
31.6,10,mini_truck,18,9.56
10.62,9,ev,48,8.23
20.66,9,mini_truck,64,13.92
10.99,5,mini_truck,5,2.91
35.68,9,two_wheeler,19,6.91
5.14,9,mini_truck,16,3.84
13.34,8,mini_truck,15,5.39
8.15,10,truck_cng,46,8.99
13.79,3,van,55,9.93
13.19,9,mini_truck,35,8.76
9.63,9,mini_truck,25,5.81
6.28,7,two_wheeler,25,4.47
14.57,9,two_wheeler,21,4.69
1.92,9,two_wheeler,34,5.56
13.09,6,van,26,6.45
7.18,7,mini_truck,29,5.89
6.28,1,mini_truck,16,3.18
25.81,3,two_wheeler,4,2.75
18.81,8,truck_diesel,18,9.78
9.59,7,two_wheeler,30,5.56
3.3,7,van,18,3.47
3.68,6,van,7,1.65
28.15,3,van,41,10.2
10.93,9,van,31,6.62
8.26,6,van,22,4.64
9.96,8,two_wheeler,23,4.68
4.86,6,two_wheeler,19,3.23
8.14,10,mini_truck,42,9.29
44.08,8,truck_diesel,43,22.01
20.17,7,van,36,9.43
15.26,7,van,18,5.61
8.82,8,mini_truck,3,2.4
7.66,2,ev,26,4.33
16.42,2,van,38,8.44
3.84,8,van,32,5.3
16.2,3,mini_truck,31,6.98
7.14,9,truck_cng,33,6.74
22.87,10,two_wheeler,10,4.62
22.02,8,two_wheeler,20,4.9
28.24,1,ev,17,3.82
31.64,4,two_wheeler,25,7.09
11.24,3,two_wheeler,59,9.48
26.14,8,mini_truck,52,13.19
4.18,10,two_wheeler,28,4.88
14.94,4,two_wheeler,21,4.53
17.13,8,two_wheeler,18,4.33
7.66,9,van,21,4.58
5.25,3,truck_cng,35,6.52
7.83,8,van,39,7.32
23.44,4,ev,13,3.33
16.27,8,van,32,7.8
20.68,2,two_wheeler,57,10.66
12.57,6,truck_diesel,33,8.82
10.12,10,van,12,3.48
29.37,8,ev,24,5.88
16.84,9,ev,62,9.45
10.5,9,truck_cng,37,8.55
1.38,10,mini_truck,46,6.94
6.14,6,mini_truck,11,3.07
24.74,4,truck_diesel,42,13.46
22.5,8,two_wheeler,20,5.53
45.36,8,ev,28,7.21
17.57,6,mini_truck,23,6.99
10.88,5,two_wheeler,12,2.88
7.35,7,two_wheeler,19,3.62
2.21,4,two_wheeler,66,9.76
15.06,2,mini_truck,61,11.66
7.53,9,mini_truck,4,2.13
19.02,1,ev,23,4.49
6.09,7,van,37,6.82
34.87,4,two_wheeler,6,3.9
6.05,6,two_wheeler,50,8.02
3.72,3,mini_truck,16,3.18
11.34,9,truck_diesel,37,9.35
19.27,9,truck_diesel,41,13.5
18.64,9,two_wheeler,58,10.83
20.99,4,two_wheeler,31,6.32
3.55,8,two_wheeler,117,18.26
22.91,4,two_wheeler,14,4.05
1.03,1,two_wheeler,47,6.69
6.12,8,ev,21,3.26
4.63,7,truck_diesel,14,3.85
5.48,5,two_wheeler,32,5.47
19.96,10,van,10,5.65
12.94,3,two_wheeler,32,5.82
29.71,4,van,31,9.06
21.34,8,two_wheeler,31,7.54
9.66,1,truck_cng,37,7.06
20.25,8,ev,33,6.58
16.66,3,truck_diesel,36,10.13
17.16,8,two_wheeler,21,5.06
24.62,6,mini_truck,33,9.03
27.26,10,van,25,9.52
9.36,4,mini_truck,25,5.88
3.96,1,two_wheeler,32,4.96
20.41,8,two_wheeler,19,4.38
17.73,6,ev,15,3.49
14.61,4,mini_truck,33,7.74
14.93,2,truck_diesel,11,5.39
30.33,7,two_wheeler,72,13.41
19.29,10,truck_cng,33,10.2
3.79,8,ev,39,6.34
6.14,1,truck_diesel,22,4.37
17.32,7,van,44,9.88
11.48,7,mini_truck,12,4.3
7.53,4,two_wheeler,31,5.63
6.49,7,two_wheeler,33,5.7
7.16,5,mini_truck,28,5.43
14.88,8,two_wheeler,3,2.12
26.32,5,van,15,6.05
24.71,7,ev,30,6.17
4.24,8,two_wheeler,46,7.22
25.65,3,truck_diesel,26,11.1
11.64,10,two_wheeler,29,5.69
9.75,5,mini_truck,3,2.33
15.46,1,van,37,7.51
13.29,10,mini_truck,41,10.18
10.8,7,van,11,3.42
24.36,4,mini_truck,37,10.64
19.82,9,ev,44,8.61
32.41,8,ev,30,6.66
19.7,9,two_wheeler,32,7.12
11.92,6,van,14,4.32
9.88,3,two_wheeler,62,10.11
17.89,6,two_wheeler,36,6.88
4.16,9,van,62,10.02
0.99,8,truck_diesel,17,2.9
7.11,2,two_wheeler,19,3.37
19.14,6,ev,28,5.45
21.81,6,van,32,8.94
9.43,8,truck_diesel,12,5.7
19.18,3,ev,5,1.84
24.73,7,van,13,6.34
26.41,1,mini_truck,19,6.83
17.56,1,two_wheeler,5,2.05
5.3,3,truck_diesel,24,5.12
13.36,8,two_wheeler,26,5.93
12.64,4,mini_truck,12,4.27
3.43,5,van,26,4.44
12.45,6,mini_truck,37,8.24
8.84,6,two_wheeler,23,4.43
26.51,3,two_wheeler,69,13.33
7.45,9,truck_diesel,13,4.54
13.38,9,truck_cng,18,6.89
3.72,8,two_wheeler,26,4.64
25.52,2,ev,19,4.2
7.92,3,van,51,9.73
25.11,8,mini_truck,10,6.98
7.81,8,two_wheeler,33,5.75
22.84,9,mini_truck,17,8.52
28.96,9,van,3,6.98
29.28,5,van,31,8.82
16.33,10,ev,18,3.86
12.9,9,mini_truck,46,9.89
13.92,5,truck_diesel,28,8.51
12.77,1,mini_truck,35,7.26
9.38,10,van,24,5.73
27.95,8,mini_truck,42,12.03
33.54,7,two_wheeler,26,7.17
9.74,9,van,22,5.69
25.53,1,truck_diesel,46,12.42
16.92,10,ev,28,5.32
19.73,1,mini_truck,23,6.6
22.2,6,ev,24,5.08
13.59,1,van,32,6.67
1.17,2,truck_cng,33,5.35
7.34,1,mini_truck,49,8.25
14.59,7,two_wheeler,5,2.31
7.98,3,van,21,4.64
26.87,10,mini_truck,16,9.25
15.48,10,truck_diesel,20,9.34
8.92,7,truck_diesel,43,9.0
6.21,3,ev,30,5.02
24.8,6,ev,11,3.53
6.95,8,two_wheeler,20,3.69
50.65,1,truck_cng,35,13.35
33.5,9,ev,30,7.02
20.55,1,mini_truck,28,6.96
8.15,6,two_wheeler,47,7.54
11.33,4,two_wheeler,36,6.87
13.78,3,van,95,14.99
26.6,10,truck_diesel,79,22.61
4.91,10,mini_truck,41,7.5
5.77,7,truck_diesel,84,15.89
45.34,6,truck_cng,16,13.64
19.93,5,mini_truck,23,7.37
2.35,3,two_wheeler,21,3.13
9.96,4,mini_truck,8,3.15
26.33,2,mini_truck,42,11.12
2.33,10,two_wheeler,9,1.62
18.22,8,two_wheeler,44,8.79
2.37,1,van,8,1.42
2.13,7,van,11,1.99
7.53,4,van,39,7.5
5.39,10,ev,38,6.33
10.35,3,van,36,7.19
18.27,7,mini_truck,19,6.89
6.94,2,van,48,6.76
4.08,5,mini_truck,18,3.41
7.87,2,van,15,3.28
1.99,5,mini_truck,42,6.08
34.62,8,van,20,9.17
13.52,8,mini_truck,5,3.74
32.83,3,two_wheeler,11,4.41
2.9,1,mini_truck,13,2.27
13.65,7,mini_truck,23,6.34
7.97,1,ev,14,2.45
12.04,3,two_wheeler,10,2.42
44.9,5,two_wheeler,19,7.39
0.93,4,van,47,7.01
18.49,3,mini_truck,43,10.0
4.19,6,mini_truck,43,7.21
2.23,7,van,14,2.65
15.22,8,van,25,6.22
6.1,8,mini_truck,44,8.24
10.83,1,two_wheeler,16,2.88
20.04,2,truck_cng,36,9.25
10.47,1,mini_truck,35,6.51
9.37,9,van,32,6.58
10.1,2,mini_truck,39,7.63
9.94,2,ev,43,7.43
4.95,8,ev,20,3.46
24.54,5,two_wheeler,26,6.12
4.13,10,ev,39,6.29
24.15,2,mini_truck,20,6.99
2.52,7,ev,17,2.81
19.12,6,two_wheeler,26,6.04
22.01,6,two_wheeler,24,5.49
22.25,1,mini_truck,37,8.18
5.27,10,two_wheeler,31,5.22
8.69,9,two_wheeler,17,3.63
18.45,8,van,30,8.08
22.35,6,van,36,9.4
4.88,8,two_wheeler,32,5.19
11.29,4,two_wheeler,31,5.77
34.58,8,mini_truck,10,9.65
15.0,1,two_wheeler,42,7.44
24.55,7,two_wheeler,66,12.72
11.22,8,ev,21,3.74
2.48,5,truck_diesel,33,5.66
9.82,10,van,16,4.36
5.5,3,van,30,5.24
34.85,7,two_wheeler,27,8.23
15.26,2,truck_cng,11,4.62
11.92,10,two_wheeler,17,4.26
30.35,2,two_wheeler,12,4.26
15.22,7,two_wheeler,22,4.72
19.77,7,truck_diesel,21,9.46
19.56,3,truck_diesel,12,7.03
12.28,10,mini_truck,45,10.11
2.49,9,mini_truck,12,2.31
43.49,3,two_wheeler,38,9.19
6.67,1,two_wheeler,37,6.37
13.4,2,mini_truck,29,6.17
8.48,7,mini_truck,29,5.93
3.64,7,van,30,5.14
12.86,1,van,24,5.51
11.55,2,two_wheeler,41,7.71
18.82,10,van,96,19.16
10.53,6,two_wheeler,7,2.17
7.78,2,mini_truck,51,9.02
33.11,6,ev,31,6.62
14.05,6,ev,27,5.09
7.09,5,two_wheeler,16,2.86
10.54,2,mini_truck,21,4.66
19.42,4,ev,45,7.33
19.82,4,mini_truck,64,13.1
7.04,5,mini_truck,33,6.84
3.2,10,van,54,8.04
18.8,7,van,14,5.26
3.56,6,mini_truck,30,5.44
21.85,6,ev,31,6.03
7.94,8,van,65,11.43
4.28,9,mini_truck,34,6.31
2.5,6,mini_truck,21,3.4
6.27,5,ev,30,4.99
17.64,5,truck_diesel,9,6.5
4.71,7,mini_truck,29,5.31
3.56,10,truck_cng,18,3.71
19.78,10,van,31,8.05
26.11,2,two_wheeler,33,6.97
21.7,10,two_wheeler,13,4.85
6.63,5,mini_truck,29,5.32
14.73,6,two_wheeler,46,8.51
32.93,9,van,36,11.14
21.51,9,ev,32,6.36
7.92,1,two_wheeler,52,8.04
18.5,10,two_wheeler,43,9.07
6.03,7,two_wheeler,7,1.77
14.25,5,ev,40,6.13
19.59,3,ev,33,6.4
14.42,8,mini_truck,11,4.94
5.37,3,two_wheeler,40,6.55
2.5,8,two_wheeler,41,6.4
10.05,4,truck_cng,57,11.0
6.6,10,mini_truck,31,6.69
12.01,6,van,19,4.73
9.7,8,van,27,5.82
4.16,2,mini_truck,32,5.59
10.16,10,truck_cng,32,7.74
18.48,1,ev,32,5.19
13.27,3,mini_truck,63,11.14
1.76,4,two_wheeler,34,5.6
17.31,1,van,20,4.74
8.01,7,mini_truck,18,4.63
30.28,10,two_wheeler,18,6.44
4.94,5,two_wheeler,18,3.16
42.61,1,truck_diesel,27,14.81
12.03,7,two_wheeler,14,3.54
52.48,2,truck_diesel,15,14.88
18.94,4,truck_diesel,14,7.09
47.92,6,truck_diesel,30,20.5
4.55,2,ev,33,5.23
34.16,10,two_wheeler,27,7.85
43.31,4,mini_truck,24,11.66
17.47,3,mini_truck,39,8.7
13.08,8,van,18,5.15
16.75,7,truck_diesel,12,7.53
11.96,2,two_wheeler,50,8.99
18.93,8,van,47,10.65
7.24,1,two_wheeler,40,6.32
2.23,6,ev,39,6.25
20.08,5,two_wheeler,29,6.46
15.18,7,mini_truck,25,7.02
3.44,10,mini_truck,51,8.47
29.98,7,van,21,9.06
5.61,9,van,36,6.92
11.64,7,truck_diesel,29,8.69
5.86,5,mini_truck,67,10.93
12.14,2,two_wheeler,30,5.44
16.31,4,mini_truck,7,4.24
10.3,1,mini_truck,26,5.6
13.83,9,mini_truck,30,7.42
14.02,4,ev,21,3.91
3.16,7,ev,48,7.22
8.47,2,ev,35,6.06
12.67,3,van,9,3.13
2.52,5,two_wheeler,25,4.03
8.67,6,ev,6,1.36
10.68,5,mini_truck,14,3.87
9.75,7,two_wheeler,12,2.81
5.63,4,mini_truck,56,8.66
5.27,10,truck_diesel,20,5.26
4.67,2,truck_diesel,31,5.55
7.45,1,mini_truck,36,6.43
13.66,8,two_wheeler,34,6.87
2.53,3,mini_truck,6,1.45
4.39,6,ev,43,6.78
13.45,7,mini_truck,35,8.19
19.03,8,truck_cng,11,7.03
22.09,6,truck_diesel,4,7.5
21.15,2,two_wheeler,50,8.5
13.86,5,two_wheeler,55,8.7
29.45,2,mini_truck,23,8.29
22.35,3,two_wheeler,11,3.32
4.47,7,two_wheeler,15,2.56
26.17,10,mini_truck,105,22.69
5.81,2,two_wheeler,29,5.12
11.52,8,van,25,6.14
15.98,9,two_wheeler,13,4.01
31.1,6,truck_diesel,21,13.69
17.88,4,two_wheeler,31,6.2
14.36,5,van,16,4.58
2.93,4,truck_diesel,21,4.11
13.49,7,two_wheeler,25,5.52
8.19,7,truck_diesel,25,6.77
26.3,1,two_wheeler,13,3.72
11.11,10,two_wheeler,7,2.43
20.84,1,ev,43,7.12
16.18,3,van,41,8.85
5.08,10,two_wheeler,33,5.42
2.7,3,van,41,6.7
43.12,2,van,17,8.52
35.48,4,truck_diesel,17,12.79
19.61,9,ev,42,7.19
3.97,2,mini_truck,17,3.04
10.77,10,ev,37,6.74
14.62,9,two_wheeler,51,8.82
10.07,9,two_wheeler,10,2.81
6.24,6,two_wheeler,47,7.84
19.42,4,truck_cng,54,11.66
25.62,9,mini_truck,47,13.72
9.32,8,ev,24,4.39
14.91,2,mini_truck,40,7.92
12.26,9,two_wheeler,9,3.1
10.36,4,two_wheeler,52,8.74
15.04,4,van,27,7.05
13.78,1,mini_truck,45,8.49
27.63,8,ev,13,4.01
11.69,4,two_wheeler,16,3.24
12.28,10,two_wheeler,17,4.56
5.98,9,van,14,3.4
6.68,7,mini_truck,26,5.33
7.3,8,two_wheeler,16,3.43
1.39,9,two_wheeler,10,1.52
19.39,7,truck_cng,34,9.9
5.38,7,truck_cng,15,3.38
55.81,10,van,12,12.3
29.21,8,ev,12,4.0
15.52,8,mini_truck,28,8.32
5.21,4,two_wheeler,52,7.84
17.78,4,truck_cng,31,8.37
10.8,3,mini_truck,23,5.54
17.45,3,mini_truck,11,4.76
7.8,10,two_wheeler,46,7.66
8.23,2,truck_diesel,58,10.51
27.43,6,ev,25,5.95
39.16,8,ev,20,5.75
18.85,7,two_wheeler,45,8.44
41.82,8,ev,22,6.06
5.73,5,van,20,3.92
14.8,6,mini_truck,59,12.66
12.62,5,van,5,2.85
3.17,5,mini_truck,23,4.21
17.25,9,van,21,6.26
7.48,10,mini_truck,44,8.54
13.38,8,truck_diesel,26,8.38
22.39,10,ev,17,4.26
15.4,3,two_wheeler,10,2.85
23.56,4,truck_diesel,17,9.93
40.95,2,truck_cng,45,13.57
4.93,4,mini_truck,3,1.28
5.1,10,two_wheeler,33,5.85
1.13,8,two_wheeler,24,3.75
4.02,3,van,83,12.84
5.13,7,two_wheeler,66,11.08
15.6,6,two_wheeler,18,4.33
19.32,4,two_wheeler,42,7.44
5.58,5,mini_truck,17,3.53
9.58,10,mini_truck,67,12.25
23.71,6,van,15,6.26
41.8,10,mini_truck,29,15.11
9.1,2,truck_diesel,15,4.05
5.63,9,mini_truck,59,9.73
12.55,6,ev,31,5.91
17.14,9,two_wheeler,16,4.29
33.2,2,truck_diesel,44,14.93
9.17,9,mini_truck,32,6.85
1.32,3,truck_diesel,79,12.33
18.92,5,two_wheeler,14,3.72
13.86,4,two_wheeler,44,7.88
4.71,8,ev,14,2.44
24.69,9,truck_diesel,21,11.91
7.54,1,ev,36,5.36
49.61,6,van,38,14.28
24.65,10,two_wheeler,35,9.15
15.42,8,van,20,5.67
16.44,10,mini_truck,29,8.69
20.75,2,mini_truck,10,4.57
14.46,7,mini_truck,40,9.75
15.91,5,truck_diesel,21,8.77
6.29,7,van,19,3.94
18.54,1,ev,25,4.38
40.63,2,truck_cng,25,11.6
6.57,1,mini_truck,85,14.86
6.19,8,van,49,8.57
17.16,9,two_wheeler,2,2.45
19.05,7,ev,3,1.79
7.72,7,two_wheeler,3,1.37
3.87,8,truck_diesel,20,4.41
3.3,5,mini_truck,21,3.58
70.96,2,two_wheeler,36,10.64
2.57,7,mini_truck,26,4.5
3.11,3,van,13,2.33
20.08,2,van,37,8.32
3.69,10,mini_truck,9,2.29
6.12,10,two_wheeler,71,12.04
38.13,9,ev,27,6.4
23.73,1,ev,12,2.95
8.65,1,mini_truck,18,4.12
3.53,3,mini_truck,16,2.81
17.26,1,ev,99,16.36
8.98,4,two_wheeler,9,2.25
23.87,7,two_wheeler,43,9.03
2.37,3,ev,27,4.21
27.29,10,ev,12,3.97
4.56,7,van,3,1.34
5.89,2,mini_truck,40,7.48
19.45,1,ev,21,3.93
11.53,3,van,22,5.13
25.31,4,truck_diesel,23,10.67
8.0,3,two_wheeler,15,2.93
12.29,9,mini_truck,38,8.47
21.07,4,van,38,8.98
23.26,7,van,28,8.39
8.75,7,two_wheeler,26,5.06
6.26,6,ev,26,4.46
17.36,5,truck_diesel,19,8.32
10.05,5,ev,16,3.1
20.14,6,two_wheeler,21,5.34
15.57,1,van,20,4.94
7.77,8,truck_cng,42,8.5
11.89,10,truck_cng,19,6.42
43.06,5,truck_diesel,11,15.87
36.93,7,mini_truck,16,10.38
9.21,6,ev,5,1.26
5.15,3,two_wheeler,30,4.71
19.65,5,mini_truck,23,7.37
17.34,10,two_wheeler,19,4.94
30.71,8,mini_truck,28,11.01
29.97,4,truck_diesel,45,14.93
10.01,4,ev,47,7.28
19.67,8,two_wheeler,9,3.58
23.77,10,truck_cng,15,10.27
9.5,4,two_wheeler,40,7.38
10.1,1,mini_truck,16,4.11
17.44,3,ev,9,2.35
25.22,6,mini_truck,19,7.9
10.23,2,mini_truck,22,5.05
7.32,1,mini_truck,59,9.14
32.27,3,mini_truck,55,13.85
9.71,3,mini_truck,59,9.26
11.57,5,truck_diesel,26,6.88
8.46,6,truck_diesel,25,6.45
8.38,10,two_wheeler,53,10.51
2.7,1,mini_truck,51,7.5
5.91,3,truck_diesel,51,9.58
19.74,6,truck_cng,26,8.89
32.11,10,van,29,11.15
34.01,10,two_wheeler,35,8.97
30.54,5,truck_diesel,32,13.29
10.24,7,ev,45,7.41
0.07,7,mini_truck,19,2.89
33.5,7,two_wheeler,16,6.32
4.07,3,two_wheeler,19,3.19
6.59,7,two_wheeler,80,13.43
16.79,5,mini_truck,27,7.65
14.52,9,mini_truck,26,7.27
12.44,6,mini_truck,28,6.83
